iteration,trainRMSE
0,"[910.9348969046929, 911.0421101297544, 910.5962669441076, 910.5685198634455, 912.0774264497824]"
2500,"[743.0103109829278, 744.7717867915406, 746.9586212298709, 748.1934108502061, 749.1100971454463]"
5000,"[738.9605093636471, 737.128712768303, 744.3442818213044, 747.4083455316756, 741.0403661569679]"
7500,"[734.542953896919, 729.7085976323087, 741.4086989864292, 745.9562485634541, 734.7556924990839]"
10000,"[731.1924994046594, 719.4056127604531, 727.5974372196988, 735.9267170047269, 700.5580982588579]"
12500,"[721.2434701470107, 714.1489886306215, 721.7753948380035, 726.3348300382416, 682.4878378326056]"
15000,"[809.402785275091, 782.1173510383087, 800.5562538470273, 763.9147167550868, 808.7392767347442]"
17500,"[719.2782588515372, 730.3886106578675, 719.9959563970078, 700.016517151698, 708.1191990778499]"
20000,"[716.5542320586262, 733.3362190702519, 711.36055292548, 705.0208401846452, 697.3844734322385]"
22500,"[716.429157158961, 729.5644673604421, 708.839517749867, 693.9383942829866, 694.8132596048936]"
25000,"[724.6098806954307, 710.9248401462524, 716.8085657778538, 712.9653233999554, 712.654741290447]"
27500,"[720.5457340638294, 690.8205587765029, 703.5560518959494, 696.8451125983873, 680.5133275565179]"
30000,"[745.0352643358298, 718.2941688000266, 725.6710481465485, 716.1384397630276, 729.9263445455274]"
32500,"[731.1031862644235, 687.885646766327, 688.2887095326104, 706.6255116305233, 680.9877887917896]"
35000,"[736.1686751150869, 714.6225994964932, 700.9292524345586, 717.1519076620172, 693.8844729235587]"
37500,"[753.8035022882324, 734.1179212029913, 723.0381098565975, 712.803205185806, 731.5408456072076]"
40000,"[754.2847926428939, 727.9349238124411, 726.707981461174, 712.6811139552395, 694.4183014901432]"
42500,"[754.4759397614079, 743.4221020700459, 725.1643296782352, 698.3764992527099, 692.2528897739913]"
45000,"[756.3262085856122, 736.207801585165, 729.0854373951752, 707.0301838132958, 686.3580671839392]"
47500,"[756.4753865800091, 742.0855642375135, 753.9380080055511, 762.3939600944891, 754.8695496583313]"
50000,"[747.401018172164, 727.4858099276794, 744.2941393842026, 755.0040484912821, 745.6831046262369]"
52500,"[744.8669945060283, 730.0500568859543, 740.5090932784763, 738.1418986261244, 729.9681472873136]"
55000,"[742.30275078216, 717.3175305919983, 735.9135332610784, 723.345755852024, 722.8544550404847]"
57500,"[743.6687458613687, 712.3187955567093, 728.9374402450406, 714.6768015610352, 705.3432474877221]"
