iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,830001.25,651434.25,911.04,807.0748
2500,557132.56,422268.3,746.41,649.804
5000,550248.06,425110.6,741.78,651.9841
7500,543609.75,430663.72,737.27,656.2193
10000,522797.78,445578.22,722.94,667.4376
12500,508912.8,467030.7,713.2,683.3019
15000,629084.44,482378.38,792.95,694.1332
17500,512152.25,455121.1,715.56,674.3209
20000,508149.72,456176.62,712.73,675.208
22500,502477.56,451869.56,708.72,671.9364
25000,512115.97,474498.94,715.59,688.1352
27500,488041.72,487949.75,698.46,697.1461
30000,528674.9,471651.72,727.01,686.4465
32500,488921.6,490712.6,698.98,700.2038
35000,507962.78,526837.4,712.55,725.5542
37500,534652.1,452362.88,731.06,672.1766
40000,523433.47,465664.97,723.21,682.1787
42500,522965.47,485761.9,722.74,696.6906
45000,523337.12,484171.97,723.0,695.376
47500,568508.7,426968.44,753.95,653.2837
50000,553598.8,434097.6,743.97,658.6988
52500,542793.8,447424.3,736.71,668.4874
55000,530599.44,458699.2,728.35,676.0363
57500,520040.53,478466.06,720.99,691.4222
