iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,629738.06,626686.56,793.56,791.6354
2500,427493.38,475709.7,653.83,689.7026
5000,348117.66,497343.84,589.71,705.1717
7500,274343.12,538064.56,522.3,733.4091
10000,217400.22,582827.1,462.89,763.3348
12500,194132.28,619311.25,437.08,786.8147
15000,202101.34,666601.56,447.35,816.2571
17500,293048.84,638810.44,540.64,798.8488
20000,135829.72,656735.1,364.86,810.0624
22500,189745.34,670375.25,434.29,818.3634
25000,155273.62,657435.75,391.84,810.2724
27500,213111.3,622087.9,460.85,788.2163
30000,184685.75,650631.2,429.02,806.2519
32500,150383.9,677398.0,387.4,821.9885
35000,106067.38,691077.4,323.87,830.7876
37500,176179.23,702450.7,419.21,837.5232
