iteration,trainRMSE
0,"[793.3242661380847, 793.3109414523818, 793.3589636962932, 793.3701473107266, 794.3085668262623]"
2500,"[636.6238838567813, 626.4266284161021, 618.4958770801735, 621.887974875538, 624.9202814369438]"
5000,"[599.6642798467029, 575.9101523167652, 564.8993800508457, 553.033321191294, 526.9776971184984]"
7500,"[570.4022788941058, 528.023050261549, 490.2993844652185, 469.99318114558525, 444.2417915458378]"
10000,"[551.8640190145289, 493.5177633298887, 462.5613732168169, 446.31766403400115, 399.7023791733682]"
12500,"[544.5510948810513, 478.36408961019725, 442.5763923979001, 431.77283043936194, 448.6985950928715]"
15000,"[517.1054769354859, 427.6598926721471, 396.4626683641788, 376.0477245715937, 370.7499038299883]"
17500,"[565.0737711298386, 479.6113088876536, 487.24715756367084, 494.44448593620893, 476.6326108797369]"
20000,"[535.8188964696546, 501.15442638154866, 471.8516052518624, 490.95897827531627, 461.4480063408059]"
22500,"[461.7981680825648, 405.0051526588411, 368.58564875264983, 367.41992894342604, 386.3203451921974]"
25000,"[463.9775321490628, 390.21578751230686, 377.49044194147575, 401.29302925364556, 391.2723183968592]"
27500,"[435.38907191316963, 360.7832467708674, 332.1350930800612, 338.942997741444, 330.8400603543385]"
30000,"[467.14422516004936, 399.4697084768569, 375.20676426480276, 384.5171667273779, 363.62525111519307]"
32500,"[466.6696944976977, 408.9225937450631, 400.7025433277539, 370.1797788549095, 357.7270551901052]"
35000,"[430.4337315197045, 371.60033085307623, 335.34641396756825, 341.8685954852703, 360.4200320676046]"
37500,"[484.3827880742294, 432.0056850189221, 422.82467546861403, 402.69583567839015, 388.8470713619493]"
40000,"[439.1101702426406, 415.15200696141454, 385.90772068410394, 365.9594006398656, 383.1164292640358]"
42500,"[565.1699104794101, 544.4209795788826, 531.08214955381, 535.3044865836974, 537.3415374849287]"
45000,"[515.8002308676029, 479.8472426955027, 443.5285190251114, 470.2406553949344, 420.88754191931855]"
47500,"[484.5347435211208, 457.69222059105743, 417.88535534622366, 436.34490634216047, 380.09190322990173]"
