iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,629697.56,626703.3,793.53,791.646
2500,391502.8,479228.5,625.67,692.2185
5000,318788.56,512564.2,564.1,715.8629
7500,252564.3,570161.4,500.59,754.9968
10000,224212.16,600816.8,470.79,774.8488
12500,221805.94,622976.9,469.19,789.2277
15000,177274.95,615521.8,417.61,784.1081
17500,251687.31,576920.3,500.6,759.3629
20000,242983.28,590617.2,492.25,767.891
22500,159484.9,630450.7,397.83,793.2754
25000,164843.06,602342.06,404.85,775.7127
27500,130884.83,635988.3,359.62,797.377
30000,159740.6,644369.5,397.99,802.3539
32500,162121.8,599710.75,400.84,774.178
35000,136528.27,614645.75,367.93,783.7196
37500,182689.84,627897.8,426.15,791.8394
40000,158969.0,600373.8,397.85,774.6368
42500,294638.38,537337.25,542.66,732.922
45000,218268.23,582850.0,466.06,762.82
47500,190760.17,569234.4,435.31,754.1085
