787.0,1688.016667,235.85,639.366667,371.666667,147.733333,0.0,197.416667,489.216667,148.45,
1688.016667,235.85,639.366667,371.666667,147.733333,0.0,197.416667,489.216667,148.45,531.516667,
235.85,639.366667,371.666667,147.733333,0.0,197.416667,489.216667,148.45,531.516667,152.3,
639.366667,371.666667,147.733333,0.0,197.416667,489.216667,148.45,531.516667,152.3,345.033333,
371.666667,147.733333,0.0,197.416667,489.216667,148.45,531.516667,152.3,345.033333,1385.483333,
147.733333,0.0,197.416667,489.216667,148.45,531.516667,152.3,345.033333,1385.483333,389.516667,
0.0,197.416667,489.216667,148.45,531.516667,152.3,345.033333,1385.483333,389.516667,1601.35,
197.416667,489.216667,148.45,531.516667,152.3,345.033333,1385.483333,389.516667,1601.35,54.833333,
489.216667,148.45,531.516667,152.3,345.033333,1385.483333,389.516667,1601.35,54.833333,7.933333,
148.45,531.516667,152.3,345.033333,1385.483333,389.516667,1601.35,54.833333,7.933333,154.333333,
531.516667,152.3,345.033333,1385.483333,389.516667,1601.35,54.833333,7.933333,154.333333,229.433333,
152.3,345.033333,1385.483333,389.516667,1601.35,54.833333,7.933333,154.333333,229.433333,72.8,
345.033333,1385.483333,389.516667,1601.35,54.833333,7.933333,154.333333,229.433333,72.8,1539.066667,
1385.483333,389.516667,1601.35,54.833333,7.933333,154.333333,229.433333,72.8,1539.066667,298.616667,
389.516667,1601.35,54.833333,7.933333,154.333333,229.433333,72.8,1539.066667,298.616667,158.033333,
1601.35,54.833333,7.933333,154.333333,229.433333,72.8,1539.066667,298.616667,158.033333,322.666667,
54.833333,7.933333,154.333333,229.433333,72.8,1539.066667,298.616667,158.033333,322.666667,122.2,
7.933333,154.333333,229.433333,72.8,1539.066667,298.616667,158.033333,322.666667,122.2,413.983333,
154.333333,229.433333,72.8,1539.066667,298.616667,158.033333,322.666667,122.2,413.983333,471.583333,
229.433333,72.8,1539.066667,298.616667,158.033333,322.666667,122.2,413.983333,471.583333,662.566667,
72.8,1539.066667,298.616667,158.033333,322.666667,122.2,413.983333,471.583333,662.566667,124.533333,
1539.066667,298.616667,158.033333,322.666667,122.2,413.983333,471.583333,662.566667,124.533333,103.966667,
298.616667,158.033333,322.666667,122.2,413.983333,471.583333,662.566667,124.533333,103.966667,1704.016667,
158.033333,322.666667,122.2,413.983333,471.583333,662.566667,124.533333,103.966667,1704.016667,1586.95,
322.666667,122.2,413.983333,471.583333,662.566667,124.533333,103.966667,1704.016667,1586.95,1332.066667,
122.2,413.983333,471.583333,662.566667,124.533333,103.966667,1704.016667,1586.95,1332.066667,126.55,
413.983333,471.583333,662.566667,124.533333,103.966667,1704.016667,1586.95,1332.066667,126.55,86.483333,
471.583333,662.566667,124.533333,103.966667,1704.016667,1586.95,1332.066667,126.55,86.483333,968.933333,
662.566667,124.533333,103.966667,1704.016667,1586.95,1332.066667,126.55,86.483333,968.933333,168.15,
124.533333,103.966667,1704.016667,1586.95,1332.066667,126.55,86.483333,968.933333,168.15,92.383333,
103.966667,1704.016667,1586.95,1332.066667,126.55,86.483333,968.933333,168.15,92.383333,684.783333,
1704.016667,1586.95,1332.066667,126.55,86.483333,968.933333,168.15,92.383333,684.783333,624.55,
1586.95,1332.066667,126.55,86.483333,968.933333,168.15,92.383333,684.783333,624.55,83.966667,
1332.066667,126.55,86.483333,968.933333,168.15,92.383333,684.783333,624.55,83.966667,473.533333,
126.55,86.483333,968.933333,168.15,92.383333,684.783333,624.55,83.966667,473.533333,1771.4,
86.483333,968.933333,168.15,92.383333,684.783333,624.55,83.966667,473.533333,1771.4,2718.683333,
968.933333,168.15,92.383333,684.783333,624.55,83.966667,473.533333,1771.4,2718.683333,21.25,
168.15,92.383333,684.783333,624.55,83.966667,473.533333,1771.4,2718.683333,21.25,697.166667,
92.383333,684.783333,624.55,83.966667,473.533333,1771.4,2718.683333,21.25,697.166667,29.933333,
684.783333,624.55,83.966667,473.533333,1771.4,2718.683333,21.25,697.166667,29.933333,261.316667,
624.55,83.966667,473.533333,1771.4,2718.683333,21.25,697.166667,29.933333,261.316667,93.066667,
83.966667,473.533333,1771.4,2718.683333,21.25,697.166667,29.933333,261.316667,93.066667,2127.466667,
473.533333,1771.4,2718.683333,21.25,697.166667,29.933333,261.316667,93.066667,2127.466667,972.166667,
1771.4,2718.683333,21.25,697.166667,29.933333,261.316667,93.066667,2127.466667,972.166667,665.15,
2718.683333,21.25,697.166667,29.933333,261.316667,93.066667,2127.466667,972.166667,665.15,41.383333,
21.25,697.166667,29.933333,261.316667,93.066667,2127.466667,972.166667,665.15,41.383333,869.533333,
697.166667,29.933333,261.316667,93.066667,2127.466667,972.166667,665.15,41.383333,869.533333,142.2,
29.933333,261.316667,93.066667,2127.466667,972.166667,665.15,41.383333,869.533333,142.2,548.283333,
261.316667,93.066667,2127.466667,972.166667,665.15,41.383333,869.533333,142.2,548.283333,47.083333,
93.066667,2127.466667,972.166667,665.15,41.383333,869.533333,142.2,548.283333,47.083333,8.2,
2127.466667,972.166667,665.15,41.383333,869.533333,142.2,548.283333,47.083333,8.2,72.366667,
972.166667,665.15,41.383333,869.533333,142.2,548.283333,47.083333,8.2,72.366667,2941.583333,
665.15,41.383333,869.533333,142.2,548.283333,47.083333,8.2,72.366667,2941.583333,368.633333,
41.383333,869.533333,142.2,548.283333,47.083333,8.2,72.366667,2941.583333,368.633333,52.4,
869.533333,142.2,548.283333,47.083333,8.2,72.366667,2941.583333,368.633333,52.4,132.25,
142.2,548.283333,47.083333,8.2,72.366667,2941.583333,368.633333,52.4,132.25,145.8,
548.283333,47.083333,8.2,72.366667,2941.583333,368.633333,52.4,132.25,145.8,77.383333,
47.083333,8.2,72.366667,2941.583333,368.633333,52.4,132.25,145.8,77.383333,839.166667,
8.2,72.366667,2941.583333,368.633333,52.4,132.25,145.8,77.383333,839.166667,15.55,
