iteration,trainRMSE
0,"[1024.2773630788865, 1024.2894314433377, 1029.250684585372, 1029.2595640112274, 1029.7776395323401]"
2500,"[765.9464795056166, 766.3331159915996, 771.609112930101, 770.2433194222574, 770.497543837635]"
5000,"[764.3010841095514, 763.7553593300499, 768.0020813004677, 769.6635835601722, 769.5328604260102]"
7500,"[761.8507372909104, 762.9256930470746, 767.8312766841631, 769.4005165003467, 769.1702496453081]"
10000,"[761.6145777311747, 763.1357795397519, 766.1217494933145, 765.9386252896772, 764.1743897129209]"
12500,"[762.0601406456345, 762.9250538262753, 765.1729727106139, 764.6433680310295, 763.2751411734372]"
15000,"[763.4529083805064, 763.3431904159704, 760.1957227110644, 764.4868195766264, 762.0720197719955]"
17500,"[760.225040288301, 760.5982507340038, 761.8492845603074, 757.7386732485668, 755.1873820395647]"
20000,"[763.5578831388206, 764.2711026558276, 760.8568562298823, 758.5653522251782, 757.9214675222826]"
22500,"[761.9614275549832, 768.083669809174, 759.9061873195544, 767.0220969777638, 759.4170514804697]"
25000,"[759.6352346200923, 763.6971231089734, 747.4039708830644, 751.2993271016586, 740.3695974627117]"
27500,"[763.7371556844329, 769.8145138817567, 768.2094215219189, 769.6809456987024, 763.6757707878648]"
30000,"[759.7724349679144, 762.3810436453193, 763.6897441170676, 763.4219792764414, 744.9592587567251]"
32500,"[758.1275911786526, 759.0567852003419, 761.8736271800885, 762.8373643947654, 744.2505703553883]"
35000,"[756.8369113173146, 759.4994459908695, 760.222287296975, 761.3061634274299, 741.562787486426]"
37500,"[751.590556604072, 764.0284169859424, 763.8792172791436, 761.4516459443525, 743.1778894802508]"
40000,"[860.7157389286348, 950.9119586074332, 838.5531018515592, 801.3177098055608, 829.1273966677152]"
42500,"[1024.5649184448669, 1022.8771969127263, 779.1695718796586, 1027.0634882954387, 782.1743703928688]"
45000,"[1024.2773630788865, 784.5274975031452, 781.9820457745994, 775.215258127456, 774.4108490506494]"
47500,"[772.5433086597994, 768.3735831837442, 763.8470762350637, 770.4600995780639, 769.9443025188788]"
50000,"[771.8284375588918, 764.4950811766328, 761.9714202892154, 767.6420477464067, 767.9365792879231]"
52500,"[769.8988459702671, 762.9870374952502, 764.3480547487063, 772.049100205585, 771.2111955635263]"
55000,"[768.7846597244641, 759.49948542921, 763.1688992267777, 764.0924612865215, 762.6142137806669]"
57500,"[767.4415209543702, 762.876282693602, 765.3012475275747, 768.9154919373545, 765.1739440047538]"
60000,"[769.7483062345526, 771.3433784728818, 772.848543074757, 770.8472323732854, 763.8421633451939]"
62500,"[769.2072639886379, 770.9002551653373, 769.0523841128152, 763.7427408651796, 758.4127871955761]"
65000,"[769.4421090348383, 769.5094043656229, 768.7503065432695, 762.9785184464457, 758.0821141281987]"
67500,"[768.4965417347325, 766.7897442569857, 764.5233353394148, 760.9077381121244, 759.561489904825]"
70000,"[768.936869724037, 766.1234975638405, 760.8945889190156, 754.4289502025897, 754.3420027190815]"
72500,"[769.566591746649, 766.0963125800777, 766.0651390352418, 757.8641668450543, 750.4263071320557]"
75000,"[769.6910477851236, 766.1790391634698, 765.8660464237868, 756.821633215378, 748.347868064388]"
77500,"[1018.4109274661699, 780.4852874340522, 778.7937356885999, 775.9492326594058, 772.2754508076372]"
