iteration,trainRMSE
0,"[1598.239994590915, 1597.279309958914, 1597.210365270128, 1597.457446725865, 1601.2815817967037, 1602.0246798686512, 1602.0456162127512, 1607.5939314853895, 1607.4598811882072, 1607.4670047673055]"
10,"[1597.4405568486868, 1595.5993733427524, 1594.9333738249481, 1594.8307050017902, 1598.522968096728, 1599.225917679418, 1599.223823137722, 1604.7763990954554, 1604.658842930607, 1604.670749161202]"
20,"[1595.4497796739304, 1593.0252571044832, 1592.0771259419473, 1592.044121115908, 1595.7756376731395, 1596.4868004138987, 1596.4776942102483, 1602.0128260088936, 1601.8787343875188, 1601.8741980578523]"
30,"[1590.8441167894134, 1589.657902291268, 1589.2107787936816, 1589.3567042302036, 1593.1537801666746, 1593.894879395194, 1593.9034847297237, 1599.4470535425899, 1599.32111595101, 1599.3207600110557]"
40,"[1587.9090418498968, 1586.8924016037904, 1586.7933814414068, 1587.0513218496337, 1590.8743675702094, 1591.6201223669502, 1591.6307042908907, 1597.1731038974815, 1597.048714364457, 1597.0484652371629]"
50,"[1585.6248800280212, 1584.718672605172, 1584.652126148303, 1584.9116083859317, 1588.7324089066253, 1589.4757131185677, 1589.4862256563943, 1595.0268441038127, 1594.9036861495733, 1594.9034463337146]"
60,"[1583.521436425663, 1582.544035540137, 1582.4726226310513, 1582.7300037113919, 1586.5479867927252, 1587.2886937815647, 1587.299120432737, 1592.8378834082437, 1592.7159909439326, 1592.7157601595281]"
70,"[1581.3083514231614, 1580.3013847042453, 1580.2300563367144, 1580.485928601879, 1584.3010783218763, 1585.0391090793285, 1585.049446473419, 1590.5862637025207, 1590.4656799359482, 1590.4654577917986]"
80,"[1579.0545896375093, 1578.0022172071751, 1577.9249978524822, 1578.1782488420758, 1581.9902613875415, 1582.7254811917198, 1582.7357213216715, 1588.2704927357963, 1588.1512645407724, 1588.151054355294]"
90,"[1576.7316960554858, 1575.6358462529315, 1575.5527028530796, 1575.803237676704, 1579.6119788263927, 1580.3442874009668, 1580.3544244845937, 1585.8870463275557, 1585.7692229326146, 1585.7690233367605]"
100,"[1574.3338726027546, 1573.1978535753321, 1573.1092489384823, 1573.3570161257337, 1577.1623491201105, 1577.8916310319828, 1577.901665003876, 1583.4320249750688, 1583.315659223966, 1583.3154706119965]"
110,"[1571.8458109913943, 1570.6832686423982, 1570.5913417462018, 1570.8365554612483, 1574.6383656457035, 1575.3645112375111, 1575.3744358615475, 1580.9024129543418, 1580.7875606095045, 1580.7873833972153]"
120,"[1569.0630910541033, 1568.0630638170212, 1567.993112088457, 1568.2394373680092, 1572.0381160746858, 1572.7610700805149, 1572.770893033808, 1578.2963593813272, 1578.183079366483, 1578.182913986732]"
