,Incident Type,Response Time,minute
4961,Fire+AC0-1st Alarm,13,60
5015,Fire+AC0-2nd Alarm,4931,60
5021,Fire+AC0-1st Alarm,4931,60
4980,Fire+AC0-1st Alarm,204,60
4718,Fire+AC0-Haz Mat,4931,60
7293,Fire+AC0-Collapse,157,60
5004,Fire+AC0-Commercial,100,60
5018,Fire+AC0-10+AC0-76 (Commercial High Rise Fire),67,60
7334,Fire+AC0-Other,234,60
6000,Fire+AC0-2nd Alarm,173,60
7347,Fire+AC0-2nd Alarm,117,60
7312,Fire+AC0-2nd Alarm,229,60
5024,Fire+AC0-Sensitive Location,373,60
5026,Fire+AC0-1st Alarm,167,60
5029,Fire+AC0-2nd Alarm,241,60
5030,Fire+AC0-2nd Alarm,155,60
5046,Fire+AC0-1st Alarm,97,60
7316,Fire+AC0-1st Alarm,4538,60
7313,Fire+AC0-2nd Alarm,1236,60
7318,Fire+AC0-Explosion,1799,60
4819,Fire+AC0-2nd Alarm,298,60
5052,Fire+AC0-Manhole,246,60
7327,Fire+AC0-2nd Alarm,4931,60
7355,Fire+AC0-Manhole,1228,60
5065,Fire+AC0-1st Alarm,51,60
5067,Fire+AC0-2nd Alarm,191,60
5071,Fire+AC0-2nd Alarm,217,60
5075,Fire+AC0-3rd Alarm,3854,60
5080,Fire+AC0-4th Alarm,4931,60
7358,Fire+AC0-3rd Alarm,1613,60
7352,Fire+AC0-1st Alarm,354,60
5089,Fire+AC0-Explosion,181,60
5091,Fire+AC0-Sensitive Location,115,60
7339,Fire+AC0-10+AC0-76 (Commercial High Rise Fire),102,60
7346,Fire+AC0-3rd Alarm,4931,60
7345,Fire+AC0-2nd Alarm,102,60
7357,Fire+AC0-2nd Alarm,195,60
5098,Fire+AC0-10+AC0-76 (Commercial High Rise Fire),40,60
5103,Fire+AC0-School,80,60
5207,Fire+AC0-4th Alarm,4931,60
5106,Fire+AC0-10+AC0-77 (Residential High Rise Fire),1444,60
5105,Fire+AC0-Sensitive Location,142,60
5120,Fire+AC0-2nd Alarm,119,60
5121,Fire+AC0-2nd Alarm,253,60
5126,Fire+AC0-3rd Alarm,1983,60
5123,Fire+AC0-2nd Alarm,997,60
5122,Fire+AC0-2nd Alarm,628,60
5125,Fire+AC0-1st Alarm,68,60
5230,Fire+AC0-5th Alarm,4931,60
5129,Fire+AC0-1st Alarm,70,60
5164,Fire+AC0-5th Alarm,195,60
7374,Fire+AC0-2nd Alarm,0,60
5291,Fire+AC0-3rd Alarm,4931,60
5165,Fire+AC0-10+AC0-76 (Commercial High Rise Fire),57,60
5168,Fire+AC0-2nd Alarm,295,60
5169,Fire+AC0-2nd Alarm,214,60
5189,Fire+AC0-2nd Alarm,169,60
5190,Fire+AC0-2nd Alarm,144,60
5212,Fire+AC0-3rd Alarm,240,60
7383,Fire+AC0-1st Alarm,98,60
5244,Fire+AC0-2nd Alarm,206,60
5246,Fire+AC0-2nd Alarm,187,60
7363,Fire+AC0-1st Alarm,43,60
7368,Fire+AC0-2nd Alarm,2683,60
7366,Fire+AC0-2nd Alarm,687,60
7367,Fire+AC0-High Rise,835,60
5247,Fire+AC0-Sensitive Location,115,60
5249,Fire+AC0-2nd Alarm,342,60
5250,Fire+AC0-1st Alarm,122,60
7380,Fire+AC0-2nd Alarm,1042,60
7381,Fire+AC0-10+AC0-77 (Residential High Rise Fire),74,60
5254,Fire+AC0-2nd Alarm,146,60
5288,Fire+AC0-1st Alarm,61,60
5293,Fire+AC0-3rd Alarm,849,60
5303,Fire+AC0-1st Alarm,596,60
5304,Fire+AC0-2nd Alarm,150,60
5306,Fire+AC0-Explosion,166,60
7389,Fire+AC0-2nd Alarm,310,60
7390,Fire+AC0-2nd Alarm,1254,60
7401,Fire+AC0-3rd Alarm,4931,60
7393,Fire+AC0-2nd Alarm,293,60
7395,Fire+AC0-10+AC0-77 (Residential High Rise Fire),284,60
5309,Fire+AC0-1st Alarm,81,60
5313,Fire+AC0-5th Alarm,4931,60
5310,Fire+AC0-1st Alarm,16,60
7400,Fire+AC0-1st Alarm,44,60
7418,Fire+AC0-2nd Alarm,4931,60
7410,Fire+AC0-10+AC0-76 (Commercial High Rise Fire),53,60
5314,Fire+AC0-2nd Alarm,253,60
5315,Fire+AC0-2nd Alarm,1,60
7524,Fire+AC0-10+AC0-76 (Commercial High Rise Fire),4931,60
5318,Fire+AC0-2nd Alarm,966,60
5319,Fire+AC0-Manhole,1013,60
5335,Fire+AC0-2nd Alarm,194,60
5540,Fire+AC0-7th Alarm,195,60
7415,Fire+AC0-2nd Alarm,197,60
7417,Fire+AC0-2nd Alarm,367,60
5338,Fire+AC0-Haz Mat,830,60
5359,Fire+AC0-2nd Alarm,247,60
5361,Fire+AC0-Haz Mat,180,60
7432,Fire+AC0-School,119,60
7431,Fire+AC0-Haz Mat,57,60
7433,Fire+AC0-2nd Alarm,93,60
5376,Fire+AC0-2nd Alarm,375,60
5378,Fire+AC0-2nd Alarm,289,60
7436,Fire+AC0-1st Alarm,78,60
7437,Fire+AC0-2nd Alarm,177,60
7439,Fire+AC0-2nd Alarm,208,60
7440,Fire+AC0-2nd Alarm,165,60
7441,Fire+AC0-2nd Alarm,227,60
5424,Fire+AC0-2nd Alarm,151,60
5445,Fire+AC0-2nd Alarm,52,60
5463,Fire+AC0-10+AC0-77 (Residential High Rise Fire),135,60
5477,Fire+AC0-School,225,60
5478,Fire+AC0-Explosion,122,60
7443,Fire+AC0-2nd Alarm,119,60
7452,Fire+AC0-Explosion,214,60
5484,Fire+AC0-10+AC0-77 (Residential High Rise Fire),299,60
5485,Fire+AC0-2nd Alarm,187,60
5537,Fire+AC0-2nd Alarm,1051,60
7455,Fire+AC0-3rd Alarm,109,60
5541,Fire+AC0-Manhole,136,60
7471,Fire+AC0-2nd Alarm,4931,60
7468,Fire+AC0-Manhole,3105,60
5577,Fire+AC0-Manhole,21,60
5580,Fire+AC0-Sensitive Location,87,60
5599,Fire+AC0-10+AC0-76 (Commercial High Rise Fire),87,60
7465,Fire+AC0-Other,276,60
5620,Fire+AC0-1st Alarm,4039,60
7467,Fire+AC0-2nd Alarm,130,60
5638,Fire+AC0-Haz Mat,22,60
7515,Fire+AC0-4th Alarm,4931,60
5690,Fire+AC0-Other,330,60
7472,Fire+AC0-3rd Alarm,206,60
7473,Fire+AC0-3rd Alarm,275,60
7480,Fire+AC0-Manhole,2392,60
7476,Fire+AC0-10+AC0-77 (Residential High Rise Fire),195,60
7481,Fire+AC0-School,42,60
7483,Fire+AC0-Other,150,60
5712,Fire+AC0-1st Alarm,65,60
7512,Fire+AC0-4th Alarm,4931,60
5747,Fire+AC0-2nd Alarm,122,60
7485,Fire+AC0-2nd Alarm,220,60
7490,Fire+AC0-4th Alarm,2311,60
7486,Fire+AC0-2nd Alarm,40,60
7488,Fire+AC0-10+AC0-77 (Residential High Rise Fire),907,60
7503,Fire+AC0-Collapse,4931,60
7492,Fire+AC0-Residential,1062,60
7494,Fire+AC0-2nd Alarm,3633,60
7495,Fire+AC0-2nd Alarm,3493,60
5750,Fire+AC0-2nd Alarm,1649,60
7493,Fire+AC0-Sensitive Location,30,60
5767,Fire+AC0-2nd Alarm,202,60
5769,Fire+AC0-2nd Alarm,93,60
5772,Fire+AC0-2nd Alarm,113,60
5285,Fire+AC0-3rd Alarm,1234,60
5814,Fire+AC0-2nd Alarm,4931,60
5746,Fire+AC0-1st Alarm,173,60
7497,Fire+AC0-2nd Alarm,79,60
7499,Fire+AC0-1st Alarm,208,60
7502,Fire+AC0-Brush,97,60
7505,Fire+AC0-3rd Alarm,214,60
5775,Fire+AC0-2nd Alarm,161,60
5790,Fire+AC0-2nd Alarm,138,60
5792,Fire+AC0-2nd Alarm,154,60
5793,Fire+AC0-2nd Alarm,191,60
5794,Fire+AC0-1st Alarm,52,60
7506,Fire+AC0-2nd Alarm,265,60
5811,Fire+AC0-Brush,92,60
5812,Fire+AC0-Other,184,60
5813,Fire+AC0-10+AC0-77 (Residential High Rise Fire),34,60
7507,Fire+AC0-2nd Alarm,250,60
7508,Fire+AC0-3rd Alarm,995,60
4888,Fire+AC0-2nd Alarm,160,60
4889,Fire+AC0-2nd Alarm,134,60
5116,Fire+AC0-3rd Alarm,2627,60
7510,Fire+AC0-2nd Alarm,216,60
7511,Fire+AC0-2nd Alarm,133,60
5558,Fire+AC0-10+AC0-76 (Commercial High Rise Fire),140,60
6480,Fire+AC0-2nd Alarm,196,60
6509,Fire+AC0-2nd Alarm,195,60
5003,Fire+AC0-Haz Mat,79,60
5226,Fire+AC0-2nd Alarm,329,60
6435,Fire+AC0-2nd Alarm,132,60
5856,Fire+AC0-Other,98,60
5857,Fire+AC0-Haz Mat,178,60
5876,Fire+AC0-2nd Alarm,116,60
6085,Fire+AC0-2nd Alarm,304,60
6395,Fire+AC0-2nd Alarm,119,60
6224,Fire+AC0-2nd Alarm,438,60
7536,Fire+AC0-2nd Alarm,133,60
7578,Fire+AC0-Manhole,4931,60
7541,Fire+AC0-2nd Alarm,770,60
7544,Fire+AC0-2nd Alarm,186,60
7542,Fire+AC0-Haz Mat,54,60
7546,Fire+AC0-2nd Alarm,679,60
7547,Fire+AC0-2nd Alarm,227,60
7548,Fire+AC0-Explosion,82,60
7551,Fire+AC0-3rd Alarm,463,60
7556,Fire+AC0-School,63,60
7558,Fire+AC0-1st Alarm,88,60
5333,Fire+AC0-2nd Alarm,221,60
5372,Fire+AC0-2nd Alarm,165,60
7565,Fire+AC0-3rd Alarm,521,60
7568,Fire+AC0-Explosion,150,60
7570,Fire+AC0-1st Alarm,42,60
7571,Fire+AC0-2nd Alarm,89,60
7572,Fire+AC0-Other,228,60
7573,Fire+AC0-2nd Alarm,200,60
7585,Fire+AC0-Haz Mat,95,60
7584,Fire+AC0-Haz Mat,70,60
7589,Fire+AC0-2nd Alarm,313,60
7592,Fire+AC0-1st Alarm,610,60
7594,Fire+AC0-2nd Alarm,198,60
7595,Fire+AC0-10+AC0-76 (Commercial High Rise Fire),24,60
7598,Fire+AC0-3rd Alarm,136,60
7603,Fire+AC0-3rd Alarm,226,60
7604,Fire+AC0-2nd Alarm,235,60
7607,Fire+AC0-2nd Alarm,351,60
6044,Fire+AC0-2nd Alarm,1130,60
7608,Fire+AC0-2nd Alarm,11,60
7638,Fire+AC0-5th Alarm,4931,60
7614,Fire+AC0-10+AC0-76 (Commercial High Rise Fire),76,60
7615,Fire+AC0-10+AC0-76 (Commercial High Rise Fire),96,60
7618,Fire+AC0-2nd Alarm,501,60
7622,Fire+AC0-3rd Alarm,329,60
7627,Fire+AC0-10+AC0-76 (Commercial High Rise Fire),83,60
7635,Fire+AC0-1st Alarm,85,60
7640,Fire+AC0-1st Alarm,92,60
7643,Fire+AC0-Manhole,269,60
7648,Fire+AC0-10+AC0-77 (Residential High Rise Fire),287,60
7649,Fire+AC0-2nd Alarm,114,60
7651,Fire+AC0-Manhole,582,60
5334,Fire+AC0-3rd Alarm,4931,60
7652,Fire+AC0-2nd Alarm,149,60
7653,Fire+AC0-1st Alarm,86,60
7659,Fire+AC0-Other,108,60
7671,Fire+AC0-1st Alarm,3776,60
7665,Fire+AC0-10+AC0-77 (Residential High Rise Fire),166,60
7674,Fire+AC0-2nd Alarm,266,60
7679,Fire+AC0-1st Alarm,155,60
7683,Fire+AC0-Manhole,170,60
7686,Fire+AC0-2nd Alarm,370,60
7688,Fire+AC0-2nd Alarm,188,60
7689,Fire+AC0-10+AC0-77 (Residential High Rise Fire),372,60
7696,Fire+AC0-Haz Mat,53,60
7704,Fire+AC0-2nd Alarm,98,60
7713,Fire+AC0-2nd Alarm,1182,60
7712,Fire+AC0-1st Alarm,29,60
7716,Fire+AC0-2nd Alarm,128,60
7717,Fire+AC0-Manhole,150,60
7720,Fire+AC0-1st Alarm,45,60
7724,Fire+AC0-Collapse,1329,60
7729,Fire+AC0-3rd Alarm,304,60
7733,Fire+AC0-Manhole,240,60
7736,Fire+AC0-2nd Alarm,466,60
7740,Fire+AC0-Collapse,656,60
7745,Fire+AC0-Hospital,74,60
5617,Fire+AC0-Manhole,2137,60
7750,Fire+AC0-10+AC0-77 (Residential High Rise Fire),67,60
7752,Fire+AC0-Other,34,60
5689,Fire+AC0-3rd Alarm,643,60
7769,Fire+AC0-2nd Alarm,1498,60
7770,Fire+AC0-1st Alarm,48,60
7774,Fire+AC0-2nd Alarm,500,60
7775,Fire+AC0-2nd Alarm,106,60
7782,Fire+AC0-Manhole,563,60
7785,Fire+AC0-Collapse,77,60
7800,Fire+AC0-2nd Alarm,243,60
7817,Fire+AC0-1st Alarm,4931,60
7805,Fire+AC0-3rd Alarm,191,60
7810,Fire+AC0-2nd Alarm,323,60
7813,Fire+AC0-1st Alarm,412,60
7812,Fire+AC0-1st Alarm,131,60
7820,Fire+AC0-10+AC0-76 (Commercial High Rise Fire),65,60
7824,Fire+AC0-2nd Alarm,79,60
7826,Fire+AC0-3rd Alarm,410,60
7875,Fire+AC0-Explosion,4931,60
7831,Fire+AC0-2nd Alarm,107,60
7832,Fire+AC0-2nd Alarm,136,60
7833,Fire+AC0-10+AC0-77 (Residential High Rise Fire),461,60
7847,Fire+AC0-4th Alarm,4931,60
7839,Fire+AC0-Hospital,52,60
7841,Fire+AC0-1st Alarm,46,60
7844,Fire+AC0-1st Alarm,285,60
7846,Fire+AC0-1st Alarm,221,60
7849,Fire+AC0-2nd Alarm,225,60
7855,Fire+AC0-Manhole,2233,60
7853,Fire+AC0-3rd Alarm,439,60
7858,Fire+AC0-Other,0,60
7859,Fire+AC0-4th Alarm,329,60
7861,Fire+AC0-Haz Mat,82,60
7865,Fire+AC0-Haz Mat,148,60
7871,Fire+AC0-Manhole,889,60
7868,Fire+AC0-Hospital,142,60
5872,Fire+AC0-Haz Mat,47,60
7876,Fire+AC0-2nd Alarm,40,60
7877,Fire+AC0-1st Alarm,445,60
7882,Fire+AC0-Manhole,1569,60
7886,Fire+AC0-Haz Mat,73,60
7893,Fire+AC0-2nd Alarm,610,60
7898,Fire+AC0-1st Alarm,62,60
7899,Fire+AC0-10+AC0-77 (Residential High Rise Fire),69,60
7901,Fire+AC0-2nd Alarm,145,60
7903,Fire+AC0-1st Alarm,91,60
7913,Fire+AC0-2nd Alarm,120,60
7916,Fire+AC0-Manhole,870,60
7938,Fire+AC0-3rd Alarm,4931,60
7924,Fire+AC0-4th Alarm,2429,60
7917,Fire+AC0-2nd Alarm,131,60
8046,Fire+AC0-Explosion,4931,60
7940,Fire+AC0-School,99,60
7943,Fire+AC0-3rd Alarm,225,60
7944,Fire+AC0-2nd Alarm,171,60
7949,Fire+AC0-Other,105,60
7952,Fire+AC0-Haz Mat,785,60
7954,Fire+AC0-Other,703,60
7942,Fire+AC0-1st Alarm,71,60
7957,Fire+AC0-2nd Alarm,159,60
7958,Fire+AC0-Other,93,60
7962,Fire+AC0-2nd Alarm,233,60
8109,Fire+AC0-6th Alarm,4931,60
7964,Fire+AC0-Haz Mat,62,60
7965,Fire+AC0-1st Alarm,83,60
7970,Fire+AC0-10+AC0-77 (Residential High Rise Fire),1319,60
7969,Fire+AC0-2nd Alarm,127,60
7971,Fire+AC0-2nd Alarm,199,60
7972,Fire+AC0-3rd Alarm,320,60
7974,Fire+AC0-Nursing Home,153,60
7981,Fire+AC0-Collapse,162,60
939,Fire+AC0-2nd Alarm,113,60
7986,Fire+AC0-Manhole,1066,60
7998,Fire+AC0-Manhole,708,60
8000,Fire+AC0-Haz Mat,67,60
8001,Fire+AC0-10+AC0-76 (Commercial High Rise Fire),65,60
8003,Fire+AC0-3rd Alarm,388,60
8005,Fire+AC0-Manhole,687,60
8007,Fire+AC0-Haz Mat,53,60
8012,Fire+AC0-Brush,102,60
8015,Fire+AC0-Brush,220,60
8017,Fire+AC0-2nd Alarm,74,60
8021,Fire+AC0-2nd Alarm,2744,60
8014,Fire+AC0-2nd Alarm,97,60
8022,Fire+AC0-Haz Mat,63,60
8025,Fire+AC0-2nd Alarm,128,60
8030,Fire+AC0-2nd Alarm,161,60
8036,Fire+AC0-2nd Alarm,103,60
8038,Fire+AC0-1st Alarm,11,60
8041,Fire+AC0-Haz Mat,195,60
8048,Fire+AC0-2nd Alarm,101,60
8051,Fire+AC0-3rd Alarm,161,60
8052,Fire+AC0-2nd Alarm,130,60
8054,Fire+AC0-2nd Alarm,146,60
8062,Fire+AC0-2nd Alarm,1882,60
8058,Fire+AC0-2nd Alarm,26,60
8059,Fire+AC0-2nd Alarm,138,60
8061,Fire+AC0-10+AC0-77 (Residential High Rise Fire),120,60
8064,Fire+AC0-2nd Alarm,260,60
8065,Fire+AC0-2nd Alarm,112,60
8067,Fire+AC0-2nd Alarm,122,60
8189,Fire+AC0-5th Alarm,195,60
8070,Fire+AC0-Other,408,60
8074,Fire+AC0-2nd Alarm,990,60
8075,Fire+AC0-Haz Mat,135,60
8077,Fire+AC0-2nd Alarm,183,60
8078,Fire+AC0-10+AC0-77 (Residential High Rise Fire),99,60
8082,Fire+AC0-Manhole,1064,60
8083,Fire+AC0-Manhole,182,60
942,Fire+AC0-2nd Alarm,167,60
6232,Fire+AC0-2nd Alarm,105,60
8088,Fire+AC0-3rd Alarm,3085,60
8085,Fire+AC0-10+AC0-77 (Residential High Rise Fire),71,60
8086,Fire+AC0-2nd Alarm,421,60
8093,Fire+AC0-Haz Mat,1768,60
8188,Fire+AC0-6th Alarm,195,60
8094,Fire+AC0-2nd Alarm,103,60
8096,Fire+AC0-3rd Alarm,118,60
8098,Fire+AC0-Other,292,60
8102,Fire+AC0-Haz Mat,10,60
8103,Fire+AC0-Sensitive Location,130,60
8110,Fire+AC0-2nd Alarm,122,60
8114,Fire+AC0-Haz Mat,49,60
8115,Fire+AC0-Other,204,60
8116,Fire+AC0-Haz Mat,46,60
8119,Fire+AC0-Haz Mat,171,60
8120,Fire+AC0-Collapse,58,60
8121,Fire+AC0-2nd Alarm,261,60
8126,Fire+AC0-1st Alarm,303,60
8133,Fire+AC0-1st Alarm,114,60
8134,Fire+AC0-2nd Alarm,150,60
8193,Fire+AC0-5th Alarm,195,60
8135,Fire+AC0-2nd Alarm,108,60
8136,Fire+AC0-Manhole,769,60
8143,Fire+AC0-1st Alarm,417,60
8144,Fire+AC0-2nd Alarm,171,60
8145,Fire+AC0-2nd Alarm,139,60
8146,Fire+AC0-Haz Mat,45,60
8147,Fire+AC0-School,36,60
8149,Fire+AC0-2nd Alarm,195,60
8152,Fire+AC0-2nd Alarm,340,60
8153,Fire+AC0-Other,43,60
8155,Fire+AC0-1st Alarm,112,60
8157,Fire+AC0-2nd Alarm,119,60
8162,Fire+AC0-2nd Alarm,109,60
8164,Fire+AC0-1st Alarm,40,60
8168,Fire+AC0-2nd Alarm,143,60
8172,Fire+AC0-3rd Alarm,770,60
8178,Fire+AC0-2nd Alarm,95,60
8179,Fire+AC0-2nd Alarm,200,60
8183,Fire+AC0-Haz Mat,665,60
8184,Fire+AC0-10+AC0-77 (Residential High Rise Fire),203,60
8187,Fire+AC0-2nd Alarm,121,60
8191,Fire+AC0-3rd Alarm,153,60
8195,Fire+AC0-2nd Alarm,165,60
8222,Fire+AC0-3rd Alarm,4931,60
8196,Fire+AC0-Other,33,60
8202,Fire+AC0-10+AC0-76 (Commercial High Rise Fire),128,60
8204,Fire+AC0-4th Alarm,383,60
8205,Fire+AC0-Collapse,92,60
8209,Fire+AC0-2nd Alarm,145,60
8210,Fire+AC0-2nd Alarm,136,60
8217,Fire+AC0-2nd Alarm,221,60
8233,Fire+AC0-2nd Alarm,2224,60
8230,Fire+AC0-Haz Mat,50,60
8234,Fire+AC0-1st Alarm,68,60
8243,Fire+AC0-Manhole,704,60
8242,Fire+AC0-2nd Alarm,100,60
8253,Fire+AC0-2nd Alarm,1415,60
8246,Fire+AC0-1st Alarm,66,60
8249,Fire+AC0-3rd Alarm,334,60
8250,Fire+AC0-Other,12,60
8254,Fire+AC0-3rd Alarm,376,60
8255,Fire+AC0-1st Alarm,68,60
8265,Fire+AC0-1st Alarm,40,60
8268,Fire+AC0-2nd Alarm,319,60
8275,Fire+AC0-Other,40,60
8277,Fire+AC0-Other,26,60
8290,Fire+AC0-2nd Alarm,117,60
8296,Fire+AC0-2nd Alarm,149,60
8297,Fire+AC0-Other,60,60
8300,Fire+AC0-2nd Alarm,134,60
8321,Fire+AC0-4th Alarm,4931,60
8304,Fire+AC0-3rd Alarm,214,60
8302,Fire+AC0-Other,41,60
8314,Fire+AC0-2nd Alarm,136,60
8322,Fire+AC0-Sensitive Location,131,60
8323,Fire+AC0-Other,41,60
8325,Fire+AC0-2nd Alarm,186,60
8326,Fire+AC0-1st Alarm,31,60
8461,Fire+AC0-4th Alarm,195,60
8331,Fire+AC0-Hospital,127,60
8333,Fire+AC0-2nd Alarm,250,60
8412,Fire+AC0-1st Alarm,4931,60
8343,Fire+AC0-Other,176,60
8348,Fire+AC0-1st Alarm,175,60
8352,Fire+AC0-2nd Alarm,232,60
8351,Fire+AC0-Haz Mat,43,60
8355,Fire+AC0-Haz Mat,1220,60
8356,Fire+AC0-Nursing Home,51,60
8358,Fire+AC0-School,43,60
8361,Fire+AC0-2nd Alarm,647,60
8363,Fire+AC0-Haz Mat,157,60
8365,Fire+AC0-Other,40,60
8370,Fire+AC0-10+AC0-76 (Commercial High Rise Fire),197,60
8373,Fire+AC0-2nd Alarm,64,60
8389,Fire+AC0-3rd Alarm,4865,60
8387,Fire+AC0-2nd Alarm,4385,60
8377,Fire+AC0-10+AC0-76 (Commercial High Rise Fire),98,60
8380,Fire+AC0-2nd Alarm,55,60
8391,Fire+AC0-2nd Alarm,599,60
8392,Fire+AC0-2nd Alarm,102,60
8394,Fire+AC0-2nd Alarm,173,60
8395,Fire+AC0-2nd Alarm,226,60
8397,Fire+AC0-10+AC0-77 (Residential High Rise Fire),66,60
8407,Fire+AC0-3rd Alarm,163,60
8408,Fire+AC0-3rd Alarm,150,60
8410,Fire+AC0-2nd Alarm,133,60
8411,Fire+AC0-1st Alarm,195,60
8420,Fire+AC0-Manhole,68,60
8423,Fire+AC0-1st Alarm,217,60
8431,Fire+AC0-Brush,29,60
8434,Fire+AC0-2nd Alarm,152,60
8437,Fire+AC0-Sensitive Location,129,60
8438,Fire+AC0-2nd Alarm,143,60
8450,Fire+AC0-2nd Alarm,3824,60
8445,Fire+AC0-Haz Mat,147,60
8447,Fire+AC0-School,93,60
8459,Fire+AC0-3rd Alarm,4931,60
8451,Fire+AC0-2nd Alarm,2663,60
8460,Fire+AC0-2nd Alarm,2947,60
8456,Fire+AC0-3rd Alarm,218,60
8497,Fire+AC0-6th Alarm,4931,60
8463,Fire+AC0-Haz Mat,505,60
8477,Fire+AC0-Collapse,765,60
8498,Fire+AC0-5th Alarm,4931,60
8488,Fire+AC0-5th Alarm,4931,60
8482,Fire+AC0-10+AC0-77 (Residential High Rise Fire),175,60
8483,Fire+AC0-Brush,59,60
8484,Fire+AC0-3rd Alarm,738,60
8489,Fire+AC0-2nd Alarm,104,60
8494,Fire+AC0-2nd Alarm,143,60
8496,Fire+AC0-3rd Alarm,373,60
8500,Fire+AC0-2nd Alarm,364,60
8501,Fire+AC0-2nd Alarm,117,60
8506,Fire+AC0-2nd Alarm,2428,60
8502,Fire+AC0-2nd Alarm,218,60
8512,Fire+AC0-2nd Alarm,2141,60
8507,Fire+AC0-4th Alarm,778,60
8509,Fire+AC0-2nd Alarm,176,60
8511,Fire+AC0-2nd Alarm,78,60
8519,Fire+AC0-Haz Mat,322,60
8522,Fire+AC0-2nd Alarm,177,60
8523,Fire+AC0-2nd Alarm,63,60
8592,Fire+AC0-6th Alarm,4931,60
8524,Fire+AC0-Sensitive Location,52,60
8526,Fire+AC0-Brush,42,60
8532,Fire+AC0-Haz Mat,169,60
8533,Fire+AC0-2nd Alarm,150,60
8545,Fire+AC0-2nd Alarm,4505,60
8599,Fire+AC0-4th Alarm,195,60
8602,Fire+AC0-3rd Alarm,4931,60
8549,Fire+AC0-Nursing Home,30,60
8563,Fire+AC0-Sensitive Location,89,60
8567,Fire+AC0-Haz Mat,896,60
8566,Fire+AC0-Residential,18,60
8573,Fire+AC0-2nd Alarm,141,60
8574,Fire+AC0-10+AC0-77 (Residential High Rise Fire),66,60
8600,Fire+AC0-3rd Alarm,4931,60
8577,Fire+AC0-1st Alarm,1174,60
8588,Fire+AC0-4th Alarm,4931,60
8582,Fire+AC0-Other,316,60
8604,Fire+AC0-10+AC0-77 (Residential High Rise Fire),195,60
8605,Fire+AC0-2nd Alarm,128,60
8608,Fire+AC0-2nd Alarm,473,60
8614,Fire+AC0-2nd Alarm,140,60
8622,Fire+AC0-1st Alarm,166,60
8623,Fire+AC0-1st Alarm,70,60
8630,Fire+AC0-2nd Alarm,332,60
8745,Fire+AC0-Collapse,4931,60
8639,Fire+AC0-Other,953,60
8642,Fire+AC0-7th Alarm,463,60
8646,Fire+AC0-2nd Alarm,4,60
8650,Fire+AC0-2nd Alarm,230,60
8648,Fire+AC0-1st Alarm,69,60
8653,Fire+AC0-1st Alarm,213,60
8671,Fire+AC0-1st Alarm,4931,60
8665,Fire+AC0-1st Alarm,46,60
8667,Fire+AC0-1st Alarm,230,60
8695,Fire+AC0-2nd Alarm,4931,60
8684,Fire+AC0-Nursing Home,339,60
8686,Fire+AC0-10+AC0-76 (Commercial High Rise Fire),100,60
8696,Fire+AC0-Sensitive Location,168,60
8702,Fire+AC0-3rd Alarm,1217,60
8704,Fire+AC0-Explosion,57,60
8760,Fire+AC0-5th Alarm,4931,60
8737,Fire+AC0-2nd Alarm,80,60
8741,Fire+AC0-Hospital,64,60
8759,Fire+AC0-3rd Alarm,3445,60
8756,Fire+AC0-3rd Alarm,245,60
8761,Fire+AC0-5th Alarm,3857,60
8763,Fire+AC0-Other,4134,60
8767,Fire+AC0-10+AC0-76 (Commercial High Rise Fire),99,60
8769,Fire+AC0-4th Alarm,1196,60
8768,Fire+AC0-1st Alarm,219,60
8779,Fire+AC0-1st Alarm,195,60
8783,Fire+AC0-2nd Alarm,1025,60
5439,Fire+AC0-2nd Alarm,195,60
5415,Fire+AC0-6th Alarm,195,60
8830,Fire+AC0-6th Alarm,4931,60
3705,Fire+AC0-6th Alarm,195,60
4251,Fire+AC0-6th Alarm,195,60
8796,Fire+AC0-Manhole,35,60
5808,Fire+AC0-1st Alarm,195,60
8799,Fire+AC0-1st Alarm,1347,60
8798,Fire+AC0-Sensitive Location,83,60
8801,Fire+AC0-2nd Alarm,93,60
8802,Fire+AC0-2nd Alarm,124,60
8829,Fire+AC0-Manhole,273,60
8831,Fire+AC0-10+AC0-77 (Residential High Rise Fire),46,60
8834,Fire+AC0-High Rise,100,60
8835,Fire+AC0-Sensitive Location,158,60
8836,Fire+AC0-2nd Alarm,102,60
8837,Fire+AC0-2nd Alarm,170,60
8839,Fire+AC0-2nd Alarm,227,60
8840,Fire+AC0-1st Alarm,111,60
8852,Fire+AC0-4th Alarm,305,60
8853,Fire+AC0-10+AC0-76 (Commercial High Rise Fire),45,60
8861,Fire+AC0-Manhole,1110,60
4946,Fire+AC0-Manhole,195,60
8862,Fire+AC0-10+AC0-77 (Residential High Rise Fire),29,60
8863,Fire+AC0-2nd Alarm,320,60
8867,Fire+AC0-2nd Alarm,67,60
1732,Fire+AC0-Explosion,195,60
8890,Fire+AC0-Explosion,4510,60
4260,Fire+AC0-Explosion,195,60
4575,Fire+AC0-Explosion,195,60
1675,Fire+AC0-2nd Alarm,195,60
4159,Fire+AC0-2nd Alarm,195,60
4440,Fire+AC0-2nd Alarm,195,60
8923,Fire+AC0-2nd Alarm,4931,60
4549,Fire+AC0-2nd Alarm,195,60
8896,Fire+AC0-Explosion,65,60
8910,Fire+AC0-Haz Mat,23,60
8914,Fire+AC0-2nd Alarm,128,60
