,Incident Type,Response Time,minute
4719,Structural+AC0-Stability Problem,6234,60
7240,Structural+AC0-Confined Space,539,60
7207,Structural+AC0-Elevator,107,60
7288,Structural+AC0-Elevator,289,60
4823,Structural+AC0-Life Safety Violations,6234,60
7230,Structural+AC0-Collapse,159,60
4806,Structural+AC0-Construction Accident,266,60
7303,Structural+AC0-Life Safety Violations,320,60
4826,Structural+AC0-Street Collapse,326,60
4828,Structural+AC0-Sidewalk Shed,189,60
4829,Structural+AC0-Stability Problem,81,60
4839,Structural+AC0-Demolition,1223,60
7290,Structural+AC0-Partial Collapse,124,60
7256,Structural+AC0-Evacuation,127,60
4848,Structural+AC0-Life Safety Violations,259,60
4854,Structural+AC0-Collapse,254,60
7291,Structural+AC0-Falling Debris,217,60
7270,Structural+AC0-Other,6234,60
4876,Structural+AC0-Falling Debris,192,60
7277,Structural+AC0-Other,444,60
7279,Structural+AC0-Construction Accident,154,60
4917,Structural+AC0-Scaffold,484,60
4984,Structural+AC0-Stability Problem,1768,60
4985,Structural+AC0-Collapse,286,60
4986,Structural+AC0-Other,202,60
7301,Structural+AC0-Partial Collapse,3298,60
7294,Structural+AC0-Collapse,214,60
5005,Structural+AC0-Construction Accident,50,60
5019,Structural+AC0-Evacuation,461,60
5966,Structural+AC0-Bricks,225,60
7323,Structural+AC0-Stability Problem,260,60
5022,Structural+AC0-Falling Debris,118,60
5023,Structural+AC0-Tunnel,152,60
5045,Structural+AC0-Scaffold,211,60
7314,Structural+AC0-Scaffold,483,60
7315,Structural+AC0-Falling Debris,82,60
7335,Structural+AC0-Collapse,247,60
5069,Structural+AC0-Other,109,60
5070,Structural+AC0-Evacuation,244,60
7329,Structural+AC0-Scaffold,168,60
7330,Structural+AC0-Falling Debris,346,60
5073,Structural+AC0-Sidewalk Shed,142,60
7338,Structural+AC0-Collapse,754,60
5097,Structural+AC0-Confined Space,19,60
5099,Structural+AC0-Stability Problem,1204,60
7353,Structural+AC0-Street Collapse,170,60
5101,Structural+AC0-Life Safety Violations,348,60
5107,Structural+AC0-Stability Problem,171,60
7377,Structural+AC0-Collapse,6234,60
5148,Structural+AC0-Falling Debris,310,60
5191,Structural+AC0-Scaffold,675,60
7384,Structural+AC0-Other,60,60
7365,Structural+AC0-Collapse,122,60
5287,Structural+AC0-Demolition,2735,60
5252,Structural+AC0-Crane,185,60
5292,Structural+AC0-Partial Collapse,247,60
5294,Structural+AC0-Elevator,24,60
5311,Structural+AC0-Confined Space,120,60
7412,Structural+AC0-Stability Problem,1358,60
5340,Structural+AC0-Falling Debris,151,60
5358,Structural+AC0-Collapse,132,60
7424,Structural+AC0-Evacuation,73,60
7434,Structural+AC0-Street Collapse,47,60
5443,Structural+AC0-Life Safety Violations,188,60
5483,Structural+AC0-Construction Accident,167,60
7461,Structural+AC0-Collapse,6234,60
7453,Structural+AC0-Life Safety Violations,345,60
7454,Structural+AC0-Scaffold,434,60
7458,Structural+AC0-Life Safety Violations,106,60
5543,Structural+AC0-Scaffold,456,60
5560,Structural+AC0-Street Collapse,634,60
5619,Structural+AC0-Bricks,94,60
5621,Structural+AC0-Bridge,260,60
5691,Structural+AC0-Partial Collapse,38,60
7478,Structural+AC0-Scaffold,173,60
5695,Structural+AC0-Other,39,60
5732,Structural+AC0-Parapet,151,60
5774,Structural+AC0-Parapet,6234,60
5748,Structural+AC0-Scaffold,868,60
5837,Structural+AC0-Collapse,259,60
7500,Structural+AC0-Other,1079,60
7504,Structural+AC0-Construction Accident,112,60
5796,Structural+AC0-Partial Collapse,531,60
5836,Structural+AC0-Partial Collapse,158,60
6523,Structural+AC0-Bricks,2896,60
5839,Structural+AC0-Construction Accident,89,60
5873,Structural+AC0-Other,1438,60
5875,Structural+AC0-Scaffold,386,60
7533,Structural+AC0-Collapse,142,60
7534,Structural+AC0-Life Safety Violations,234,60
7538,Structural+AC0-Construction Accident,225,60
7539,Structural+AC0-Falling Debris,68,60
7564,Structural+AC0-Partial Collapse,6234,60
7555,Structural+AC0-Street Collapse,1892,60
7557,Structural+AC0-Other,186,60
7567,Structural+AC0-Stability Problem,152,60
7574,Structural+AC0-Bricks,1862,60
7579,Structural+AC0-Construction Accident,815,60
7580,Structural+AC0-Sidewalk Collapse,234,60
7586,Structural+AC0-Stability Problem,194,60
7591,Structural+AC0-Construction Accident,48,60
7599,Structural+AC0-Partial Collapse,213,60
7623,Structural+AC0-Crane,6234,60
7609,Structural+AC0-Street Collapse,636,60
7613,Structural+AC0-Street Collapse,1705,60
7617,Structural+AC0-Stability Problem,141,60
7621,Structural+AC0-Stability Problem,3641,60
7725,Structural+AC0-Bridge,6234,60
7624,Structural+AC0-Other,906,60
7636,Structural+AC0-Confined Space,0,60
7641,Structural+AC0-Scaffold,103,60
7650,Structural+AC0-Street Collapse,386,60
7661,Structural+AC0-Construction Accident,120,60
7662,Structural+AC0-Scaffold,70,60
7673,Structural+AC0-Other,4262,60
7678,Structural+AC0-Stability Problem,5495,60
7672,Structural+AC0-Bricks,725,60
7676,Structural+AC0-Collapse,169,60
7682,Structural+AC0-Street Collapse,71,60
7684,Structural+AC0-Other,143,60
7691,Structural+AC0-Other,446,60
7694,Structural+AC0-Falling Debris,259,60
7700,Structural+AC0-Bricks,2004,60
7709,Structural+AC0-Partial Collapse,67,60
7721,Structural+AC0-Partial Collapse,73,60
7734,Structural+AC0-Falling Debris,54,60
7793,Structural+AC0-Collapse,259,60
7738,Structural+AC0-Construction Accident,89,60
7741,Structural+AC0-Stability Problem,1186,60
7746,Structural+AC0-Other,53,60
7747,Structural+AC0-Bricks,19,60
