,Incident Type,Response Time,minute
8043,Law Enforcement+AC0-Suspicious Package,81,60
8047,Law Enforcement+AC0-Other,112,60
8055,Law Enforcement+AC0-Suspicious Package,71,60
8057,Law Enforcement+AC0-Suspicious Package,89,60
8069,Law Enforcement+AC0-Suspicious Package,16,60
8084,Law Enforcement+AC0-Suspicious Package,59,60
8087,Law Enforcement+AC0-Suspicious Package,19,60
8092,Law Enforcement+AC0-Suspicious Package,45,60
8099,Law Enforcement+AC0-Suspicious Package,98,60
8108,Law Enforcement+AC0-Suspicious Package,349,60
8125,Law Enforcement+AC0-Suspicious Package,128,60
8128,Law Enforcement+AC0-Suspicious Package,33,60
8130,Law Enforcement+AC0-Device,145,60
8137,Law Enforcement+AC0-Suspicious Package,4,60
8160,Law Enforcement+AC0-Other,277,60
8165,Law Enforcement+AC0-Other,51,60
8166,Law Enforcement+AC0-Suspicious Package,30,60
8175,Law Enforcement+AC0-Other,263,60
8176,Law Enforcement+AC0-Other,86,60
8223,Law Enforcement+AC0-Suspicious Package,39,60
8273,Law Enforcement+AC0-Suspicious Package,1145,60
8258,Law Enforcement+AC0-Device,34,60
8259,Law Enforcement+AC0-Device,94,60
8266,Law Enforcement+AC0-Other,233,60
8276,Law Enforcement+AC0-Suspicious Package,6,60
8278,Law Enforcement+AC0-Other,45,60
8291,Law Enforcement+AC0-Other,1145,60
8295,Law Enforcement+AC0-Suspicious Package,16,60
8312,Law Enforcement+AC0-Suspicious Package,26,60
8324,Law Enforcement+AC0-Other,104,60
8327,Law Enforcement+AC0-Suspicious Package,51,60
8335,Law Enforcement+AC0-Suspicious Package,62,60
8338,Law Enforcement+AC0-Device,92,60
8350,Law Enforcement+AC0-Other,69,60
8353,Law Enforcement+AC0-Suspicious Package,71,60
8360,Law Enforcement+AC0-Suspicious Package,45,60
8364,Law Enforcement+AC0-Other,28,60
8367,Law Enforcement+AC0-Suspicious Package,97,60
8374,Law Enforcement+AC0-Suspicious Package,616,60
8375,Law Enforcement+AC0-Suspicious Package,27,60
8376,Law Enforcement+AC0-Other,181,60
8382,Law Enforcement+AC0-Other,72,60
8385,Law Enforcement+AC0-Suspicious Package,102,60
8413,Law Enforcement+AC0-Other,56,60
8415,Law Enforcement+AC0-Suspicious Package,59,60
8430,Law Enforcement+AC0-Device,28,60
8436,Law Enforcement+AC0-Haz Mat,89,60
8439,Law Enforcement+AC0-Suspicious Package,55,60
8444,Law Enforcement+AC0-Suspicious Package,10,60
8446,Law Enforcement+AC0-Suspicious Package,64,60
8453,Law Enforcement+AC0-Device,75,60
8465,Law Enforcement+AC0-Suspicious Package,829,60
8470,Law Enforcement+AC0-Device,53,60
8481,Law Enforcement+AC0-Haz Mat,126,60
8486,Law Enforcement+AC0-Haz Mat,827,60
8499,Law Enforcement+AC0-Suspicious Package,50,60
8503,Law Enforcement+AC0-Suspicious Package,634,60
8510,Law Enforcement+AC0-Suspicious Package,75,60
8513,Law Enforcement+AC0-Suspicious Package,15,60
8520,Law Enforcement+AC0-Other,92,60
8548,Law Enforcement+AC0-Haz Mat,1145,60
8539,Law Enforcement+AC0-Suspicious Package,13,60
8552,Law Enforcement+AC0-Suspicious Package,17,60
8568,Law Enforcement+AC0-Other,26,60
8572,Law Enforcement+AC0-Device,45,60
8589,Law Enforcement+AC0-Device,42,60
8598,Law Enforcement+AC0-Suspicious Package,98,60
8603,Law Enforcement+AC0-Suspicious Package,28,60
8617,Law Enforcement+AC0-Suspicious Package,20,60
8644,Law Enforcement+AC0-Device,73,60
8656,Law Enforcement+AC0-Device,23,60
8669,Law Enforcement+AC0-Suspicious Package,10,60
8679,Law Enforcement+AC0-Suspicious Package,41,60
8687,Law Enforcement+AC0-Device,103,60
8689,Law Enforcement+AC0-Other,50,60
8692,Law Enforcement+AC0-Device,123,60
8693,Law Enforcement+AC0-Suspicious Package,55,60
8703,Law Enforcement+AC0-Suspicious Package,45,60
8706,Law Enforcement+AC0-Suspicious Package,63,60
8712,Law Enforcement+AC0-Suspicious Package,6,60
8725,Law Enforcement+AC0-Suspicious Package,83,60
8726,Law Enforcement+AC0-Suspicious Package,48,60
8728,Law Enforcement+AC0-Other,206,60
8731,Law Enforcement+AC0-Other,1145,60
8729,Law Enforcement+AC0-Suspicious Package,56,60
8738,Law Enforcement+AC0-Suspicious Package,31,60
8750,Law Enforcement+AC0-Haz Mat,28,60
8755,Law Enforcement+AC0-Device,44,60
8762,Law Enforcement+AC0-Other,64,60
8765,Law Enforcement+AC0-Suspicious Package,39,60
8770,Law Enforcement+AC0-Suspicious Package,59,60
8785,Law Enforcement+AC0-Other,279,60
8800,Law Enforcement+AC0-Haz Mat,119,60
8832,Law Enforcement+AC0-Haz Mat,64,60
8847,Law Enforcement+AC0-Haz Mat,64,60
8855,Law Enforcement+AC0-Suspicious Package,68,60
8866,Law Enforcement+AC0-Suspicious Package,95,60
8869,Law Enforcement+AC0-Suspicious Package,44,60
8873,Law Enforcement+AC0-Device,44,60
8878,Law Enforcement+AC0-Suspicious Package,15,60
8880,Law Enforcement+AC0-Suspicious Package,45,60
8882,Law Enforcement+AC0-Suspicious Package,60,60
8883,Law Enforcement+AC0-Suspicious Package,59,60
8886,Law Enforcement+AC0-Suspicious Package,59,60
8885,Law Enforcement+AC0-Suspicious Package,27,60
8887,Law Enforcement+AC0-Suspicious Package,53,60
8888,Law Enforcement+AC0-Suspicious Package,49,60
8891,Law Enforcement+AC0-Suspicious Package,61,60
8894,Law Enforcement+AC0-Suspicious Package,100,60
8893,Law Enforcement+AC0-Suspicious Package,26,60
8895,Law Enforcement+AC0-Suspicious Package,4,60
8900,Law Enforcement+AC0-Suspicious Package,57,60
8899,Law Enforcement+AC0-Suspicious Package,17,60
4550,Law Enforcement+AC0-Other,64,60
8904,Law Enforcement+AC0-Other,1145,60
8903,Law Enforcement+AC0-Suspicious Package,19,60
8906,Law Enforcement+AC0-Suspicious Package,9,60
8911,Law Enforcement+AC0-Suspicious Package,26,60
8920,Law Enforcement+AC0-Suspicious Package,48,60
8921,Law Enforcement+AC0-Suspicious Package,64,60
8922,Law Enforcement+AC0-Suspicious Package,140,60
8924,Law Enforcement+AC0-Device,36,60
2629,Law Enforcement+AC0-Explosion,64,60
4051,Law Enforcement+AC0-Explosion,64,60
4089,Law Enforcement+AC0-Explosion,64,60
4366,Law Enforcement+AC0-Explosion,64,60
2671,Law Enforcement+AC0-Explosion,64,60
1563,Law Enforcement+AC0-Explosion,64,60
3074,Law Enforcement+AC0-Explosion,64,60
2858,Law Enforcement+AC0-Explosion,64,60
2989,Law Enforcement+AC0-Explosion,64,60
1620,Law Enforcement+AC0-Explosion,64,60
1669,Law Enforcement+AC0-Explosion,64,60
3012,Law Enforcement+AC0-Explosion,64,60
4324,Law Enforcement+AC0-Explosion,64,60
8967,Law Enforcement+AC0-Explosion,1145,60
3152,Law Enforcement+AC0-Explosion,64,60
3702,Law Enforcement+AC0-Explosion,64,60
1536,Law Enforcement+AC0-Explosion,64,60
3068,Law Enforcement+AC0-Haz Mat,64,60
4308,Law Enforcement+AC0-Haz Mat,64,60
1683,Law Enforcement+AC0-Haz Mat,64,60
8937,Law Enforcement+AC0-Haz Mat,1145,60
8928,Law Enforcement+AC0-Suspicious Package,53,60
8930,Law Enforcement+AC0-Suspicious Package,137,60
8932,Law Enforcement+AC0-Device,77,60
8935,Law Enforcement+AC0-Suspicious Package,85,60
8939,Law Enforcement+AC0-Suspicious Package,129,60
8952,Law Enforcement+AC0-Suspicious Package,32,60
8958,Law Enforcement+AC0-Suspicious Package,85,60
8969,Law Enforcement+AC0-Suspicious Package,60,60
8988,Law Enforcement+AC0-Suspicious Package,1145,60
1438,Law Enforcement+AC0-Suspicious Package,64,60
3522,Law Enforcement+AC0-Suspicious Package,64,60
8986,Law Enforcement+AC0-Device,43,60
8919,Law Enforcement+AC0-Other,50,60
4,Law Enforcement+AC0-Other,64,60
2426,Law Enforcement+AC0-Other,64,60
1393,Law Enforcement+AC0-Other,64,60
2445,Law Enforcement+AC0-Other,64,60
139,Law Enforcement+AC0-Other,64,60
2354,Law Enforcement+AC0-Other,1145,60
5056,Law Enforcement+AC0-Other,1145,60
8989,Law Enforcement+AC0-Suspicious Package,75,60
8990,Law Enforcement+AC0-Suspicious Package,54,60
8992,Law Enforcement+AC0-Suspicious Package,12,60
8997,Law Enforcement+AC0-Other,59,60
9001,Law Enforcement+AC0-Suspicious Package,47,60
9002,Law Enforcement+AC0-Suspicious Package,34,60
9009,Law Enforcement+AC0-Suspicious Package,89,60
1032,Law Enforcement+AC0-Suspicious Package,64,60
4809,Law Enforcement+AC0-Device,89,60
4830,Law Enforcement+AC0-Device,79,60
5858,Law Enforcement+AC0-Suspicious Package,29,60
1307,Law Enforcement+AC0-Suspicious Package,68,60
5082,Law Enforcement+AC0-Other,50,60
1037,Law Enforcement+AC0-Suspicious Package,270,60
3692,Law Enforcement+AC0-Suspicious Package,31,60
4743,Law Enforcement+AC0-Suspicious Package,67,60
5925,Law Enforcement+AC0-Device,15,60
5342,Law Enforcement+AC0-Suspicious Package,88,60
1044,Law Enforcement+AC0-Suspicious Package,75,60
1061,Law Enforcement+AC0-Other,64,60
5133,Law Enforcement+AC0-Suspicious Package,46,60
3670,Law Enforcement+AC0-Device,82,60
4576,Law Enforcement+AC0-Suspicious Package,52,60
4070,Law Enforcement+AC0-Suspicious Package,64,60
2404,Law Enforcement+AC0-Suspicious Package,35,60
4680,Law Enforcement+AC0-Device,38,60
2377,Law Enforcement+AC0-Suspicious Package,42,60
5979,Law Enforcement+AC0-Other,64,60
88,Law Enforcement+AC0-Other,64,60
4858,Law Enforcement+AC0-Other,87,60
5058,Law Enforcement+AC0-Device,38,60
5405,Law Enforcement+AC0-Other,648,60
5466,Law Enforcement+AC0-Device,23,60
1374,Law Enforcement+AC0-Device,52,60
1497,Law Enforcement+AC0-Device,66,60
1661,Law Enforcement+AC0-Other,246,60
2051,Law Enforcement+AC0-Other,79,60
2097,Law Enforcement+AC0-Suspicious Package,16,60
2967,Law Enforcement+AC0-Suspicious Package,78,60
730,Law Enforcement+AC0-Suspicious Package,64,60
559,Law Enforcement+AC0-Suspicious Package,64,60
1929,Law Enforcement+AC0-Suspicious Package,1145,60
4072,Law Enforcement+AC0-Other,52,60
5968,Law Enforcement+AC0-Device,29,60
221,Law Enforcement+AC0-Haz Mat,64,60
4242,Law Enforcement+AC0-Haz Mat,1145,60
149,Law Enforcement+AC0-Haz Mat,64,60
1100,Law Enforcement+AC0-Other,700,60
1103,Law Enforcement+AC0-Suspicious Package,91,60
3646,Law Enforcement+AC0-Mobilization,93,60
1110,Law Enforcement+AC0-Suspicious Package,18,60
1328,Law Enforcement+AC0-Device,31,60
5295,Law Enforcement+AC0-Other,14,60
5468,Law Enforcement+AC0-Suspicious Package,50,60
1711,Law Enforcement+AC0-Suspicious Package,84,60
3764,Law Enforcement+AC0-Other,79,60
5822,Law Enforcement+AC0-Device,21,60
5197,Law Enforcement+AC0-Device,64,60
5326,Law Enforcement+AC0-Device,46,60
5643,Law Enforcement+AC0-Suspicious Package,57,60
5841,Law Enforcement+AC0-Mobilization,67,60
5861,Law Enforcement+AC0-Suspicious Package,59,60
1392,Law Enforcement+AC0-Mobilization,23,60
3718,Law Enforcement+AC0-Device,35,60
3765,Law Enforcement+AC0-Suspicious Package,31,60
3810,Law Enforcement+AC0-Other,71,60
1498,Law Enforcement+AC0-Suspicious Package,67,60
4527,Law Enforcement+AC0-Suspicious Package,753,60
4904,Law Enforcement+AC0-Other,820,60
5135,Law Enforcement+AC0-Suspicious Package,96,60
5176,Law Enforcement+AC0-Device,336,60
59,Law Enforcement+AC0-Other,64,60
1931,Law Enforcement+AC0-Other,442,60
3436,Law Enforcement+AC0-Device,130,60
4786,Law Enforcement+AC0-Other,187,60
4860,Law Enforcement+AC0-Suspicious Package,22,60
2880,Law Enforcement+AC0-Suspicious Package,78,60
4214,Law Enforcement+AC0-Suspicious Package,151,60
4192,Law Enforcement+AC0-Suspicious Package,147,60
1147,Law Enforcement+AC0-Device,17,60
108,Law Enforcement+AC0-Explosion,64,60
2802,Law Enforcement+AC0-Explosion,1145,60
3895,Law Enforcement+AC0-Suspicious Package,92,60
1818,Law Enforcement+AC0-Suspicious Package,33,60
4744,Law Enforcement+AC0-Suspicious Package,9,60
5177,Law Enforcement+AC0-Suspicious Package,29,60
5327,Law Enforcement+AC0-Suspicious Package,107,60
5659,Law Enforcement+AC0-Suspicious Package,43,60
4096,Law Enforcement+AC0-Suspicious Package,54,60
4115,Law Enforcement+AC0-Device,33,60
5138,Law Enforcement+AC0-Suspicious Package,61,60
5277,Law Enforcement+AC0-Device,23,60
5430,Law Enforcement+AC0-Mobilization,17,60
851,Law Enforcement+AC0-Suspicious Package,50,60
1843,Law Enforcement+AC0-Suspicious Package,1145,60
1159,Law Enforcement+AC0-Suspicious Package,64,60
4074,Law Enforcement+AC0-Suspicious Package,1145,60
1164,Law Enforcement+AC0-Suspicious Package,64,60
624,Law Enforcement+AC0-Suspicious Package,64,60
1232,Law Enforcement+AC0-Suspicious Package,64,60
1057,Law Enforcement+AC0-Suspicious Package,64,60
1624,Law Enforcement+AC0-Suspicious Package,27,60
1267,Law Enforcement+AC0-Suspicious Package,26,60
2031,Law Enforcement+AC0-Suspicious Package,64,60
3995,Law Enforcement+AC0-Suspicious Package,1145,60
841,Law Enforcement+AC0-Suspicious Package,64,60
2212,Law Enforcement+AC0-Other,64,60
4043,Law Enforcement+AC0-Suspicious Package,623,60
4193,Law Enforcement+AC0-Suspicious Package,109,60
243,Law Enforcement+AC0-Suspicious Package,64,60
3767,Law Enforcement+AC0-Suspicious Package,1145,60
486,Law Enforcement+AC0-Suspicious Package,64,60
1340,Law Enforcement+AC0-Other,64,60
1362,Law Enforcement+AC0-Other,64,60
4141,Law Enforcement+AC0-Other,1145,60
5215,Law Enforcement+AC0-Suspicious Package,7,60
5408,Law Enforcement+AC0-Suspicious Package,39,60
5506,Law Enforcement+AC0-Other,40,60
2408,Law Enforcement+AC0-Suspicious Package,64,60
4489,Law Enforcement+AC0-Suspicious Package,1145,60
2380,Law Enforcement+AC0-Suspicious Package,64,60
1353,Law Enforcement+AC0-Suspicious Package,64,60
1330,Law Enforcement+AC0-Suspicious Package,101,60
1426,Law Enforcement+AC0-Suspicious Package,77,60
4907,Law Enforcement+AC0-Suspicious Package,46,60
5565,Law Enforcement+AC0-Other,59,60
6076,Law Enforcement+AC0-Suspicious Package,26,60
1428,Law Enforcement+AC0-Other,64,60
6007,Law Enforcement+AC0-Other,243,60
1907,Law Enforcement+AC0-Suspicious Package,91,60
1505,Law Enforcement+AC0-Explosion,64,60
3076,Law Enforcement+AC0-Explosion,1145,60
6197,Law Enforcement+AC0-Other,267,60
5140,Law Enforcement+AC0-Other,170,60
5364,Law Enforcement+AC0-Suspicious Package,65,60
5278,Law Enforcement+AC0-Suspicious Package,49,60
2997,Law Enforcement+AC0-Suspicious Package,74,60
5525,Law Enforcement+AC0-Suspicious Package,80,60
1558,Law Enforcement+AC0-Device,70,60
2128,Law Enforcement+AC0-Other,36,60
3574,Law Enforcement+AC0-Device,48,60
2940,Law Enforcement+AC0-Suspicious Package,8,60
1875,Law Enforcement+AC0-Other,64,60
409,Law Enforcement+AC0-Other,64,60
1559,Law Enforcement+AC0-Other,1145,60
5452,Law Enforcement+AC0-Suspicious Package,123,60
6038,Law Enforcement+AC0-Suspicious Package,132,60
1865,Law Enforcement+AC0-Suspicious Package,64,60
431,Law Enforcement+AC0-Suspicious Package,203,60
4776,Law Enforcement+AC0-Suspicious Package,1145,60
641,Law Enforcement+AC0-Other,64,60
5679,Law Enforcement+AC0-Other,1145,60
3669,Law Enforcement+AC0-Other,64,60
5647,Law Enforcement+AC0-Suspicious Package,166,60
1242,Law Enforcement+AC0-Suspicious Package,31,60
2101,Law Enforcement+AC0-Suspicious Package,28,60
1902,Law Enforcement+AC0-Suspicious Package,64,60
1903,Law Enforcement+AC0-Suspicious Package,64,60
1407,Law Enforcement+AC0-Suspicious Package,1145,60
2714,Law Enforcement+AC0-Suspicious Package,44,60
5013,Law Enforcement+AC0-Suspicious Package,233,60
6270,Law Enforcement+AC0-Mobilization,106,60
456,Law Enforcement+AC0-Haz Mat,64,60
2980,Law Enforcement+AC0-Haz Mat,64,60
3098,Law Enforcement+AC0-Haz Mat,64,60
1958,Law Enforcement+AC0-Haz Mat,1145,60
3115,Law Enforcement+AC0-Suspicious Package,64,60
3077,Law Enforcement+AC0-Suspicious Package,1145,60
1315,Law Enforcement+AC0-Suspicious Package,50,60
3411,Law Enforcement+AC0-Suspicious Package,19,60
3748,Law Enforcement+AC0-Suspicious Package,87,60
4444,Law Enforcement+AC0-Suspicious Package,133,60
5298,Law Enforcement+AC0-Device,168,60
5411,Law Enforcement+AC0-Suspicious Package,56,60
2859,Law Enforcement+AC0-Suspicious Package,29,60
4371,Law Enforcement+AC0-Suspicious Package,17,60
3975,Law Enforcement+AC0-Suspicious Package,81,60
3099,Law Enforcement+AC0-Suspicious Package,1145,60
521,Law Enforcement+AC0-Suspicious Package,64,60
1253,Law Enforcement+AC0-Suspicious Package,69,60
6261,Law Enforcement+AC0-Other,289,60
3921,Law Enforcement+AC0-Device,745,60
4244,Law Enforcement+AC0-Suspicious Package,42,60
4710,Law Enforcement+AC0-Suspicious Package,33,60
1713,Law Enforcement+AC0-Haz Mat,158,60
3413,Law Enforcement+AC0-Other,64,60
5885,Law Enforcement+AC0-Other,128,60
5782,Law Enforcement+AC0-Other,42,60
546,Law Enforcement+AC0-Other,64,60
3520,Law Enforcement+AC0-Suspicious Package,29,60
4749,Law Enforcement+AC0-Suspicious Package,1145,60
2336,Law Enforcement+AC0-Suspicious Package,64,60
3661,Law Enforcement+AC0-Suspicious Package,64,60
6172,Law Enforcement+AC0-Device,198,60
564,Law Enforcement+AC0-Device,64,60
3976,Law Enforcement+AC0-Suspicious Package,77,60
6029,Law Enforcement+AC0-Haz Mat,81,60
5279,Law Enforcement+AC0-Other,25,60
4750,Law Enforcement+AC0-Other,109,60
5494,Law Enforcement+AC0-Suspicious Package,89,60
5847,Law Enforcement+AC0-Suspicious Package,91,60
6216,Law Enforcement+AC0-Device,32,60
3678,Law Enforcement+AC0-Suspicious Package,79,60
4048,Law Enforcement+AC0-Haz Mat,277,60
3723,Law Enforcement+AC0-Suspicious Package,1137,60
602,Law Enforcement+AC0-Suspicious Package,64,60
4143,Law Enforcement+AC0-Other,96,60
5182,Law Enforcement+AC0-Haz Mat,52,60
5527,Law Enforcement+AC0-Suspicious Package,53,60
5826,Law Enforcement+AC0-Suspicious Package,17,60
3369,Law Enforcement+AC0-Suspicious Package,531,60
6039,Law Enforcement+AC0-Suspicious Package,16,60
921,Law Enforcement+AC0-Suspicious Package,64,60
2631,Law Enforcement+AC0-Suspicious Package,1145,60
761,Law Enforcement+AC0-Suspicious Package,64,60
4834,Law Enforcement+AC0-Device,139,60
5590,Law Enforcement+AC0-Suspicious Package,471,60
2742,Law Enforcement+AC0-Suspicious Package,453,60
6397,Law Enforcement+AC0-Device,49,60
1408,Law Enforcement+AC0-Suspicious Package,94,60
1530,Law Enforcement+AC0-Suspicious Package,62,60
5986,Law Enforcement+AC0-Other,13,60
4372,Law Enforcement+AC0-Suspicious Package,28,60
4049,Law Enforcement+AC0-Suspicious Package,399,60
2851,Law Enforcement+AC0-Other,64,60
6135,Law Enforcement+AC0-Other,1145,60
4764,Law Enforcement+AC0-Suspicious Package,150,60
5496,Law Enforcement+AC0-Suspicious Package,1145,60
2869,Law Enforcement+AC0-Suspicious Package,64,60
4316,Law Enforcement+AC0-Device,30,60
4731,Law Enforcement+AC0-Suspicious Package,89,60
5367,Law Enforcement+AC0-Suspicious Package,195,60
5473,Law Enforcement+AC0-Suspicious Package,218,60
2969,Law Enforcement+AC0-Other,64,60
4627,Law Enforcement+AC0-Other,1145,60
3067,Law Enforcement+AC0-Other,64,60
3421,Law Enforcement+AC0-Other,64,60
2499,Law Enforcement+AC0-Other,65,60
2684,Law Enforcement+AC0-Device,57,60
3725,Law Enforcement+AC0-Suspicious Package,36,60
6189,Law Enforcement+AC0-Suspicious Package,118,60
6012,Law Enforcement+AC0-Suspicious Package,88,60
4392,Law Enforcement+AC0-Suspicious Package,44,60
4732,Law Enforcement+AC0-Suspicious Package,1145,60
2490,Law Enforcement+AC0-Suspicious Package,64,60
4992,Law Enforcement+AC0-Suspicious Package,40,60
4293,Law Enforcement+AC0-Suspicious Package,103,60
4422,Law Enforcement+AC0-Other,17,60
4871,Law Enforcement+AC0-Device,17,60
5528,Law Enforcement+AC0-Suspicious Package,55,60
898,Law Enforcement+AC0-Suspicious Package,64,60
4598,Law Enforcement+AC0-Suspicious Package,64,60
3324,Law Enforcement+AC0-Suspicious Package,1145,60
3015,Law Enforcement+AC0-Suspicious Package,64,60
5157,Law Enforcement+AC0-Suspicious Package,107,60
6399,Law Enforcement+AC0-Other,42,60
3184,Law Enforcement+AC0-Other,692,60
5996,Law Enforcement+AC0-Suspicious Package,1145,60
4596,Law Enforcement+AC0-Suspicious Package,64,60
3052,Law Enforcement+AC0-Suspicious Package,64,60
1304,Law Enforcement+AC0-Suspicious Package,1145,60
3053,Law Enforcement+AC0-Suspicious Package,64,60
4595,Law Enforcement+AC0-Suspicious Package,64,60
4597,Law Enforcement+AC0-Suspicious Package,64,60
1627,Law Enforcement+AC0-Suspicious Package,1145,60
881,Law Enforcement+AC0-Suspicious Package,64,60
4423,Law Enforcement+AC0-Suspicious Package,42,60
5661,Law Enforcement+AC0-Device,52,60
4813,Law Enforcement+AC0-Device,113,60
6401,Law Enforcement+AC0-Other,79,60
2028,Law Enforcement+AC0-Device,442,60
1430,Law Enforcement+AC0-Suspicious Package,23,60
4100,Law Enforcement+AC0-Explosion,20,60
702,Law Enforcement+AC0-Other,64,60
5513,Law Enforcement+AC0-Other,1145,60
5038,Law Enforcement+AC0-Suspicious Package,33,60
6403,Law Enforcement+AC0-Suspicious Package,50,60
6425,Law Enforcement+AC0-Other,69,60
2659,Law Enforcement+AC0-Other,156,60
3633,Law Enforcement+AC0-Haz Mat,89,60
6098,Law Enforcement+AC0-Suspicious Package,77,60
4970,Law Enforcement+AC0-Suspicious Package,51,60
3326,Law Enforcement+AC0-Device,103,60
6266,Law Enforcement+AC0-Device,82,60
2577,Law Enforcement+AC0-Suspicious Package,58,60
3387,Law Enforcement+AC0-Device,50,60
3243,Law Enforcement+AC0-Suspicious Package,117,60
1562,Law Enforcement+AC0-Other,169,60
4559,Law Enforcement+AC0-Suspicious Package,326,60
6280,Law Enforcement+AC0-Other,64,60
606,Law Enforcement+AC0-Other,64,60
5890,Law Enforcement+AC0-Other,1145,60
316,Law Enforcement+AC0-Other,64,60
1838,Law Enforcement+AC0-Other,64,60
3378,Law Enforcement+AC0-Other,1145,60
629,Law Enforcement+AC0-Other,64,60
2660,Law Enforcement+AC0-Other,27,60
4932,Law Enforcement+AC0-Other,28,60
623,Law Enforcement+AC0-Suspicious Package,64,60
1847,Law Enforcement+AC0-Suspicious Package,64,60
3103,Law Enforcement+AC0-Suspicious Package,1145,60
1822,Law Enforcement+AC0-Suspicious Package,64,60
626,Law Enforcement+AC0-Haz Mat,64,60
3329,Law Enforcement+AC0-Haz Mat,1145,60
1826,Law Enforcement+AC0-Haz Mat,64,60
494,Law Enforcement+AC0-Haz Mat,1145,60
5414,Law Enforcement+AC0-Suspicious Package,17,60
4319,Law Enforcement+AC0-Suspicious Package,91,60
1755,Law Enforcement+AC0-Haz Mat,64,60
5269,Law Enforcement+AC0-Haz Mat,1145,60
4996,Law Enforcement+AC0-Device,67,60
445,Law Enforcement+AC0-Other,64,60
1719,Law Enforcement+AC0-Other,64,60
4630,Law Enforcement+AC0-Other,1145,60
6239,Law Enforcement+AC0-Other,1145,60
1752,Law Enforcement+AC0-Other,64,60
3684,Law Enforcement+AC0-Other,1145,60
364,Law Enforcement+AC0-Other,64,60
1761,Law Enforcement+AC0-Other,64,60
769,Law Enforcement+AC0-Other,64,60
3683,Law Enforcement+AC0-Other,1145,60
371,Law Enforcement+AC0-Device,64,60
2578,Law Enforcement+AC0-Device,295,60
3901,Law Enforcement+AC0-Suspicious Package,130,60
6141,Law Enforcement+AC0-Suspicious Package,65,60
1585,Law Enforcement+AC0-Suspicious Package,117,60
457,Law Enforcement+AC0-Suspicious Package,64,60
4997,Law Enforcement+AC0-Suspicious Package,310,60
4836,Law Enforcement+AC0-Suspicious Package,224,60
5667,Law Enforcement+AC0-Suspicious Package,225,60
5809,Law Enforcement+AC0-Other,36,60
1980,Law Enforcement+AC0-Device,38,60
3057,Law Enforcement+AC0-Device,197,60
3352,Law Enforcement+AC0-Device,43,60
4225,Law Enforcement+AC0-Suspicious Package,57,60
5159,Law Enforcement+AC0-Suspicious Package,41,60
5976,Law Enforcement+AC0-Suspicious Package,40,60
3353,Law Enforcement+AC0-Suspicious Package,57,60
5636,Law Enforcement+AC0-Other,921,60
4357,Law Enforcement+AC0-Suspicious Package,126,60
5370,Law Enforcement+AC0-Suspicious Package,36,60
5616,Law Enforcement+AC0-Other,187,60
5597,Law Enforcement+AC0-Suspicious Package,20,60
4248,Law Enforcement+AC0-Suspicious Package,43,60
2748,Law Enforcement+AC0-Suspicious Package,70,60
5922,Law Enforcement+AC0-Mobilization,33,60
4952,Law Enforcement+AC0-Suspicious Package,119,60
1634,Law Enforcement+AC0-Suspicious Package,28,60
5462,Law Enforcement+AC0-Suspicious Package,55,60
4358,Law Enforcement+AC0-Suspicious Package,71,60
5730,Law Enforcement+AC0-Suspicious Package,75,60
4514,Law Enforcement+AC0-Suspicious Package,49,60
2460,Law Enforcement+AC0-Other,75,60
2461,Law Enforcement+AC0-Other,258,60
932,Law Enforcement+AC0-Suspicious Package,1145,60
973,Law Enforcement+AC0-Suspicious Package,64,60
3138,Law Enforcement+AC0-Suspicious Package,64,60
828,Law Enforcement+AC0-Suspicious Package,64,60
4361,Law Enforcement+AC0-Device,293,60
