,Incident Type,Response Time,minute
5583,Utility+AC0-Water Main,531,60
5579,Utility+AC0-Water Main,200,60
5600,Utility+AC0-Power Outage,845,60
5581,Utility+AC0-Other,51,60
7462,Utility+AC0-Manhole,240,60
7463,Utility+AC0-Power Outage,298,60
5601,Utility+AC0-Power Outage,2951,60
7470,Utility+AC0-Manhole,2145,60
5639,Utility+AC0-Other,438,60
5675,Utility+AC0-Manhole,2627,60
5656,Utility+AC0-Power Outage,453,60
5657,Utility+AC0-Gas Main Rupture,78,60
7482,Utility+AC0-Other,2951,60
5674,Utility+AC0-Water Main,477,60
7474,Utility+AC0-Other,1302,60
5693,Utility+AC0-Power Outage,148,60
5731,Utility+AC0-Other,123,60
7491,Utility+AC0-Water Service Line,2951,60
7484,Utility+AC0-Water Main,1038,60
5752,Utility+AC0-Steam Main,2070,60
5751,Utility+AC0-Gas Service Line,112,60
5773,Utility+AC0-Water Main,2951,60
5768,Utility+AC0-Water Service Line,131,60
4820,Utility+AC0-Water Service Line,2132,60
5711,Utility+AC0-Network Condition,2305,60
5225,Utility+AC0-Steam Main,869,60
4887,Utility+AC0-Steam Main,799,60
7498,Utility+AC0-Gas High Pressure,2250,60
7496,Utility+AC0-Other,105,60
5789,Utility+AC0-Water Main,1011,60
5795,Utility+AC0-Water Service Line,1344,60
4890,Utility+AC0-Gas Service Line,65,60
5001,Utility+AC0-Other,977,60
5002,Utility+AC0-Other,609,60
7513,Utility+AC0-Water Service Line,834,60
7514,Utility+AC0-Gas Main Rupture,49,60
7516,Utility+AC0-Power Outage,62,60
5206,Utility+AC0-Power Outage,463,60
6143,Utility+AC0-Power Outage,262,60
5838,Utility+AC0-Power Outage,210,60
5874,Utility+AC0-Water Main,1573,60
5286,Utility+AC0-Water Main,66,60
5877,Utility+AC0-Water Service Line,240,60
7520,Utility+AC0-Gas Main Rupture,106,60
5942,Utility+AC0-Power Outage,49,60
7540,Utility+AC0-Gas Service Line,1222,60
7543,Utility+AC0-Water Main,560,60
7549,Utility+AC0-Steam Main,1077,60
7559,Utility+AC0-Manhole,2951,60
7554,Utility+AC0-Electric Feeder Cable,2085,60
7553,Utility+AC0-Gas Service Line,157,60
7552,Utility+AC0-Gas Service Line,86,60
7561,Utility+AC0-Water Main,216,60
7566,Utility+AC0-Water Main,267,60
7576,Utility+AC0-Power Outage,217,60
7593,Utility+AC0-Gas Main Rupture,124,60
7596,Utility+AC0-Gas Service Line,102,60
7601,Utility+AC0-Water Service Line,427,60
7606,Utility+AC0-Water Service Line,2117,60
7610,Utility+AC0-Gas Main Rupture,194,60
7612,Utility+AC0-Other,124,60
7616,Utility+AC0-Gas Main Rupture,884,60
7620,Utility+AC0-Other,0,60
7630,Utility+AC0-Water Service Line,1016,60
7633,Utility+AC0-Power Outage,31,60
7637,Utility+AC0-Power Outage,171,60
7645,Utility+AC0-Manhole,1598,60
7644,Utility+AC0-Power Outage,254,60
7647,Utility+AC0-Water Service Line,819,60
7762,Utility+AC0-Other,438,60
7655,Utility+AC0-Other,2268,60
7657,Utility+AC0-Steam Main,51,60
7658,Utility+AC0-Gas Main Rupture,86,60
7677,Utility+AC0-Water Main,1243,60
7680,Utility+AC0-Power Outage,207,60
7681,Utility+AC0-Gas Service Line,99,60
7687,Utility+AC0-Other,257,60
7695,Utility+AC0-Power Outage,125,60
7697,Utility+AC0-Manhole,127,60
7701,Utility+AC0-Manhole,0,60
7705,Utility+AC0-Water Main,104,60
7699,Utility+AC0-Power Outage,187,60
7715,Utility+AC0-Manhole,94,60
7719,Utility+AC0-Other,963,60
7718,Utility+AC0-Other,292,60
7723,Utility+AC0-Water Main,492,60
7728,Utility+AC0-Water Main,1316,60
7731,Utility+AC0-Water Main,606,60
7735,Utility+AC0-Other,1524,60
7732,Utility+AC0-Manhole,598,60
7739,Utility+AC0-Sewer Service,299,60
7744,Utility+AC0-Water Main,29,60
7748,Utility+AC0-Power Outage,389,60
7753,Utility+AC0-Water Main,1237,60
7751,Utility+AC0-Power Outage,867,60
7749,Utility+AC0-Other,142,60
7757,Utility+AC0-Power Outage,1725,60
5671,Utility+AC0-Power Outage,637,60
7754,Utility+AC0-Power Outage,778,60
7761,Utility+AC0-Water Main,2138,60
7759,Utility+AC0-Water Main,268,60
7764,Utility+AC0-Water Main,677,60
7771,Utility+AC0-Gas Service Line,60,60
7777,Utility+AC0-Other,61,60
7780,Utility+AC0-Manhole,535,60
7789,Utility+AC0-Water Main,2951,60
7781,Utility+AC0-Power Outage,448,60
7786,Utility+AC0-Power Outage,1111,60
7787,Utility+AC0-Water Service Line,863,60
7784,Utility+AC0-Power Outage,179,60
7788,Utility+AC0-Gas Service Line,341,60
7792,Utility+AC0-Water Main,2951,60
7804,Utility+AC0-Power Outage,2951,60
7797,Utility+AC0-Water Main,635,60
7803,Utility+AC0-Water Main,1046,60
7801,Utility+AC0-Power Outage,187,60
7802,Utility+AC0-Water Main,386,60
7811,Utility+AC0-Other,2951,60
7807,Utility+AC0-Sewer Service,81,60
7814,Utility+AC0-Manhole,158,60
7818,Utility+AC0-Water Main,328,60
7829,Utility+AC0-Water Main,2771,60
7834,Utility+AC0-Water Service Line,117,60
7837,Utility+AC0-Water Main,227,60
7856,Utility+AC0-Other,30,60
7860,Utility+AC0-Water Main,122,60
7862,Utility+AC0-Power Outage,728,60
7864,Utility+AC0-Gas Service Line,85,60
7870,Utility+AC0-Water Service Line,594,60
7869,Utility+AC0-Power Outage,91,60
7873,Utility+AC0-Water Service Line,125,60
7880,Utility+AC0-Manhole,101,60
7883,Utility+AC0-Power Outage,98,60
7890,Utility+AC0-Power Outage,962,60
7894,Utility+AC0-Gas High Pressure,316,60
7896,Utility+AC0-Water Main,122,60
7904,Utility+AC0-Manhole,1614,60
7906,Utility+AC0-Water Main,1458,60
7909,Utility+AC0-Water Main,1885,60
7912,Utility+AC0-Manhole,73,60
7953,Utility+AC0-Gas Main Rupture,2951,60
7921,Utility+AC0-Water Main,1085,60
7922,Utility+AC0-Manhole,1519,60
7920,Utility+AC0-Power Outage,871,60
7918,Utility+AC0-Water Main,434,60
7937,Utility+AC0-Power Outage,2951,60
7930,Utility+AC0-Water Main,1359,60
7932,Utility+AC0-Transformer,86,60
7941,Utility+AC0-Water Main,682,60
7945,Utility+AC0-Water Main,1225,60
7947,Utility+AC0-Sewer Service,67,60
7950,Utility+AC0-Water Service Line,92,60
7959,Utility+AC0-Water Main,109,60
7966,Utility+AC0-Water Main,105,60
8004,Utility+AC0-Water Main,2951,60
7976,Utility+AC0-Gas Low Pressure,792,60
7982,Utility+AC0-Water Main,320,60
7990,Utility+AC0-Gas High Pressure,1732,60
7988,Utility+AC0-Gas Low Pressure,563,60
7996,Utility+AC0-Water Main,946,60
8050,Utility+AC0-Gas Service Line,2951,60
8019,Utility+AC0-Water Main,1226,60
8023,Utility+AC0-Steam Service Line,629,60
8026,Utility+AC0-Other,1109,60
8032,Utility+AC0-Water Service Line,975,60
8042,Utility+AC0-Other,266,60
8045,Utility+AC0-Water Main,1403,60
8060,Utility+AC0-Water Service Line,1165,60
8063,Utility+AC0-Other,178,60
8073,Utility+AC0-Gas Low Pressure,61,60
8089,Utility+AC0-Water Main,39,60
8097,Utility+AC0-Other,199,60
8106,Utility+AC0-Water Service Line,297,60
8111,Utility+AC0-Power Outage,489,60
8113,Utility+AC0-Other,503,60
8124,Utility+AC0-Power Outage,99,60
8129,Utility+AC0-Power Outage,87,60
8138,Utility+AC0-Other,48,60
8148,Utility+AC0-Water Main,112,60
8150,Utility+AC0-Power Outage,218,60
8156,Utility+AC0-Other,178,60
8163,Utility+AC0-Water Main,796,60
8161,Utility+AC0-Power Outage,99,60
8182,Utility+AC0-Water Service Line,1239,60
8185,Utility+AC0-Other,311,60
8198,Utility+AC0-Power Outage,501,60
8199,Utility+AC0-Water Service Line,376,60
8203,Utility+AC0-Manhole,276,60
8208,Utility+AC0-Water Main,708,60
8214,Utility+AC0-Power Outage,888,60
8215,Utility+AC0-Water Main,689,60
8211,Utility+AC0-Power Outage,61,60
8213,Utility+AC0-Gas Service Line,142,60
8219,Utility+AC0-Manhole,568,60
8228,Utility+AC0-Water Main,2494,60
8218,Utility+AC0-Water Main,79,60
8227,Utility+AC0-Other,1875,60
8221,Utility+AC0-Phone Outage,51,60
8224,Utility+AC0-Manhole,650,60
8226,Utility+AC0-Gas Service Line,787,60
8229,Utility+AC0-Manhole,199,60
8252,Utility+AC0-Electric Feeder Cable,2951,60
8231,Utility+AC0-Power Outage,119,60
8232,Utility+AC0-Power Outage,199,60
8236,Utility+AC0-Other,257,60
8237,Utility+AC0-Gas Service Line,151,60
8244,Utility+AC0-Power Outage,413,60
8245,Utility+AC0-Power Outage,123,60
8247,Utility+AC0-Other,829,60
8251,Utility+AC0-Water Main,139,60
8257,Utility+AC0-Manhole,188,60
8261,Utility+AC0-Phone Outage,416,60
8263,Utility+AC0-Gas High Pressure,21,60
8267,Utility+AC0-Power Outage,707,60
8269,Utility+AC0-Water Main,393,60
8279,Utility+AC0-Water Service Line,495,60
8287,Utility+AC0-Gas High Pressure,212,60
8292,Utility+AC0-Water Main,537,60
8294,Utility+AC0-Other,36,60
8298,Utility+AC0-Gas High Pressure,176,60
8303,Utility+AC0-Other,60,60
8305,Utility+AC0-Power Outage,91,60
8306,Utility+AC0-Power Outage,70,60
8307,Utility+AC0-Water Service Line,102,60
8311,Utility+AC0-Other,576,60
8308,Utility+AC0-Other,117,60
8310,Utility+AC0-Other,226,60
8313,Utility+AC0-Other,132,60
8316,Utility+AC0-Power Outage,233,60
8315,Utility+AC0-Transformer,101,60
8317,Utility+AC0-Water Service Line,106,60
8332,Utility+AC0-Manhole,211,60
8337,Utility+AC0-Gas Service Line,111,60
8347,Utility+AC0-Power Outage,48,60
8366,Utility+AC0-Gas Main Rupture,95,60
8422,Utility+AC0-Water Main,2951,60
8369,Utility+AC0-Water Main,903,60
8368,Utility+AC0-Power Outage,476,60
8371,Utility+AC0-Manhole,134,60
8384,Utility+AC0-Gas High Pressure,127,60
8386,Utility+AC0-Gas Service Line,233,60
8390,Utility+AC0-Cable TV,100,60
8393,Utility+AC0-Water Main,306,60
8403,Utility+AC0-Water Service Line,2664,60
8400,Utility+AC0-Water Main,462,60
8405,Utility+AC0-Network Condition,1615,60
8404,Utility+AC0-Phone Outage,259,60
8409,Utility+AC0-Water Service Line,376,60
8416,Utility+AC0-Water Service Line,252,60
8418,Utility+AC0-Water Main,562,60
8428,Utility+AC0-Water Service Line,2951,60
8426,Utility+AC0-Steam Service Line,122,60
8427,Utility+AC0-Power Outage,106,60
8435,Utility+AC0-Water Main,1470,60
8433,Utility+AC0-Power Outage,270,60
8440,Utility+AC0-Other,1308,60
8443,Utility+AC0-Water Service Line,1495,60
8457,Utility+AC0-Water Main,2420,60
8452,Utility+AC0-Water Main,478,60
8469,Utility+AC0-Gas Main Rupture,2951,60
8464,Utility+AC0-Water Main,597,60
8472,Utility+AC0-Power Outage,1626,60
8473,Utility+AC0-Power Outage,22,60
8493,Utility+AC0-Other,2951,60
8495,Utility+AC0-Steam Main,2951,60
8508,Utility+AC0-Manhole,347,60
8514,Utility+AC0-Other,403,60
8521,Utility+AC0-Water Service Line,1634,60
8535,Utility+AC0-Other,2951,60
8530,Utility+AC0-Gas Service Line,16,60
8538,Utility+AC0-Water Service Line,628,60
8537,Utility+AC0-Power Outage,438,60
8541,Utility+AC0-Power Outage,62,60
8542,Utility+AC0-Power Outage,44,60
8543,Utility+AC0-Other,96,60
8546,Utility+AC0-Power Outage,170,60
8547,Utility+AC0-Other,70,60
8551,Utility+AC0-Other,449,60
8556,Utility+AC0-Water Main,900,60
8559,Utility+AC0-Gas Service Line,438,60
8560,Utility+AC0-Gas Service Line,100,60
8562,Utility+AC0-Water Main,128,60
8580,Utility+AC0-Other,2951,60
8578,Utility+AC0-Water Service Line,131,60
8584,Utility+AC0-Power Outage,279,60
8742,Utility+AC0-Power Outage,2951,60
8594,Utility+AC0-Other,423,60
8593,Utility+AC0-Other,295,60
8601,Utility+AC0-Other,955,60
8613,Utility+AC0-Water Main,69,60
8616,Utility+AC0-Other,1018,60
8624,Utility+AC0-Water Service Line,2951,60
8627,Utility+AC0-Power Outage,508,60
8632,Utility+AC0-Water Service Line,2605,60
8634,Utility+AC0-Water Main,887,60
8633,Utility+AC0-Gas Low Pressure,546,60
8637,Utility+AC0-Power Outage,164,60
8652,Utility+AC0-Other,1280,60
8657,Utility+AC0-Manhole,207,60
8658,Utility+AC0-Other,110,60
8660,Utility+AC0-Manhole,283,60
8661,Utility+AC0-Water Main,175,60
8664,Utility+AC0-Power Outage,141,60
8672,Utility+AC0-Gas Main Rupture,2951,60
8674,Utility+AC0-Water Main,585,60
8673,Utility+AC0-Water Main,128,60
8675,Utility+AC0-Water Service Line,44,60
8677,Utility+AC0-Other,147,60
8681,Utility+AC0-Gas High Pressure,639,60
8688,Utility+AC0-Sewer Service,152,60
8700,Utility+AC0-Power Outage,408,60
8708,Utility+AC0-Water Main,2951,60
8701,Utility+AC0-Other,61,60
8705,Utility+AC0-Power Outage,83,60
8707,Utility+AC0-Water Main,735,60
8709,Utility+AC0-Water Main,881,60
8715,Utility+AC0-Transformer,500,60
8717,Utility+AC0-Power Outage,159,60
8721,Utility+AC0-Power Outage,38,60
8724,Utility+AC0-Power Outage,145,60
8730,Utility+AC0-Manhole,35,60
8732,Utility+AC0-Gas Main Rupture,60,60
8733,Utility+AC0-Power Outage,751,60
8734,Utility+AC0-Power Outage,50,60
8739,Utility+AC0-Network Condition,1673,60
8740,Utility+AC0-Other,123,60
8746,Utility+AC0-Water Service Line,120,60
8748,Utility+AC0-Other,86,60
8751,Utility+AC0-Water Main,1277,60
8754,Utility+AC0-Water Main,477,60
8780,Utility+AC0-Power Outage,1839,60
5435,Utility+AC0-Power Outage,438,60
8776,Utility+AC0-Power Outage,15,60
3993,Utility+AC0-Other,438,60
8786,Utility+AC0-Other,2951,60
8777,Utility+AC0-Power Outage,734,60
8781,Utility+AC0-Electric Overhead,872,60
5437,Utility+AC0-Electric Overhead,438,60
5440,Utility+AC0-Power Outage,438,60
8784,Utility+AC0-Power Outage,780,60
8789,Utility+AC0-Power Outage,78,60
8791,Utility+AC0-Gas Main Rupture,110,60
8793,Utility+AC0-Water Main,673,60
8794,Utility+AC0-Water Main,1519,60
3981,Utility+AC0-Water Main,438,60
8795,Utility+AC0-Water Main,481,60
4222,Utility+AC0-Water Service Line,438,60
8838,Utility+AC0-Water Service Line,1361,60
8845,Utility+AC0-Water Main,2013,60
5256,Utility+AC0-Water Main,438,60
8849,Utility+AC0-Other,2951,60
3998,Utility+AC0-Other,438,60
2077,Utility+AC0-Other,438,60
8856,Utility+AC0-Electric Overhead,115,60
8857,Utility+AC0-Other,112,60
3634,Utility+AC0-Water Service Line,438,60
8859,Utility+AC0-Water Service Line,1441,60
3434,Utility+AC0-Power Outage,438,60
8868,Utility+AC0-Power Outage,2937,60
1856,Utility+AC0-Power Outage,438,60
8864,Utility+AC0-Power Outage,155,60
8865,Utility+AC0-Power Outage,161,60
4697,Utility+AC0-Water Main,438,60
8874,Utility+AC0-Water Main,2484,60
4411,Utility+AC0-Water Main,438,60
8871,Utility+AC0-Water Service Line,719,60
8877,Utility+AC0-Other,1371,60
4653,Utility+AC0-Other,438,60
8876,Utility+AC0-Water Main,536,60
1731,Utility+AC0-Water Main,438,60
4652,Utility+AC0-Water Main,438,60
8879,Utility+AC0-Water Main,1701,60
8889,Utility+AC0-Power Outage,708,60
1671,Utility+AC0-Water Main,438,60
8898,Utility+AC0-Water Main,1517,60
4582,Utility+AC0-Water Main,438,60
8908,Utility+AC0-Water Main,2951,60
8912,Utility+AC0-Other,1079,60
4369,Utility+AC0-Water Main,438,60
8934,Utility+AC0-Water Main,2951,60
1684,Utility+AC0-Water Main,438,60
8929,Utility+AC0-Gas Main Rupture,104,60
4091,Utility+AC0-Water Main,438,60
8933,Utility+AC0-Water Main,1552,60
1670,Utility+AC0-Water Main,438,60
8897,Utility+AC0-Other,689,60
8945,Utility+AC0-Water Main,1490,60
1615,Utility+AC0-Water Main,438,60
8947,Utility+AC0-Other,59,60
8949,Utility+AC0-Other,46,60
2761,Utility+AC0-Manhole,438,60
8953,Utility+AC0-Manhole,702,60
8959,Utility+AC0-Gas High Pressure,2951,60
2673,Utility+AC0-Gas High Pressure,438,60
1519,Utility+AC0-Gas High Pressure,438,60
8954,Utility+AC0-Other,132,60
8957,Utility+AC0-Water Main,1258,60
3704,Utility+AC0-Water Service Line,438,60
8960,Utility+AC0-Water Service Line,328,60
2608,Utility+AC0-Water Main,438,60
8962,Utility+AC0-Water Main,221,60
8956,Utility+AC0-Other,433,60
8965,Utility+AC0-Other,343,60
8964,Utility+AC0-Water Main,79,60
8974,Utility+AC0-Water Main,412,60
8982,Utility+AC0-Other,621,60
9000,Utility+AC0-Other,323,60
9007,Utility+AC0-Other,50,60
1418,Utility+AC0-Gas High Pressure,2951,60
1403,Utility+AC0-Gas High Pressure,438,60
3489,Utility+AC0-Gas High Pressure,438,60
1404,Utility+AC0-Phone Outage,438,60
1160,Utility+AC0-Phone Outage,438,60
2369,Utility+AC0-Water Main,438,60
2072,Utility+AC0-Water Main,687,60
9010,Utility+AC0-Water Main,554,60
5880,Utility+AC0-Sewer Service,146,60
5879,Utility+AC0-Water Service Line,33,60
3623,Utility+AC0-Power Outage,2148,60
136,Utility+AC0-Power Outage,558,60
5193,Utility+AC0-Other,11,60
2,Utility+AC0-Other,438,60
5425,Utility+AC0-Other,1543,60
5696,Utility+AC0-Water Main,1499,60
2292,Utility+AC0-Water Main,438,60
13,Utility+AC0-Other,438,60
5818,Utility+AC0-Other,438,60
937,Utility+AC0-Other,438,60
5622,Utility+AC0-Other,2951,60
4504,Utility+AC0-Water Main,578,60
3942,Utility+AC0-Manhole,283,60
1521,Utility+AC0-Power Outage,438,60
1034,Utility+AC0-Power Outage,1326,60
5321,Utility+AC0-Power Outage,83,60
2045,Utility+AC0-Water Main,438,60
1090,Utility+AC0-Water Main,679,60
5,Utility+AC0-Water Main,438,60
1358,Utility+AC0-Water Main,965,60
7,Utility+AC0-Water Main,438,60
1621,Utility+AC0-Water Main,766,60
2373,Utility+AC0-Gas High Pressure,70,60
1190,Utility+AC0-Water Service Line,438,60
4723,Utility+AC0-Water Service Line,2951,60
2546,Utility+AC0-Water Service Line,438,60
2516,Utility+AC0-Other,20,60
1189,Utility+AC0-Other,438,60
4857,Utility+AC0-Other,2951,60
2399,Utility+AC0-Other,438,60
3690,Utility+AC0-Water Main,549,60
5258,Utility+AC0-Power Outage,63,60
1220,Utility+AC0-Other,51,60
3016,Utility+AC0-Other,176,60
5859,Utility+AC0-Water Main,2841,60
24,Utility+AC0-Water Main,438,60
74,Utility+AC0-Water Main,438,60
1039,Utility+AC0-Gas High Pressure,1519,60
182,Utility+AC0-Gas High Pressure,211,60
1419,Utility+AC0-Water Main,511,60
185,Utility+AC0-Water Main,438,60
1551,Utility+AC0-Other,136,60
5924,Utility+AC0-Water Main,886,60
2023,Utility+AC0-Power Outage,74,60
4388,Utility+AC0-Other,1544,60
2014,Utility+AC0-Other,438,60
4417,Utility+AC0-Water Main,429,60
5057,Utility+AC0-Power Outage,38,60
5487,Utility+AC0-Water Main,503,60
1089,Utility+AC0-Water Main,438,60
5603,Utility+AC0-Electric Feeder Cable,70,60
5715,Utility+AC0-Manhole,75,60
1091,Utility+AC0-Gas Service Line,214,60
471,Utility+AC0-Steam Service Line,438,60
121,Utility+AC0-Steam Service Line,438,60
1188,Utility+AC0-Steam Service Line,2951,60
1974,Utility+AC0-Other,277,60
793,Utility+AC0-Other,438,60
2507,Utility+AC0-Other,438,60
81,Utility+AC0-Other,438,60
120,Utility+AC0-Other,927,60
2853,Utility+AC0-Other,2951,60
2451,Utility+AC0-Other,438,60
4314,Utility+AC0-Other,438,60
3462,Utility+AC0-Power Outage,165,60
2452,Utility+AC0-Water Main,438,60
5906,Utility+AC0-Water Main,1548,60
3546,Utility+AC0-Water Main,438,60
3969,Utility+AC0-Water Main,1173,60
1093,Utility+AC0-Water Main,884,60
4703,Utility+AC0-Sewer Service,1110,60
61,Utility+AC0-Water Main,438,60
4266,Utility+AC0-Water Main,438,60
1094,Utility+AC0-Water Main,2951,60
848,Utility+AC0-Water Main,438,60
0,Utility+AC0-Water Main,438,60
2508,Utility+AC0-Water Main,438,60
469,Utility+AC0-Water Main,438,60
3235,Utility+AC0-Water Main,2951,60
1221,Utility+AC0-Power Outage,64,60
1359,Utility+AC0-Manhole,153,60
1423,Utility+AC0-Power Outage,115,60
1898,Utility+AC0-Manhole,99,60
2376,Utility+AC0-Power Outage,97,60
4087,Utility+AC0-Water Main,438,60
5194,Utility+AC0-Water Main,2263,60
134,Utility+AC0-Water Main,438,60
3943,Utility+AC0-Power Outage,93,60
46,Utility+AC0-Power Outage,438,60
485,Utility+AC0-Power Outage,438,60
37,Utility+AC0-Power Outage,438,60
1640,Utility+AC0-Power Outage,438,60
47,Utility+AC0-Water Service Line,438,60
2489,Utility+AC0-Water Service Line,438,60
1951,Utility+AC0-Water Service Line,2951,60
5604,Utility+AC0-Water Service Line,109,60
5623,Utility+AC0-Other,297,60
5820,Utility+AC0-Power Outage,82,60
1927,Utility+AC0-Water Main,539,60
1871,Utility+AC0-Water Main,8,60
3894,Utility+AC0-Gas Low Pressure,2951,60
2080,Utility+AC0-Gas Low Pressure,438,60
115,Utility+AC0-Gas Low Pressure,438,60
2379,Utility+AC0-Gas Low Pressure,438,60
2133,Utility+AC0-Gas Low Pressure,438,60
102,Utility+AC0-Gas Low Pressure,2951,60
3461,Utility+AC0-Gas Low Pressure,438,60
41,Utility+AC0-Gas Low Pressure,438,60
19,Utility+AC0-Gas Low Pressure,438,60
42,Utility+AC0-Gas Low Pressure,438,60
141,Utility+AC0-Gas Low Pressure,438,60
1741,Utility+AC0-Power Outage,219,60
1899,Utility+AC0-Water Main,451,60
2142,Utility+AC0-Water Main,438,60
4239,Utility+AC0-Power Outage,1021,60
77,Utility+AC0-Power Outage,438,60
4505,Utility+AC0-Manhole,53,60
4602,Utility+AC0-Water Service Line,503,60
4650,Utility+AC0-Power Outage,700,60
1996,Utility+AC0-Power Outage,438,60
4624,Utility+AC0-Power Outage,74,60
4901,Utility+AC0-Electric Overhead,70,60
5956,Utility+AC0-Water Main,965,60
1948,Utility+AC0-Water Main,438,60
1138,Utility+AC0-Other,2951,60
1924,Utility+AC0-Other,438,60
5717,Utility+AC0-Steam Main,1586,60
83,Utility+AC0-Steam Main,438,60
1928,Utility+AC0-Power Outage,2951,60
1934,Utility+AC0-Power Outage,438,60
727,Utility+AC0-Power Outage,455,60
5978,Utility+AC0-Electric Overhead,81,60
5860,Utility+AC0-Electric Feeder Cable,120,60
2518,Utility+AC0-Other,41,60
2603,Utility+AC0-Water Service Line,91,60
3465,Utility+AC0-Water Main,535,60
3740,Utility+AC0-Manhole,362,60
4704,Utility+AC0-Other,574,60
5388,Utility+AC0-Water Main,1748,60
103,Utility+AC0-Water Main,438,60
5488,Utility+AC0-Other,1841,60
96,Utility+AC0-Other,438,60
3364,Utility+AC0-Electric Feeder Cable,2951,60
4902,Utility+AC0-Gas High Pressure,270,60
5467,Utility+AC0-Power Outage,160,60
5799,Utility+AC0-Gas Service Line,1060,60
144,Utility+AC0-Gas Service Line,438,60
1263,Utility+AC0-Power Outage,556,60
3382,Utility+AC0-Water Main,391,60
6003,Utility+AC0-Power Outage,45,60
4880,Utility+AC0-Phone Outage,341,60
4859,Utility+AC0-Phone Outage,256,60
1685,Utility+AC0-Power Outage,280,60
1872,Utility+AC0-Power Outage,338,60
4461,Utility+AC0-Power Outage,63,60
1240,Utility+AC0-Water Main,786,60
172,Utility+AC0-Water Service Line,438,60
1264,Utility+AC0-Water Service Line,148,60
3837,Utility+AC0-Water Main,2951,60
222,Utility+AC0-Water Main,438,60
5915,Utility+AC0-Water Main,2951,60
2402,Utility+AC0-Water Main,438,60
2179,Utility+AC0-Gas Service Line,262,60
220,Utility+AC0-Manhole,438,60
3550,Utility+AC0-Manhole,974,60
3970,Utility+AC0-Other,615,60
4021,Utility+AC0-Power Outage,265,60
2509,Utility+AC0-Water Main,438,60
2124,Utility+AC0-Water Main,2951,60
231,Utility+AC0-Water Main,438,60
229,Utility+AC0-Water Main,438,60
1901,Utility+AC0-Water Main,1961,60
4964,Utility+AC0-Water Main,1368,60
189,Utility+AC0-Water Main,438,60
5108,Utility+AC0-Water Main,405,60
226,Utility+AC0-Water Main,438,60
1998,Utility+AC0-Water Main,143,60
3238,Utility+AC0-Steam Service Line,76,60
4990,Utility+AC0-Water Main,291,60
1116,Utility+AC0-Manhole,387,60
513,Utility+AC0-Water Main,438,60
5624,Utility+AC0-Water Main,2951,60
2628,Utility+AC0-Water Main,438,60
6047,Utility+AC0-Water Main,68,60
5970,Utility+AC0-Power Outage,144,60
5344,Utility+AC0-Water Main,274,60
1517,Utility+AC0-Water Main,438,60
1308,Utility+AC0-Water Main,1243,60
49,Utility+AC0-Water Main,438,60
1514,Utility+AC0-Water Main,438,60
1999,Utility+AC0-Water Main,2186,60
1792,Utility+AC0-Power Outage,71,60
2993,Utility+AC0-Power Outage,12,60
4924,Utility+AC0-Power Outage,440,60
3743,Utility+AC0-Power Outage,886,60
1377,Utility+AC0-Power Outage,438,60
3719,Utility+AC0-Gas High Pressure,20,60
5109,Utility+AC0-Other,84,60
62,Utility+AC0-Water Service Line,438,60
6075,Utility+AC0-Water Service Line,282,60
5428,Utility+AC0-Gas High Pressure,523,60
1553,Utility+AC0-Gas High Pressure,1354,60
1336,Utility+AC0-Gas High Pressure,438,60
1424,Utility+AC0-Gas High Pressure,84,60
1475,Utility+AC0-Power Outage,422,60
1873,Utility+AC0-Manhole,1472,60
65,Utility+AC0-Manhole,438,60
6105,Utility+AC0-Power Outage,345,60
1663,Utility+AC0-Power Outage,423,60
2000,Utility+AC0-Power Outage,512,60
3952,Utility+AC0-Power Outage,460,60
1143,Utility+AC0-Power Outage,211,60
5946,Utility+AC0-Other,110,60
866,Utility+AC0-Manhole,361,60
3788,Utility+AC0-Manhole,1427,60
2049,Utility+AC0-Water Main,438,60
6118,Utility+AC0-Water Main,1389,60
2378,Utility+AC0-Steam Main,936,60
4603,Utility+AC0-Water Service Line,78,60
4945,Utility+AC0-Gas Main Rupture,108,60
5137,Utility+AC0-Gas High Pressure,60,60
5296,Utility+AC0-Other,476,60
5276,Utility+AC0-Gas High Pressure,218,60
5407,Utility+AC0-Power Outage,266,60
104,Utility+AC0-Power Outage,438,60
1329,Utility+AC0-Gas Main Rupture,47,60
2768,Utility+AC0-Water Service Line,1053,60
127,Utility+AC0-Water Service Line,438,60
2494,Utility+AC0-Water Main,1246,60
1874,Utility+AC0-Other,180,60
2239,Utility+AC0-Other,213,60
5947,Utility+AC0-Power Outage,24,60
852,Utility+AC0-Other,438,60
5909,Utility+AC0-Other,1889,60
5823,Utility+AC0-Water Service Line,43,60
1170,Utility+AC0-Power Outage,852,60
1167,Utility+AC0-Water Main,438,60
1425,Utility+AC0-Water Main,946,60
1688,Utility+AC0-Water Main,1734,60
1060,Utility+AC0-Water Main,438,60
1176,Utility+AC0-Water Main,438,60
3212,Utility+AC0-Water Main,1395,60
4787,Utility+AC0-Water Main,702,60
143,Utility+AC0-Water Main,438,60
6024,Utility+AC0-Power Outage,101,60
2001,Utility+AC0-Power Outage,121,60
3693,Utility+AC0-Water Main,821,60
3650,Utility+AC0-Power Outage,74,60
4345,Utility+AC0-Water Service Line,212,60
4346,Utility+AC0-Gas High Pressure,2,60
5199,Utility+AC0-Gas High Pressure,1514,60
648,Utility+AC0-Gas High Pressure,438,60
