139.35,111.816666,144.34999
111.816666,144.34999,74.6
144.34999,74.6,603.85
74.6,603.85,100.61667
603.85,100.61667,57.966667
100.61667,57.966667,154.56667
57.966667,154.56667,1217.3
154.56667,1217.3,1215.4834
1217.3,1215.4834,799.86664
1215.4834,799.86664,58.166664
799.86664,58.166664,309.94043
58.166664,309.94043,2171.75
309.94043,2171.75,39.366665
2171.75,39.366665,516.89996
39.366665,516.89996,2708.6833
516.89996,2708.6833,2054.3667
2708.6833,2054.3667,1151.5834
2054.3667,1151.5834,345.93335
1151.5834,345.93335,1301.1166
345.93335,1301.1166,435.88336
1301.1166,435.88336,680.45
435.88336,680.45,288.46667
680.45,288.46667,440.31668
288.46667,440.31668,792.26666
440.31668,792.26666,562.0167
792.26666,562.0167,820.3277
562.0167,820.3277,120.88333
820.3277,120.88333,79.65
120.88333,79.65,79.53333
79.65,79.53333,112.72049
79.53333,112.72049,94.577225
589.26666,106.88333,10.45
106.88333,10.45,116.1
10.45,116.1,72.98333
116.1,72.98333,1342.1167
72.98333,1342.1167,87.76666
1342.1167,87.76666,42.516666
87.76666,42.516666,1173.3167
42.516666,1173.3167,246.06667
1173.3167,246.06667,110.200005
246.06667,110.200005,1230.4166
110.200005,1230.4166,893.1
1230.4166,893.1,833.1666
893.1,833.1666,154.06668
833.1666,154.06668,264.71667
154.06668,264.71667,38.05
264.71667,38.05,117.40935
38.05,117.40935,386.75
117.40935,386.75,160.05006
386.75,160.05006,2714.1333
1104.1333,813.7833,935.8903
813.7833,935.8903,138.5
935.8903,138.5,459.71664
138.5,459.71664,65.46667
459.71664,65.46667,1651.95
65.46667,1651.95,97.08333
1651.95,97.08333,179.61667
97.08333,179.61667,1206.9166
179.61667,1206.9166,540.01666
1206.9166,540.01666,423.73334
540.01666,423.73334,1022.5333
423.73334,1022.5333,218.95
1022.5333,218.95,52.683334
218.95,52.683334,378.4
52.683334,378.4,667.48334
378.4,667.48334,34.45
667.48334,34.45,156.68333
34.45,156.68333,395.5
156.68333,395.5,1141.5667
395.5,1141.5667,324.4
1141.5667,324.4,2862.1833
324.4,2862.1833,299.18335
2862.1833,299.18335,71.083336
299.18335,71.083336,495.80002
71.083336,495.80002,1014.45
495.80002,1014.45,1434.2667
1014.45,1434.2667,75.416664
1434.2667,75.416664,474.0375
75.416664,474.0375,31.416668
845.45,51.533333,240.45
51.533333,240.45,298.63333
240.45,298.63333,487.70956
298.63333,487.70956,2145.5835
487.70956,2145.5835,354.5371
2145.5835,354.5371,2627.2332
354.5371,2627.2332,453.86667
2627.2332,453.86667,78.65
453.86667,78.65,3085.8853
78.65,3085.8853,477.81668
3085.8853,477.81668,1302.9333
477.81668,1302.9333,148.78333
1302.9333,148.78333,123.683334
148.78333,123.683334,125.96274
123.683334,125.96274,1038.3167
125.96274,1038.3167,2070.6667
1038.3167,2070.6667,112.28333
2070.6667,112.28333,249.37218
112.28333,249.37218,131.81667
249.37218,131.81667,2132.3167
131.81667,2132.3167,2305.0498
2132.3167,2305.0498,869.5333
2305.0498,869.5333,799.31665
869.5333,799.31665,2250.0833
799.31665,2250.0833,105.01667
2250.0833,105.01667,1011.18335
105.01667,1011.18335,1344.4167
1011.18335,1344.4167,65.9
1344.4167,65.9,977.45
65.9,977.45,609.85
977.45,609.85,834.85
609.85,834.85,49.916664
834.85,49.916664,62.716663
49.916664,62.716663,463.35
62.716663,463.35,262.51666
463.35,262.51666,210.11667
262.51666,210.11667,1573.2001
210.11667,1573.2001,66.58333
1573.2001,66.58333,240.23332
623.4528,860.29376,635.64996
860.29376,635.64996,1046.6666
635.64996,1046.6666,187.55
1046.6666,187.55,386.38333
187.55,386.38333,62.557175
386.38333,62.557175,81.31667
62.557175,81.31667,158.81667
81.31667,158.81667,328.2
158.81667,328.2,2771.4666
328.2,2771.4666,117.86666
2771.4666,117.86666,227.66667
117.86666,227.66667,30.516666
227.66667,30.516666,122.38334
30.516666,122.38334,728.1
122.38334,728.1,85.58333
728.1,85.58333,594.2
85.58333,594.2,91.73333
594.2,91.73333,125.916664
91.73333,125.916664,101.13333
125.916664,101.13333,98.933334
101.13333,98.933334,962.4667
98.933334,962.4667,316.56668
962.4667,316.56668,122.33333
316.56668,122.33333,1614.0
122.33333,1614.0,1458.5333
1614.0,1458.5333,1885.8666
1458.5333,1885.8666,73.049995
1885.8666,73.049995,295.26392
73.049995,295.26392,1085.1333
295.26392,1085.1333,1519.5001
1085.1333,1519.5001,871.45
1519.5001,871.45,434.06668
871.45,434.06668,711.8271
434.06668,711.8271,1359.9834
711.8271,1359.9834,86.55
1359.9834,86.55,682.0333
86.55,682.0333,1225.65
682.0333,1225.65,67.05
1225.65,67.05,92.73333
67.05,92.73333,109.28333
92.73333,109.28333,105.083336
109.28333,105.083336,25.03995
105.083336,25.03995,792.05
95.35934,131.98334,279.65
131.98334,279.65,287.20572
279.65,287.20572,423.3333
287.20572,423.3333,295.69998
423.3333,295.69998,955.4333
295.69998,955.4333,69.81667
955.4333,69.81667,1018.9166
69.81667,1018.9166,227.14265
1018.9166,227.14265,508.96667
227.14265,508.96667,2605.1667
508.96667,2605.1667,887.26666
2605.1667,887.26666,546.93335
887.26666,546.93335,164.31667
546.93335,164.31667,1280.25
164.31667,1280.25,207.31667
1280.25,207.31667,110.96667
207.31667,110.96667,283.9833
110.96667,283.9833,175.16667
283.9833,175.16667,141.25
175.16667,141.25,211.44333
141.25,211.44333,585.05
211.44333,585.05,128.2
585.05,128.2,44.716667
128.2,44.716667,147.90001
44.716667,147.90001,639.36664
147.90001,639.36664,152.13333
639.36664,152.13333,408.3333
152.13333,408.3333,211.75642
408.3333,211.75642,61.883335
211.75642,61.883335,83.96667
61.883335,83.96667,735.4333
83.96667,735.4333,881.51666
735.4333,881.51666,500.5
881.51666,500.5,159.58334
500.5,159.58334,38.883335
159.58334,38.883335,145.36667
38.883335,145.36667,35.3
145.36667,35.3,60.116665
35.3,60.116665,751.11664
60.116665,751.11664,50.65
751.11664,50.65,1673.5167
50.65,1673.5167,123.46667
1673.5167,123.46667,120.38333
123.46667,120.38333,86.61666
120.38333,86.61666,1277.7333
86.61666,1277.7333,477.96667
1277.7333,477.96667,782.15234
477.96667,782.15234,1839.3999
782.15234,1839.3999,15.333333
1839.3999,15.333333,299.5668
15.333333,299.5668,135.32991
299.5668,135.32991,734.19995
135.32991,734.19995,719.3486
734.19995,719.3486,872.45
719.3486,872.45,780.65
872.45,780.65,224.28444
780.65,224.28444,78.78333
224.28444,78.78333,110.98333
78.78333,110.98333,673.5
110.98333,673.5,1519.0834
673.5,1519.0834,246.31815
1519.0834,246.31815,481.96667
246.31815,481.96667,133.36694
481.96667,133.36694,1361.6667
133.36694,1361.6667,632.16187
912.6167,94.0,349.94128
94.0,349.94128,577.75366
349.94128,577.75366,386.86618
577.75366,386.86618,22.370096
386.86618,22.370096,462.44998
22.370096,462.44998,69.2
462.44998,69.2,974.51666
69.2,974.51666,29.452747
974.51666,29.452747,134.3
29.452747,134.3,50.066666
134.3,50.066666,73.5
50.066666,73.5,2832.4167
73.5,2832.4167,350.82764
2832.4167,350.82764,685.9001
350.82764,685.9001,43.399998
685.9001,43.399998,41.86667
43.399998,41.86667,54.0
41.86667,54.0,98.649994
54.0,98.649994,34.35
98.649994,34.35,676.9
34.35,676.9,367.68332
676.9,367.68332,107.7
367.68332,107.7,147.81667
107.7,147.81667,573.93335
147.81667,573.93335,62.466667
573.93335,62.466667,652.76666
62.466667,652.76666,537.55
652.76666,537.55,118.25
537.55,118.25,898.36005
118.25,898.36005,1177.1833
898.36005,1177.1833,120.65
1177.1833,120.65,439.75
120.65,439.75,286.35
439.75,286.35,966.2167
