iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,629725.2,626709.5,793.55,791.6498
2500,430575.56,461682.8,656.18,679.4509
5000,413787.7,461893.34,643.22,679.6249
7500,391698.1,475513.6,625.61,689.5574
10000,375007.72,474350.1,611.88,688.6934
12500,363594.0,489830.75,602.37,699.856
15000,314546.8,519206.66,559.58,720.4283
17500,299515.9,543954.3,545.99,737.3666
20000,259110.42,557707.25,506.05,746.5519
22500,246973.4,534303.75,494.21,730.4479
25000,256631.56,532788.5,504.54,729.2797
27500,267608.97,572507.56,515.21,756.1197
30000,223099.69,572513.5,468.84,756.1995
32500,232254.69,554237.75,479.44,743.9187
35000,323616.62,564981.06,568.57,750.3319
37500,242212.34,572607.94,489.89,756.332
40000,244103.61,561957.4,491.91,748.915
42500,227770.19,558523.8,473.94,746.1582
45000,226585.14,524701.4,472.67,724.1118
47500,230611.27,569563.2,477.72,754.0827
50000,246091.7,577482.3,493.45,759.0863
52500,222644.8,562855.7,467.86,749.2919
55000,245195.86,560745.2,492.32,748.4469
57500,226983.4,571799.44,472.93,755.6008
60000,291538.34,528860.2,538.56,726.1786
62500,233592.66,565494.6,480.42,751.0796
65000,246297.78,546866.1,493.92,738.6251
67500,306037.0,541283.94,552.29,735.4233
70000,260271.72,562917.25,508.7,749.4139
72500,231509.19,532159.8,477.81,728.9983
75000,272083.38,530644.06,519.8,728.2176
77500,294320.62,524888.5,541.38,724.1206
