iteration,trainRMSE
0,"[793.3345679215346, 793.3371294714395, 793.3846232424446, 793.3854001932483, 794.3181151017918]"
2500,"[657.1000492525585, 657.5594392491133, 654.3927515350381, 656.4640878343415, 655.3879789272088]"
5000,"[655.59355254261, 646.492423822998, 638.0457893599614, 641.8477894671598, 634.1186023704057]"
7500,"[653.5723810506194, 633.6798299695686, 620.4785580560958, 619.194052734152, 601.1496603826769]"
10000,"[652.1324580868753, 619.6755509875009, 600.932657047104, 609.6444477999596, 577.0332304399149]"
12500,"[650.1499575390377, 611.501373305478, 588.9813908902208, 590.8454849274078, 570.3759647094939]"
15000,"[606.8297728269343, 594.3934855318606, 547.7842542770566, 546.9823768128614, 501.9017130859692]"
17500,"[596.273998842736, 584.6857100083979, 529.4414025524014, 517.4243383467646, 502.1027870918189]"
20000,"[574.7646568758782, 566.6983862125825, 487.81038512120404, 460.1839859320061, 440.77096560646874]"
22500,"[548.2315220226018, 565.3064000293372, 468.36639480242104, 447.1128748753392, 442.05313784518745]"
25000,"[546.6269309380936, 568.4688221396221, 485.67983316623156, 449.37767476731426, 472.566766613617]"
27500,"[561.8126063821966, 579.6276776473343, 491.69530813016513, 466.17293417536104, 476.7604105521697]"
30000,"[516.2607394356883, 553.9016122626042, 447.4696449829647, 425.04474532682025, 401.50741356658347]"
32500,"[514.2896977679386, 557.1334362304975, 458.7887240758015, 433.7345048250042, 433.24221487753726]"
35000,"[557.8073679405051, 585.8495507696155, 547.7758946113153, 557.271456704068, 594.164248624381]"
37500,"[523.3701845557953, 564.6108034836361, 466.86296957294735, 455.67046324299594, 438.95837368088877]"
40000,"[519.6102974130533, 568.0662656458778, 467.6684615952247, 441.4546719031484, 462.7581769404097]"
42500,"[510.73777130778325, 562.2097839384943, 458.4657973069106, 431.2977919150331, 406.9679060464077]"
45000,"[514.1589508823398, 560.6152504265882, 448.38841873833456, 429.4586506875288, 410.73245621540843]"
47500,"[509.7105026789743, 558.3628285650184, 447.8734622426258, 439.4721909353557, 433.2030337748574]"
50000,"[532.1722287447009, 574.5531938288767, 457.8615738400039, 448.15593408890345, 454.49351817802346]"
52500,"[508.1676740803859, 564.709150139931, 451.86550323521914, 411.94379166137406, 402.6374537804406]"
55000,"[533.1546729569249, 574.1977986877895, 467.94444354074056, 452.3453254957647, 433.9772140407381]"
57500,"[513.4617405869079, 565.2438203443542, 443.7285382826564, 428.9028930590065, 413.3048931886144]"
60000,"[583.1008193092293, 586.7054089772396, 503.07820422695585, 501.3884620373789, 518.5404882421802]"
62500,"[517.6185455052156, 562.7233058866299, 461.475526145711, 442.08053131802876, 418.18637679509135]"
65000,"[527.554288382829, 571.166391349445, 469.3207377807124, 460.2695589637003, 441.28306236449333]"
67500,"[572.0378253264548, 603.6807661912854, 540.867184771536, 524.0800524017229, 520.7891882307553]"
70000,"[534.2351062291942, 570.1219312817345, 492.42506732354224, 463.8633582945299, 482.8574483335897]"
72500,"[506.88987982339904, 569.5519184525971, 466.938637690445, 438.8674807653364, 406.78305240558865]"
75000,"[538.828329594648, 582.8826366387227, 522.8268017900768, 503.56153707425653, 450.8842792115202]"
77500,"[566.1033010342966, 593.6238146419441, 518.1523968177125, 533.6212474995674, 495.37583851377485]"
