86.933334,67.666664,283.11664
67.666664,283.11664,44.0
283.11664,44.0,203.63335
44.0,203.63335,184.63335
203.63335,184.63335,4546.6
184.63335,4546.6,120.91667
4546.6,120.91667,62.600002
120.91667,62.600002,2159.7334
62.600002,2159.7334,89.35
2159.7334,89.35,50.566666
89.35,50.566666,542.23334
50.566666,542.23334,116.20001
542.23334,116.20001,118.11666
116.20001,118.11666,84.75
118.11666,84.75,1463.8666
84.75,1463.8666,3562.7666
1463.8666,3562.7666,107.3
3562.7666,107.3,2460.9832
107.3,2460.9832,241.96666
2460.9832,241.96666,48.38333
241.96666,48.38333,80.03333
48.38333,80.03333,286.44998
80.03333,286.44998,163.95001
286.44998,163.95001,103.88333
1561.0667,424.16666,913.25
424.16666,913.25,4587.6
913.25,4587.6,721.18335
4587.6,721.18335,88.816666
721.18335,88.816666,74.48333
88.816666,74.48333,88.36666
74.48333,88.36666,831.8333
88.36666,831.8333,1242.8833
831.8333,1242.8833,1469.6166
1242.8833,1469.6166,51.05
1469.6166,51.05,1457.8833
51.05,1457.8833,489.88333
1457.8833,489.88333,39.1
489.88333,39.1,7174.033
39.1,7174.033,217.46667
7174.033,217.46667,102.03334
217.46667,102.03334,193.86667
102.03334,193.86667,1517.2666
193.86667,1517.2666,671.80005
1517.2666,671.80005,1285.7334
671.80005,1285.7334,263.68332
148.16667,152.75,1123.75
152.75,1123.75,113.166664
1123.75,113.166664,1367.1833
113.166664,1367.1833,21.766666
1367.1833,21.766666,129.65001
21.766666,129.65001,2485.4165
129.65001,2485.4165,499.15002
2485.4165,499.15002,211.88335
499.15002,211.88335,89.26667
211.88335,89.26667,5760.15
89.26667,5760.15,749.18335
5760.15,749.18335,178.81668
749.18335,178.81668,203.28334
178.81668,203.28334,5135.9497
203.28334,5135.9497,168.83333
5135.9497,168.83333,1378.6832
168.83333,1378.6832,261.18332
1378.6832,261.18332,2491.5166
434.98334,106.816666,456.46664
106.816666,456.46664,634.18335
456.46664,634.18335,94.76667
634.18335,94.76667,260.18332
94.76667,260.18332,38.333336
260.18332,38.333336,173.88335
38.333336,173.88335,39.633335
173.88335,39.633335,151.56668
39.633335,151.56668,1545.3334
151.56668,1545.3334,868.8667
1545.3334,868.8667,7270.7
868.8667,7270.7,1079.7167
7270.7,1079.7167,112.9
1079.7167,112.9,531.4
112.9,531.4,158.35
531.4,158.35,2896.3833
158.35,2896.3833,89.0
2896.3833,89.0,1438.4
89.0,1438.4,386.01666
5696.5835,86.833336,722.05005
86.833336,722.05005,178.65001
722.05005,178.65001,4511.717
178.65001,4511.717,239.35
4511.717,239.35,1858.5166
239.35,1858.5166,138.75002
1858.5166,138.75002,166.6
138.75002,166.6,60.066673
166.6,60.066673,39.216667
60.066673,39.216667,173.45001
39.216667,173.45001,1528.2167
173.45001,1528.2167,6478.183
1528.2167,6478.183,7.2
6478.183,7.2,655.7
7.2,655.7,911.9667
655.7,911.9667,54.61667
911.9667,54.61667,200.25
54.61667,200.25,100.21667
200.25,100.21667,35.05
100.21667,35.05,1600.4666
35.05,1600.4666,20.466667
1600.4666,20.466667,296.85
20.466667,296.85,2539.25
296.85,2539.25,1052.0499
