iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,81508.336,168034.42,285.5,409.92
2500,32986.332,153034.11,181.5,391.1333
5000,3589.377,167900.55,59.59,409.6695
7500,934.82434,159622.72,29.69,399.4342
10000,564.2648,152819.31,22.68,390.5167
12500,536.79846,152208.72,22.19,389.8965
15000,694.56506,158239.14,26.04,397.6307
17500,314.1439,166503.81,17.12,407.5751
20000,383.837,166060.38,19.16,407.0784
22500,240.2652,164631.61,14.79,405.0045
25000,285.91937,163804.0,16.23,404.2934
27500,218.64676,161530.8,14.26,401.5054
