iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,81521.29,168058.81,285.52,409.9497
1000,68196.19,142594.25,261.14,377.6145
2000,66633.766,144302.16,258.13,379.8666
3000,65667.88,145544.84,256.26,381.4994
4000,65859.32,146534.81,256.62,382.7877
5000,65036.957,147051.97,255.0,383.465
6000,60540.855,147453.0,246.03,383.9921
7000,57849.62,149698.64,240.49,386.8896
8000,54278.082,152440.44,232.95,390.3873
9000,51358.848,157845.81,226.49,397.1174
10000,47189.305,163899.2,216.96,404.5584
11000,49125.277,167071.92,221.45,408.2996
