iteration,trainRMSE
0,"[1024.2773630788865, 1024.2894314433377, 1029.250684585372, 1029.2595886874105, 1029.777937007543]"
2500,"[768.3000548207201, 767.6995452622363, 773.7104121820311, 772.2450431962078, 773.5895464501283]"
5000,"[762.4874855477078, 762.3656229002385, 767.4956600713923, 768.5950078649591, 765.6851348675646]"
7500,"[760.7643957239823, 760.545748590937, 762.9260077207997, 763.5303550704892, 767.2232817570977]"
10000,"[757.1872269974451, 754.1203759104062, 752.8083779206623, 744.2115085340504, 753.8684016495481]"
12500,"[755.3338784614016, 752.2176909151634, 749.8547186011423, 743.6168713879026, 752.6708113581844]"
15000,"[753.5016700368043, 749.8475247761829, 750.2743888897721, 738.8825992259956, 744.6056899291133]"
17500,"[750.8098090449449, 747.782964859574, 741.4019433681609, 732.6279922569336, 727.2732759550623]"
20000,"[752.9865912511813, 748.5283473527171, 740.2736254771684, 730.8440221843457, 731.2726784956509]"
22500,"[752.7692239007648, 756.1273777815229, 766.7192110633225, 764.8679015081339, 759.827274756171]"
25000,"[771.3845935339612, 767.5919230961722, 771.4589488877889, 776.4436118593576, 771.1359120330158]"
27500,"[742.2087231665051, 748.0919670777292, 757.9867637319899, 752.5110335618809, 745.6440965759668]"
30000,"[736.0844731759747, 738.9567226392531, 748.1781096188942, 747.0809056113228, 732.2100879012945]"
32500,"[809.689925895564, 817.4638280675731, 809.6812029301465, 817.9306816162147, 821.6299947187385]"
35000,"[763.3426197425691, 766.8788268199193, 771.337556324888, 769.6754913401336, 767.6240019671062]"
37500,"[762.0521636667982, 764.338016214308, 772.9256755841693, 766.4978190224995, 770.8092199970764]"
40000,"[763.8956872612603, 754.9001982456974, 767.6155034883348, 762.1195141259095, 766.6073469919761]"
42500,"[761.2756668249597, 763.2240189011053, 767.3086331472127, 764.60370331006, 764.6139497493182]"
45000,"[764.9395541667529, 772.1141766182066, 771.3962057725254, 773.5922704532924, 772.1398835110391]"
47500,"[758.6926482608895, 761.4555263403422, 766.4287057986164, 763.7502203989977, 757.0674902652624]"
50000,"[770.6404360454492, 764.3869679441323, 758.6641658768143, 760.0764451999697, 754.4142848985306]"
52500,"[761.9472654609684, 770.1818889822092, 773.2158039984827, 774.5670780796066, 771.9289746568764]"
55000,"[758.2598148852583, 766.7870072084611, 762.9094259325337, 771.5802493751378, 770.5006556209777]"
57500,"[840.1728924486237, 834.4401145369586, 839.2773921911257, 809.4100608566883, 832.5437507563598]"
60000,"[757.1878049396461, 761.9309265949813, 755.8753436231048, 769.7783560473671, 765.9189143884184]"
62500,"[750.5507241929998, 759.8406415423818, 757.1276273569337, 768.7014366493147, 761.4940899944486]"
65000,"[755.8897472546149, 765.7380954262359, 757.6829259367298, 768.8243386126635, 761.825973722895]"
67500,"[1024.2773630788865, 1018.8760254002566, 1028.8554638070384, 1029.4755299274038, 1029.5251669377371]"
