iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,629409.25,626525.06,793.35,791.5334
2500,585663.25,580645.2,765.29,762.0007
5000,563076.2,556736.4,750.38,746.1476
7500,544241.0,536691.06,737.73,732.5919
10000,527917.4,519213.9,726.58,720.5649
12500,513619.7,503798.3,716.67,709.7873
15000,501089.2,490175.66,707.88,700.1253
17500,490167.84,478180.8,700.12,691.506
20000,480747.84,467702.94,693.36,683.8878
22500,472752.25,458661.47,687.57,677.2452
25000,466122.6,450996.44,682.73,671.5623
27500,460813.78,444661.16,678.83,666.8288
30000,456789.44,439617.8,675.86,663.0364
32500,454019.38,435835.2,673.81,660.1777
35000,452479.06,433288.6,672.67,658.2461
37500,450463.3,434948.03,671.17,659.5054
40000,449643.28,435809.88,670.55,660.1584
42500,448490.16,440221.9,669.69,663.4909
45000,445774.56,443665.0,667.66,666.0805
47500,445074.16,443881.7,667.14,666.2431
