iteration,trainRMSE
0,"[793.1557763553323, 793.1307638398456, 793.1715947354345, 793.1825987477156, 794.1243465555764]"
2500,"[765.325483942326, 765.0396488900356, 765.0547210726239, 765.0565610949432, 765.9556415990671]"
5000,"[750.3162757459777, 750.1677227025828, 750.1864760768491, 750.1866521446007, 751.0627150200584]"
7500,"[737.6318785910081, 737.5274316417095, 737.5423491258043, 737.5397510419076, 738.3922991510628]"
10000,"[726.4738899962346, 726.3938183294782, 726.4035833149183, 726.3979736759184, 727.2261639372723]"
12500,"[716.5638938039181, 716.5000517479461, 716.5041054730332, 716.4953809489133, 717.2981871525675]"
15000,"[707.7685364862144, 707.7166952218835, 707.7147139549216, 707.7028121960644, 708.4791175566572]"
17500,"[700.0146863319737, 699.972331385782, 699.9640985242816, 699.9489760450343, 700.6976307619113]"
20000,"[693.2593256422325, 693.2248184376466, 693.2101772278065, 693.1918017864396, 693.9116551140121]"
22500,"[687.4750400728826, 687.4472388551129, 687.4260708572681, 687.4044265477715, 688.0943534312668]"
25000,"[682.6437005021323, 682.6217635918003, 682.5939909432477, 682.5690737020708, 683.2279966193644]"
27500,"[678.7522033481691, 678.735487866079, 678.7010644354162, 678.6728801716204, 679.2997895568692]"
30000,"[675.7895969598858, 675.7775905798104, 675.736500749414, 675.7050703017984, 676.2990408517363]"
32500,"[673.7456778064621, 673.7379630621982, 673.6902177443772, 673.6555724476835, 674.215778242879]"
35000,"[672.6106392849653, 672.6068627941029, 672.5525104809863, 672.5146949469519, 673.040427956373]"
37500,"[671.4523723258059, 671.2384465622456, 670.9097249145157, 670.6568142906498, 671.5679276367813]"
40000,"[670.9322196813787, 670.6627708141018, 670.3665634157153, 669.9781317400808, 670.8297300389823]"
42500,"[670.6089300629335, 670.0789350407856, 669.4587188957614, 668.6814548652133, 669.6386773038096]"
45000,"[669.5670326699228, 667.9948814884227, 667.1997023182109, 666.2865465686154, 667.2626972694297]"
47500,"[669.0238934191243, 667.4195532851321, 666.4900330105039, 665.9262098627521, 666.8277994095537]"
