iteration,trainRMSE
0,"[1596.6727915739732, 1597.1078663107132, 1596.950907172098, 1597.2122205567387, 1601.04475227183, 1601.817609594639, 1601.8911946783678, 1607.544081545568, 1607.5127403792224, 1607.596608223201]"
100,"[1592.4773987092267, 1590.792850114949, 1590.0873857047397, 1590.033576490354, 1593.7283734578655, 1594.4274637798403, 1594.4175776779607, 1599.9521883032626, 1599.8208388892317, 1599.8178157370837]"
200,"[1589.497221953142, 1585.931505492746, 1585.5073229645093, 1585.731757341272, 1589.5507362954675, 1590.2991945301142, 1590.3127366177316, 1595.8556718519735, 1595.733188444254, 1595.7341724497903]"
300,"[1586.9007912910608, 1581.195075463806, 1580.7694980536078, 1581.0047058715093, 1584.8178714139044, 1585.5560928193581, 1585.5665171357873, 1591.1041528124115, 1590.9839665063153, 1590.984841520134]"
400,"[1583.118587344332, 1577.1998000563585, 1576.9458879777599, 1577.1917687404764, 1581.001728239668, 1581.7356563045428, 1581.7459095625263, 1587.2799917221187, 1587.1617669589236, 1587.1623130924522]"
500,"[1579.7186636125145, 1573.08314149383, 1572.8885732220244, 1573.1352441027386, 1576.9402089868638, 1577.669214005895, 1577.6792886678872, 1583.209602726772, 1583.0937427437614, 1583.0942573480802]"
600,"[1576.3086158132019, 1568.7574534853788, 1568.5761157680317, 1568.8193923493673, 1572.6183897979963, 1573.3420070317677, 1573.3518833554047, 1578.8780439191664, 1578.7647142190906, 1578.7651363234618]"
700,"[1571.525274055586, 1564.137870130519, 1563.9950817314555, 1564.2352559321066, 1568.0278192986525, 1568.7456360512488, 1568.7553005668776, 1574.2768644095877, 1574.1662462357692, 1574.1665291903405]"
800,"[1563.9799402648032, 1559.2454716934574, 1559.1526602204174, 1559.3899672453722, 1563.1756337922989, 1563.8872384652384, 1563.8966946747585, 1569.4132340722444, 1569.3056011943404, 1569.3058722714218]"
900,"[1557.8474010274485, 1554.047201863385, 1554.0156440143103, 1554.2559721683776, 1558.0350077214368, 1558.7400182054653, 1558.7492519013808, 1564.2602169858644, 1564.1557781693264, 1564.1560161655166]"
1000,"[1549.7990196391634, 1548.6646846947733, 1548.653920848566, 1548.8915481379715, 1552.6625429806395, 1553.3604118718515, 1553.3694072394887, 1558.8742931791908, 1558.7732835164884, 1558.7735326257027]"
1100,"[1544.0588632596116, 1543.0394394535188, 1543.028979098124, 1543.2618194280283, 1547.0238453637442, 1547.7140344195295, 1547.7227637147928, 1553.2209508062651, 1553.123590958437, 1553.1238278073333]"
1200,"[1535.977467468333, 1537.2067962987207, 1537.2069127084321, 1537.4347183739183, 1541.187133761597, 1541.8691900414642, 1541.8776432036088, 1547.3685362795932, 1547.275035778858, 1547.2752578347736]"
1300,"[1529.6426910450666, 1531.1103273773558, 1531.1066258853864, 1531.3290080495317, 1535.0709800845245, 1535.7443197055522, 1535.7524772100076, 1541.2353305786514, 1541.1459709855992, 1541.1462091205826]"
1400,"[1523.0787483326749, 1524.813518515145, 1524.8112699012654, 1525.027928124872, 1528.7586992455417, 1529.422818700411, 1529.4306660231641, 1534.904760101627, 1534.8197690764366, 1534.820022351199]"
1500,"[1516.304546543256, 1518.316903782571, 1518.3162914181187, 1518.526909345074, 1522.2456476530274, 1522.900003424276, 1522.9075283526404, 1528.372065230311, 1528.291676683082, 1528.2919497692037]"
1600,"[1509.3352805584743, 1511.6340029495982, 1511.6351780448003, 1511.8394265808147, 1515.5452535618035, 1516.1892870645022, 1516.1964529313232, 1521.6505784440492, 1521.5750582415217, 1521.5753472594824]"
1700,"[1502.1872257859195, 1504.779243672944, 1504.7823462397937, 1504.9798669395698, 1508.6718526407178, 1509.304986666498, 1509.3118040275485, 1514.7545956110412, 1514.684192510287, 1514.6845064900745]"
1800,"[1494.8776707695595, 1497.7679597916497, 1497.7731169345477, 1497.9635763317067, 1501.640738283771, 1502.2623802017308, 1502.2688044080012, 1507.6992616411565, 1507.634240354777, 1507.6345812144723]"
1900,"[1487.4249103408501, 1490.6163047224252, 1490.6236273072623, 1490.806654864217, 1494.4679525917934, 1495.0774904807602, 1495.0835080532588, 1500.5005926235451, 1500.4412243666172, 1500.441587592392]"
