iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,3900014.5,2614700.0,1974.82,1616.9976
10,3891880.5,2607747.2,1972.76,1614.8459
20,3883173.8,2600466.2,1970.55,1612.5905
30,3873811.5,2592743.5,1968.18,1610.194
40,3863780.5,2584105.5,1965.63,1607.5093
50,3851930.2,2574365.5,1962.61,1604.4773
60,3839412.0,2563891.5,1959.42,1601.2102
70,3825208.5,2551976.2,1955.79,1597.4849
80,3809392.0,2538933.2,1951.74,1593.3971
90,3792832.5,2525226.8,1947.49,1589.0906
100,3775157.2,2510650.5,1942.95,1584.4978
110,3753321.0,2492716.8,1937.32,1578.8286
120,3733122.0,2476143.2,1932.1,1573.571
130,3707368.8,2455222.0,1925.43,1566.9095
140,3685133.5,2437125.5,1919.64,1561.1239
150,3661631.8,2418160.8,1913.51,1555.0382
160,3637283.0,2398613.5,1907.14,1548.7405
170,3612224.2,2378609.8,1900.56,1542.2689
180,3586553.2,2358242.5,1893.79,1535.6519
190,3560359.8,2337597.8,1886.86,1528.9155
200,3533721.8,2316759.8,1879.79,1522.0858
210,3506731.5,2295816.5,1872.6,1515.1905
220,3479477.2,2274858.2,1865.31,1508.2584
230,3452050.8,2253971.0,1857.94,1501.3184
240,3422026.8,2230430.2,1849.85,1493.4578
250,3392616.8,2209494.2,1841.88,1486.4322
260,3364580.0,2188977.0,1834.25,1479.5147
270,3336786.0,2168985.2,1826.66,1472.7433
280,3309113.5,2149302.2,1819.07,1466.0457
290,3281372.8,2130264.8,1811.43,1459.5384
300,3254398.8,2112158.5,1803.97,1453.3228
310,3228376.5,2095249.1,1796.74,1447.4937
320,3203453.5,2079669.0,1789.79,1442.1023
330,3179739.8,2065536.8,1783.16,1437.1941
340,3157345.8,2052992.2,1776.87,1432.8236
350,3136398.5,2042152.6,1770.96,1429.0357
360,3117023.8,2033114.4,1765.48,1425.8701
370,3099338.5,2026139.9,1760.47,1423.4222
380,3083471.0,2021235.4,1755.95,1421.6989
390,3069578.2,2018560.9,1752.0,1420.758
400,3057964.5,2018374.6,1748.68,1420.6927
410,3048496.5,2020700.4,1745.97,1421.5111
420,3041615.0,2025674.2,1744.0,1423.2596
430,3037039.0,2032670.2,1742.69,1425.7156
440,3036894.2,2041900.2,1742.64,1428.9484
450,3035840.5,2046051.8,1742.34,1430.4009
460,3035500.8,2045151.0,1742.25,1430.0861
470,3034950.5,2043400.2,1742.09,1429.4739
480,3034754.0,2042515.2,1742.03,1429.1641
490,3034530.2,2043192.5,1741.97,1429.4008
500,3034350.8,2043776.9,1741.92,1429.6054
510,3034421.0,2043094.4,1741.94,1429.3668
520,3034567.2,2044117.8,1741.98,1429.7226
530,3034226.5,2043190.4,1741.88,1429.4
540,3034179.5,2043186.2,1741.87,1429.3984
550,3033984.2,2043293.0,1741.81,1429.4356
560,3033860.5,2043403.8,1741.78,1429.4747
570,3033730.8,2042978.1,1741.74,1429.3259
580,3033566.0,2043832.6,1741.69,1429.6237
590,3033477.8,2043226.8,1741.67,1429.413
600,3033320.0,2044192.5,1741.62,1429.7495
610,3033306.2,2044436.2,1741.62,1429.8344
620,3032998.8,2044381.8,1741.53,1429.8158
630,3032738.0,2044784.1,1741.46,1429.9561
640,3032489.2,2044158.1,1741.39,1429.7383
650,3032296.8,2044176.9,1741.33,1429.745
660,3032443.8,2044993.4,1741.37,1430.0295
670,3032452.8,2044201.2,1741.38,1429.7533
680,3031705.8,2045767.0,1741.16,1430.2986
690,3031322.2,2042015.5,1741.05,1428.9862
700,3030988.8,2043728.0,1740.95,1429.5848
710,3032972.8,2043019.0,1741.53,1429.3366
720,3032545.2,2042089.5,1741.4,1429.0152
730,3031954.5,2042286.2,1741.23,1429.0812
740,3030639.5,2043139.4,1740.85,1429.3806
750,3029762.2,2042385.8,1740.6,1429.1168
760,3029062.5,2042642.6,1740.4,1429.2062
770,3029339.8,2044607.0,1740.48,1429.8936
780,3029026.8,2043492.9,1740.39,1429.5045
790,3029845.5,2041309.9,1740.63,1428.7405
