iteration,trainRMSE
0,"[1983.2445804171189, 1983.6404701065778, 1985.5545999323479, 1985.587606881323, 1985.584656952966, 1964.7103312082847, 1964.707100576067, 1964.8595563644199, 1965.1147029169547, 1965.2000716615391]"
10,"[1982.382258362855, 1981.8313093470817, 1983.471779078536, 1983.3896306656077, 1983.3399348249673, 1962.445523222158, 1962.432414237115, 1962.5748020638835, 1962.821929392988, 1962.8999299508828]"
20,"[1979.649041406145, 1979.3984133078272, 1981.2162103048427, 1981.2371740037468, 1981.230520279463, 1960.3566557957633, 1960.3534613111985, 1960.499316650434, 1960.7470185856014, 1960.825259443488]"
30,"[1977.2817988705376, 1977.0553488930398, 1978.8408130834287, 1978.855328617794, 1978.8492347780698, 1957.9761555328128, 1957.9730562558102, 1958.1170625956881, 1958.3626827498724, 1958.4398537012783]"
40,"[1974.699663847853, 1974.516006767754, 1976.294438816565, 1976.3084609329508, 1976.3029047904895, 1955.4311142187375, 1955.428232891955, 1955.570257061536, 1955.813630989515, 1955.8896427941088]"
50,"[1971.6752687984545, 1971.494294537483, 1973.2782029244015, 1973.2930000846482, 1973.288027677267, 1952.417850500799, 1952.4151860090537, 1952.554826756643, 1952.7955109491877, 1952.8701328200057]"
60,"[1968.5076339854747, 1968.3080262241056, 1970.0837096708722, 1970.097167236841, 1970.0925030914796, 1949.2242101213415, 1949.2217723826893, 1949.3588642563057, 1949.5966661159614, 1949.66980246349]"
70,"[1964.7541620950603, 1964.6829447935108, 1966.4707827654577, 1966.4851816457942, 1966.4809224436779, 1945.614884941717, 1945.6126145138044, 1945.7467381925617, 1945.9812208366593, 1946.052644319707]"
80,"[1960.7546029710065, 1960.64799208052, 1962.4162214495, 1962.429073995615, 1962.4256005726086, 1941.5628169369895, 1941.56093844149, 1941.6918016221423, 1941.9225715741886, 1941.9920836781048]"
90,"[1956.3190360585827, 1956.402037595941, 1958.1907346134328, 1958.206012488026, 1958.2035575765738, 1937.3444642845643, 1937.3429037900748, 1937.4702727256229, 1937.697093800696, 1937.7645713232407]"
100,"[1951.6139565481722, 1951.8654931252072, 1953.6651898667862, 1953.6812027821409, 1953.679597161124, 1932.8249017864982, 1932.8236802592467, 1932.9472491002218, 1933.1697755920695, 1933.235041958085]"
110,"[1946.0490855923963, 1946.2485596736703, 1948.0293818099772, 1948.043327422666, 1948.0423128253633, 1927.1937719680477, 1927.1929697339936, 1927.3117231994406, 1927.5288048793918, 1927.5912694312724]"
120,"[1940.7473083165262, 1941.04761158095, 1942.817430864561, 1942.829401113753, 1942.8289598016815, 1921.986878146264, 1921.9864692160265, 1922.100686640581, 1922.3126374271292, 1922.372463294131]"
130,"[1934.1763398473918, 1934.3778747453086, 1936.1279810032029, 1936.1371288965852, 1936.137455426793, 1915.304814437105, 1915.3049233612892, 1915.4131981528565, 1915.6184228724348, 1915.6747920271616]"
140,"[1928.3756059962523, 1928.6052937595628, 1930.3446810503106, 1930.3521289779364, 1930.3531854661637, 1909.5298134026527, 1909.5303787118967, 1909.6334021259997, 1909.8326797391082, 1909.8859947018723]"
150,"[1922.1778391188445, 1922.4824015952313, 1924.2178810083315, 1924.2239436328111, 1924.2258994201525, 1903.4135472190333, 1903.414608391502, 1903.5119499037146, 1903.7047866419477, 1903.7547961419011]"
160,"[1915.8109386497213, 1916.1226168111311, 1917.8410164985626, 1917.8442618435843, 1917.8469592122635, 1897.0474270333498, 1897.049006409623, 1897.1402918355764, 1897.3262611132295, 1897.3727488583968]"
170,"[1909.248784521859, 1909.5552463504582, 1911.253480855499, 1911.2535492630022, 1911.2569993791176, 1890.4722642784825, 1890.474403499376, 1890.559273193899, 1890.737961039444, 1890.7807196073989]"
180,"[1902.5021435709818, 1902.8034015546132, 1904.4802848856034, 1904.4769998242348, 1904.4812505781229, 1883.7135145899608, 1883.7162376271533, 1883.7943394496867, 1883.965342817623, 1884.0041651311685]"
190,"[1895.591959299779, 1895.8881591347513, 1897.5424656197745, 1897.5356605866011, 1897.5407547880884, 1876.7924578709421, 1876.7957951608378, 1876.8667655475972, 1877.0296642565306, 1877.0643407381856]"
200,"[1888.5388312030832, 1888.8301794785714, 1890.4606665194704, 1890.4501675633019, 1890.456154374968, 1869.729970840852, 1869.733953217925, 1869.7974250545292, 1869.9517950073123, 1869.9821127235164]"
210,"[1881.3641715453218, 1881.6510156452603, 1883.2564198142643, 1883.2420505929451, 1883.2489625114329, 1862.5478594965368, 1862.5525182041363, 1862.608118258166, 1862.7535273696456, 1862.7792699020442]"
220,"[1874.0896608025746, 1874.373386865133, 1875.952405967265, 1875.9339807725094, 1875.9418627212947, 1855.2690884333892, 1855.2744551134122, 1855.321804057283, 1855.4578122067996, 1855.4787596704095]"
230,"[1866.7295211209234, 1867.0213001540621, 1868.5725988249783, 1868.5499438853235, 1868.558846406347, 1847.917943441694, 1847.9240501056888, 1847.9627627522254, 1848.0889219756511, 1848.1048511608108]"
240,"[1858.6103339932126, 1858.922676444862, 1860.3657045093892, 1860.3995086527023, 1860.4481347339856, 1839.8207199136657, 1839.9411397332756, 1839.8970039408864, 1840.0031736166573, 1840.0459457644272]"
250,"[1850.7215579172369, 1850.9804007614061, 1852.4671196897846, 1852.4347519485868, 1852.4460022325338, 1831.8877554081596, 1831.8955743119488, 1831.9142559063296, 1832.0175357494372, 1832.0218280274748]"
260,"[1843.111013235187, 1843.3648177490338, 1844.818521041078, 1844.7812286938802, 1844.7936779673055, 1824.2820423411301, 1824.290718389149, 1824.2992360166754, 1824.390887538852, 1824.389276458488]"
270,"[1835.5337529700862, 1835.7828362286273, 1837.2019192108758, 1837.159508747833, 1837.173199576937, 1816.7135419184604, 1816.7231129782938, 1816.7210255235743, 1816.8005303711352, 1816.7927606784563]"
280,"[1827.9339342893734, 1828.1847899079314, 1829.5566134599258, 1829.5154538354868, 1829.5393948118804, 1809.1430771290668, 1809.1756239305682, 1809.1612182548436, 1809.2438629139642, 1809.2452383512828]"
290,"[1820.3281898489809, 1820.5680493880957, 1821.9114645772033, 1821.8580089932839, 1821.8743942331253, 1801.5392942220333, 1801.5508359531811, 1801.5257333266609, 1801.5788293451544, 1801.5576975523056]"
300,"[1812.8759672295691, 1813.1121690513967, 1814.4148523684685, 1814.3555215307058, 1814.3733623204723, 1794.1114143585737, 1794.1239969894716, 1794.0865947789669, 1794.125550574246, 1794.097279783072]"
310,"[1805.6563008522396, 1805.8897193699522, 1807.150076002699, 1807.084713849983, 1807.1040191441386, 1786.9225046451302, 1786.9361602961426, 1786.8860522618045, 1786.9103809847047, 1786.8747367696228]"
320,"[1798.707388065741, 1798.9428343871052, 1800.1592879701268, 1800.0877082910572, 1800.1085590674904, 1780.0151476433743, 1780.0299050187048, 1779.96668475996, 1779.9759107399996, 1779.9326654317815]"
330,"[1792.0608035096454, 1792.3060319226315, 1793.4769013224957, 1793.3990753792525, 1793.4215486606545, 1773.4243664218277, 1773.440245651409, 1773.3635389164526, 1773.3571814798129, 1773.3061060401703]"
340,"[1785.7369209799729, 1786.01532579643, 1787.1390147095888, 1787.054777369205, 1787.0788815924034, 1767.186690906116, 1767.2037361805417, 1767.113131542463, 1767.0907050207422, 1767.0315691121318]"
350,"[1779.7831764396885, 1780.1094357976565, 1781.184633621807, 1781.0936894337267, 1781.1194457774577, 1761.341505050697, 1761.3597479295224, 1761.254845885719, 1761.2158629440894, 1761.148436727683]"
360,"[1774.211249103685, 1774.629886384915, 1775.6548933284007, 1775.5572501748948, 1775.5847623748975, 1755.9308363002863, 1755.950315322306, 1755.8307207368528, 1755.7746964714393, 1755.6987525991033]"
370,"[1769.0182876442163, 1769.6205853853214, 1770.59387232858, 1770.4893240579538, 1770.518594590379, 1750.9990348119313, 1751.0197689618462, 1750.8850939742188, 1750.8115497588287, 1750.726865398942]"
