iteration,trainRMSE
0,"[793.3361920056122, 793.3409600998604, 793.3834900159911, 793.3752755186733, 794.2955396195035]"
2500,"[661.2407776083401, 656.207326995996, 655.0736863380354, 652.1890719360298, 662.0395353363432]"
5000,"[641.8810825334394, 637.014710337447, 633.3950806667561, 626.3471181193187, 629.3648250128109]"
7500,"[630.6361116307572, 617.5044229893506, 617.4731001456482, 610.3954954548965, 607.0490209427196]"
10000,"[613.6487211906596, 589.345327955327, 587.2649021164682, 563.38351462083, 568.3269535722495]"
12500,"[597.3993045750952, 554.546661660594, 539.9367247903315, 508.05157108941125, 502.5457976055188]"
15000,"[599.1987248437513, 539.3397148070932, 535.9221736306395, 495.3389520687522, 499.21735258301544]"
17500,"[592.0424301891534, 560.9697021690378, 564.9793234962013, 537.3266954199469, 526.548555104975]"
20000,"[571.6695984294729, 483.5514049814079, 492.10573724954816, 449.82446679545984, 433.8156252360277]"
22500,"[562.7627078179676, 482.63722746697005, 484.3166120875221, 450.16222304519465, 434.1452846979228]"
25000,"[580.1959872779404, 498.0376741081017, 519.7433377746845, 478.95015077563585, 486.513668967752]"
27500,"[568.684800352493, 487.3256736426622, 510.24689791369934, 463.08169422438624, 488.84270966206583]"
30000,"[543.0056608885299, 447.2380783528192, 465.37619783237653, 445.3785612202458, 467.3653072811919]"
32500,"[583.929120460317, 524.1914133737455, 500.1437533637057, 481.7405452131047, 508.9962574291078]"
35000,"[552.7273518709524, 473.01334390339093, 502.3378202939413, 461.5839278401527, 464.36947696236]"
37500,"[529.8033056308707, 457.39959320221914, 459.5740835509224, 445.55807651031216, 439.3678070882099]"
40000,"[583.7211382522694, 484.0939181475971, 516.9034316827017, 504.41613466166007, 522.0325374793555]"
42500,"[516.2313560678512, 427.2213244742011, 447.7525637867102, 424.39851863816693, 421.4939290424596]"
45000,"[526.0465348428905, 475.24465880187483, 460.44792740975765, 451.94499003320703, 449.9785682751892]"
47500,"[557.827321774677, 492.0519002932215, 534.9695314179553, 500.010356638754, 525.5272939959532]"
50000,"[629.4031335135543, 602.835616191178, 644.4094876429883, 646.547733430992, 663.5029885610297]"
52500,"[624.8243864349002, 596.6624716996772, 635.5478638727292, 640.6034806678946, 602.2237991127813]"
55000,"[604.6600405752224, 563.0303013776319, 617.7810977463157, 602.6685463686603, 552.1660348134872]"
57500,"[604.5849298298081, 565.1492363141223, 612.1485261049642, 605.383190870638, 545.5182455451595]"
