iteration,trainRMSE
0,"[980.0900794318186, 977.8455391845994, 977.8430493234004, 1059.5233146748035, 1059.5981320308413, 1059.5980830590959, 1059.5935208032568, 1059.80563321338, 1059.8113725145076, 1063.0175901492057]"
10,"[978.3281850539174, 973.5200861115129, 972.1149542639715, 1053.535049185449, 1053.5242042935672, 1053.5136914083757, 1053.470865524665, 1053.6581954177884, 1053.6827732526058, 1056.8717731382433]"
20,"[976.7392863979137, 969.1553808359811, 967.8811139000601, 1049.756070186127, 1049.7887498707432, 1049.808020243147, 1049.7788694014807, 1049.9804846031357, 1049.982768140702, 1053.1325142021092]"
30,"[975.0879587871622, 965.677614377668, 964.7224060979026, 1046.7325667144285, 1046.779697704724, 1046.7751398104501, 1046.7709214370927, 1046.9728577021447, 1046.9757270034133, 1050.10595346771]"
40,"[973.2194830295045, 962.0890984275139, 961.2872674146959, 1043.4079643257671, 1043.4539228304673, 1043.4506201812314, 1043.4472038382712, 1043.646917371037, 1043.6487170962876, 1046.7583538501158]"
50,"[970.8979911006255, 958.2163373538117, 957.5665550574602, 1039.8200171340732, 1039.8651707615186, 1039.8618276167856, 1039.860430482521, 1040.0563123017832, 1040.0578707629484, 1043.1422345910971]"
60,"[968.2686967102035, 954.1238566195681, 953.6309877571118, 1036.018680098358, 1036.0622873982377, 1036.0587269163914, 1036.0585121060915, 1036.2504552769315, 1036.2514210835568, 1039.3090035897706]"
70,"[964.0912168274748, 949.9438090153283, 949.4444649833998, 1031.9563185407644, 1031.996956247531, 1031.992753221891, 1031.993815143199, 1032.1813482490845, 1032.1816284480271, 1035.2089445499755]"
80,"[957.0787352594928, 945.5150553182268, 945.1597365789862, 1027.8038757117026, 1027.8429807246703, 1027.8384301887215, 1027.8408806791897, 1028.0236924639987, 1028.0232540381858, 1031.0177853968623]"
90,"[948.1267679087226, 940.95995600555, 940.7645135875375, 1023.5373004649405, 1023.5746890965928, 1023.5696569862868, 1023.5736009678493, 1023.7512596792077, 1023.7499621415525, 1026.7085988379015]"
100,"[939.816904628134, 936.4310773210333, 936.3088544210354, 1019.1899710976284, 1019.2237160141599, 1019.2179518499429, 1019.2234774064573, 1019.3955908019575, 1019.393445918538, 1022.3131293553915]"
110,"[934.197949027228, 931.9080383886586, 931.8305752060205, 1014.8021747375859, 1014.8314988378112, 1014.824917437513, 1014.8321022247773, 1014.9982670414381, 1014.9952847400783, 1017.8727681380049]"
120,"[929.157009844761, 927.3973553396734, 927.3492738888104, 1010.3968301220037, 1010.4213137547649, 1010.413768224423, 1010.4227397331035, 1010.5824448729412, 1010.5784189760079, 1013.4096247000773]"
130,"[923.7663533778276, 922.9643680683268, 922.9396989552821, 1006.0374933811377, 1006.0565693702935, 1006.0479723659529, 1006.0588324739464, 1006.2116419962298, 1006.2065787004608, 1008.987902969578]"
140,"[919.1048207661402, 918.6573591397955, 918.6568134559908, 1001.7787600272554, 1001.7919500713004, 1001.7822589730852, 1001.7950073549684, 1001.9404960153943, 1001.9344443120302, 1004.662219875518]"
150,"[914.8923404744295, 914.5518043225696, 914.5557375943646, 997.6675863407858, 997.6742035975016, 997.6632760120203, 997.678230259623, 997.8158339397792, 997.8085212535748, 1000.4782117906663]"
160,"[910.9583742696449, 910.6959280069742, 910.6999210022758, 993.7636910502478, 993.7632823075642, 993.7510545020539, 993.7682154745519, 993.8974778996445, 993.8889486553244, 996.49647702212]"
170,"[907.3550619668271, 907.1501449343498, 907.1542332554952, 990.1268271251289, 990.1190207484078, 990.1054302123857, 990.124902703537, 990.2453347137271, 990.2355431027792, 992.776486052683]"
180,"[904.1206596805469, 903.9859018143685, 903.9902561637549, 986.8224073451623, 986.8068383613457, 986.791828012285, 986.813723474294, 986.9248215444459, 986.9136843205093, 989.3834209264561]"
190,"[901.3116438079546, 901.2747066764732, 901.2793206935806, 983.9152536189993, 983.8915613600168, 983.8750636552821, 983.8994839066918, 984.00074025252, 983.9882169982362, 986.3820278004924]"
200,"[898.8975755202197, 899.0951211944074, 899.0994618965468, 981.4770538579218, 981.44489172505, 981.4268552005678, 981.4538971171063, 981.5448171194607, 981.53085180091, 983.8439931118688]"
