iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,1074015.8,2592929.0,1035.67,1610.0934
10,1062683.4,2574242.0,1030.22,1604.2739
20,1055226.2,2562604.5,1026.6,1600.6413
30,1049191.9,2552546.8,1023.66,1597.4953
40,1042600.94,2541461.5,1020.44,1594.0199
50,1035450.5,2529344.8,1016.93,1590.2129
60,1027869.75,2516264.0,1013.2,1586.0928
70,1019573.3,2501977.8,1009.1,1581.582
80,1010573.8,2486277.0,1004.61,1576.614
90,1001038.06,2469135.5,999.83,1571.175
100,991547.56,2451011.5,995.05,1565.4037
110,982544.75,2433646.2,990.51,1559.8495
120,973666.25,2416119.0,986.01,1554.2227
130,964854.9,2398260.5,981.53,1548.4685
140,956403.44,2380384.8,977.21,1542.687
150,948345.1,2362590.5,973.08,1536.9098
160,940748.75,2344868.8,969.17,1531.1344
170,933725.06,2327748.8,965.54,1525.5337
180,927389.06,2310587.8,962.26,1519.8996
190,921861.5,2293863.0,959.38,1514.388
200,917253.3,2278134.8,956.98,1509.1854
210,913723.9,2262616.0,955.14,1504.0359
220,911381.8,2248184.8,953.92,1499.2301
230,910366.8,2236073.5,953.39,1495.1852
240,910192.06,2230627.0,953.3,1493.3585
250,910073.06,2234252.2,953.24,1494.5688
260,909990.4,2236378.8,953.19,1495.2734
270,909917.7,2236159.0,953.15,1495.1917
280,910530.7,2250585.2,953.47,1500.0117
290,909452.9,2251477.2,952.91,1500.2928
300,907153.94,2241281.8,951.71,1496.8972
310,905573.56,2235485.2,950.88,1494.9602
320,904622.94,2241617.2,950.38,1497.0139
330,903174.6,2234217.8,949.62,1494.5478
340,903278.06,2238061.8,949.66,1495.8258
350,901693.56,2231419.8,948.84,1493.5996
360,901528.44,2242364.2,948.75,1497.2735
370,900251.5,2233751.5,948.07,1494.4019
380,900024.0,2234968.8,947.95,1494.8126
390,898032.7,2219345.2,946.92,1489.5755
400,897278.8,2215179.0,946.52,1488.1735
410,897542.7,2219236.5,946.64,1489.5418
420,896385.3,2219061.2,946.05,1489.4835
430,897049.2,2215402.0,946.39,1488.254
440,895998.3,2219835.0,945.85,1489.7418
450,895871.4,2221980.8,945.77,1490.4587
460,895051.9,2218644.8,945.35,1489.3382
470,894710.5,2216828.5,945.16,1488.73
480,894171.4,2220248.8,944.88,1489.8804
490,893488.2,2217357.0,944.52,1488.9052
500,892921.9,2216327.2,944.23,1488.5598
510,892381.5,2215992.8,943.94,1488.4448
520,891594.06,2222709.5,943.52,1490.7077
530,890546.4,2225663.0,942.97,1491.6987
540,890042.5,2222638.5,942.71,1490.6778
550,888845.75,2228383.5,942.08,1492.6016
560,887608.3,2218607.0,941.43,1489.3063
570,886613.3,2229870.0,940.92,1493.0944
580,886687.3,2219132.2,940.94,1489.4897
590,884782.94,2215243.0,939.95,1488.1802
600,884942.94,2213350.5,940.03,1487.5319
610,884256.94,2222031.0,939.68,1490.4612
620,883101.3,2214250.5,939.07,1487.8447
630,882971.56,2215476.2,939.0,1488.2589
640,884552.75,2206945.0,939.82,1485.3751
650,882272.44,2217739.2,938.62,1488.9925
660,883712.56,2202457.5,939.39,1483.8674
670,883570.25,2210179.8,939.3,1486.4753
680,881205.25,2212755.0,938.04,1487.3593
690,881767.1,2208884.0,938.35,1486.0305
700,886469.1,2205172.5,940.79,1484.7586
710,880954.1,2216496.0,937.91,1488.5984
720,880452.0,2209345.0,937.65,1486.173
730,878572.2,2205009.8,936.66,1484.7419
740,881462.6,2197588.5,938.2,1482.2479
750,881280.0,2194278.2,938.11,1481.1193
760,878283.0,2197274.0,936.51,1482.1505
770,878984.0,2191228.2,936.87,1480.092
780,878717.4,2216881.5,936.73,1488.7667
790,878114.5,2192765.0,936.42,1480.609
800,880917.0,2198490.0,937.9,1482.5263
810,877751.8,2213256.0,936.23,1487.5379
820,881136.2,2222659.5,938.0,1490.6848
830,877347.4,2196792.8,936.01,1481.9403
840,876722.8,2196730.8,935.69,1481.9528
850,875640.0,2205935.5,935.12,1485.0928
860,878545.8,2205157.2,936.6,1484.7991
870,878520.8,2206511.2,936.6,1485.2983
880,875390.5,2205345.5,934.95,1484.8952
890,873569.6,2199587.2,934.01,1482.9493
900,874115.8,2199181.0,934.29,1482.7987
910,874219.0,2192314.0,934.35,1480.4928
920,873123.3,2203901.5,933.77,1484.3821
930,875297.06,2199756.2,934.92,1482.9964
940,871773.44,2191913.5,933.07,1480.3461
950,873251.75,2197705.2,933.84,1482.2434
960,871162.44,2202278.5,932.74,1483.8288
970,872837.2,2189121.5,933.63,1479.4094
980,871579.56,2198424.5,932.95,1482.5482
990,873143.94,2190111.8,933.8,1479.7406
