iteration,trainRMSE
0,"[1030.1913361529475, 1030.1842505624818, 1030.3227799635015, 1028.826487138487, 1027.47378739776, 1026.867592317895, 1018.5746770268748, 1023.6720117946844, 1023.1914257535921, 1023.7244692774409]"
100,"[1028.18429511836, 1027.6514318456304, 1027.468280815413, 1025.8199076466447, 1024.3893661429233, 1023.7383916507968, 1015.4199849519797, 1020.5143464036166, 1020.042540574284, 1020.5843621672786]"
200,"[1025.2391951656618, 1024.9134608541247, 1024.9030109066332, 1023.3372102392314, 1021.9358079034304, 1021.2888047357984, 1012.957632215276, 1018.0400275201006, 1017.5561700862676, 1018.0787437255124]"
300,"[1022.9502667047683, 1022.7152589961261, 1022.737012261059, 1021.1810602200158, 1019.7842339543454, 1019.1381941383358, 1010.8031386877541, 1015.8853234138214, 1015.4029964391406, 1015.9233005704193]"
400,"[1020.7767305346837, 1020.5117208663506, 1020.5339542112246, 1018.9820123824053, 1017.5893702303517, 1016.9448240744821, 1008.6063439032569, 1013.6886461024188, 1013.2081431681264, 1013.7262996092293]"
500,"[1018.3474245617034, 1018.1291840110686, 1018.1615365686758, 1016.6137785328214, 1015.2246233365987, 1014.5809335460493, 1006.2383204164076, 1011.3204216520238, 1010.8417241695485, 1011.3574345377261]"
600,"[1015.7856011146595, 1015.5634496800354, 1015.5951060529424, 1014.0495710058009, 1012.6637541236674, 1012.0208949026073, 1003.6738119196631, 1008.7556422655226, 1008.2789188232688, 1008.7919542301738]"
700,"[1013.0217446548927, 1012.7978699148788, 1012.828822108908, 1011.2857209517686, 1009.9035484849328, 1009.2615990131953, 1000.9097398051404, 1005.9912236858354, 1005.5166519233007, 1006.0267715838999]"
800,"[1010.0579153291752, 1009.8336417018435, 1009.8638491643983, 1008.3233999254627, 1006.9451878410048, 1006.3042305205032, 997.9473019987562, 1003.0283501231775, 1002.5561128447612, 1003.0630717223479]"
900,"[1006.8973875602524, 1006.6736210186259, 1006.7030356911989, 1005.1654641673848, 1003.791537157158, 1003.151657444593, 994.789384204345, 999.8698921531972, 999.4001764634492, 999.9037236352721]"
