iteration,trainRMSE
0,"[910.9031175304941, 911.0142292036468, 910.5676766348806, 910.5369495924921, 912.0420849945589]"
1000,"[742.4130561337274, 739.0688717452523, 739.684177381045, 741.5050518369399, 740.2458639029519]"
2000,"[730.4332214486494, 727.3890216552395, 729.0556236636809, 731.2342934089548, 728.2669456310807]"
3000,"[713.7063611081616, 713.8731371336037, 713.4248710295435, 714.7252799640208, 719.3638227641221]"
4000,"[704.5237697465515, 700.667493868593, 699.3342518386214, 691.2958447464317, 690.5887662858385]"
5000,"[687.612380326098, 676.8916394112508, 661.6131819837943, 651.3130709324759, 654.8019999541755]"
6000,"[663.9317375306534, 642.9294497870774, 610.172971972594, 587.9426321097853, 576.8786522366547]"
7000,"[650.4244743970129, 628.5702910933886, 593.957657622452, 564.3915831247633, 536.103951349782]"
8000,"[654.6267792110003, 618.3918628947999, 594.7658308600242, 580.1920507788514, 548.2155945049321]"
9000,"[637.8391147150373, 597.5552788773277, 554.5545542343715, 539.7775340486089, 525.0297490159367]"
