iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,1099221.2,2394513.8,1048.44,1547.4216
10,1077634.8,2360318.0,1038.09,1536.3315
20,1060602.0,2335486.0,1029.85,1528.2297
30,1050834.5,2319717.8,1025.1,1523.0618
40,1041817.8,2305122.0,1020.69,1518.2628
50,1032593.25,2289891.0,1016.17,1513.2386
60,1022202.06,2272133.8,1011.04,1507.3597
70,1012782.25,2256184.0,1006.37,1502.0599
80,1003462.3,2239771.0,1001.73,1496.5864
90,994309.1,2223167.2,997.15,1491.0288
100,985430.6,2206476.2,992.69,1485.4212
110,976897.06,2189745.5,988.38,1479.7788
120,968261.75,2171982.2,984.0,1473.7646
130,960814.75,2155677.5,980.21,1468.2224
140,954014.4,2139664.8,976.74,1462.7592
150,947981.2,2124207.2,973.64,1457.4659
160,942857.4,2109521.2,971.01,1452.4188
170,938672.44,2094947.5,968.85,1447.3932
180,935343.75,2082809.0,967.13,1443.1937
190,933465.75,2071061.6,966.16,1439.1181
200,932387.75,2062752.6,965.6,1436.2283
210,930629.1,2064634.2,964.69,1436.8832
220,929495.25,2059465.4,964.1,1435.0834
230,928517.94,2061243.0,963.6,1435.7022
240,926547.1,2060655.1,962.57,1435.4962
250,925666.5,2055981.0,962.11,1433.8689
260,925069.1,2062343.6,961.8,1436.0841
270,926212.1,2063524.9,962.4,1436.4954
280,924908.8,2067440.0,961.72,1437.8579
290,925275.2,2055053.0,961.91,1433.5452
300,923374.2,2066609.0,960.92,1437.5681
310,931988.3,2078364.2,965.39,1441.6517
320,925805.1,2063193.4,962.19,1436.3811
330,924325.0,2059943.0,961.42,1435.2496
340,922851.9,2057167.5,960.65,1434.2822
350,922179.44,2057740.8,960.3,1434.4813
360,921576.1,2063903.0,959.99,1436.6263
370,919474.8,2063779.2,958.89,1436.5824
380,919539.2,2058373.6,958.93,1434.7022
390,918888.2,2057391.8,958.59,1434.3589
400,918543.75,2066765.4,958.41,1437.6231
410,916004.94,2071242.8,957.08,1439.1748
420,915431.8,2059110.1,956.78,1434.9588
430,914519.94,2067146.1,956.3,1437.7537
440,913851.3,2061651.6,955.95,1435.8424
450,912586.94,2058218.9,955.29,1434.6475
460,911810.0,2071808.0,954.89,1439.3696
470,913117.25,2054655.9,955.57,1433.406
480,912302.7,2066886.0,955.14,1437.6637
490,911177.9,2061841.9,954.56,1435.9078
500,909614.6,2064047.1,953.74,1436.6726
510,908435.5,2066850.8,953.12,1437.6492
520,908342.8,2070415.4,953.07,1438.8824
530,908660.94,2075157.1,953.24,1440.5321
540,906142.25,2067903.1,951.91,1438.0142
550,906517.25,2073147.9,952.11,1439.8348
560,905389.7,2071069.6,951.52,1439.1104
570,904567.4,2070526.8,951.08,1438.9199
580,902666.0,2076547.4,950.09,1441.0034
590,902127.06,2069707.1,949.8,1438.6339
600,900999.4,2065105.6,949.21,1437.0286
610,904195.56,2062757.2,950.89,1436.2157
620,899903.44,2068303.0,948.63,1438.1457
630,897165.44,2079317.0,947.19,1441.9673
640,900942.9,2071818.5,949.18,1439.3687
650,899057.2,2064596.4,948.18,1436.8425
660,901068.4,2063287.2,949.25,1436.3954
670,894514.0,2078183.9,945.78,1441.5571
680,892737.25,2085297.8,944.84,1444.014
690,893463.25,2071843.2,945.23,1439.3631
700,892582.56,2068670.6,944.76,1438.2655
710,892766.06,2058713.5,944.86,1434.814
720,890161.1,2087862.1,943.48,1444.8914
730,892908.3,2066549.9,944.93,1437.5163
740,898692.06,2036608.1,947.99,1427.0959
750,890892.94,2077007.1,943.86,1441.1294
760,888048.0,2068894.4,942.36,1438.3278
770,895422.56,2072266.1,946.26,1439.5025
780,891260.0,2050131.2,944.06,1431.8131
790,889767.5,2044745.1,943.27,1429.9382
800,889170.06,2067978.0,942.96,1438.0191
810,887112.3,2076001.2,941.86,1440.7943
820,887024.9,2076198.9,941.82,1440.8592
830,886499.56,2066023.4,941.54,1437.3392
840,884677.6,2082807.9,940.57,1443.1373
850,910232.9,2025620.0,954.06,1423.2365
860,887203.56,2078379.4,941.91,1441.6207
870,887967.44,2075224.2,942.31,1440.5324
880,885837.94,2071243.2,941.19,1439.1569
890,882751.8,2079854.8,939.55,1442.1207
900,882124.6,2084305.9,939.21,1443.6534
910,881126.75,2067111.5,938.68,1437.7064
920,880311.06,2046893.1,938.24,1430.6919
930,879725.1,2056887.4,937.93,1434.1555
940,879260.3,2085325.0,937.68,1444.0001
950,878177.75,2064333.5,937.1,1436.7432
960,876826.1,2044867.9,936.38,1429.9582
970,880810.7,2078415.5,938.51,1441.6156
980,877081.25,2066578.2,936.52,1437.5038
990,879228.94,2066017.1,937.67,1437.3341
