iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,1054058.6,1262612.5,1026.67,1123.6483
500,1050523.9,1258792.9,1024.94,1121.9493
1000,1044814.75,1252673.4,1022.15,1119.22
1500,1041392.7,1248990.6,1020.48,1117.5753
2000,1038626.7,1246015.1,1019.12,1116.2441
2500,1036261.5,1243467.1,1017.96,1115.1026
3000,1033856.7,1240880.8,1016.78,1113.9424
3500,1031547.75,1238395.9,1015.64,1112.8268
4000,1029097.7,1235754.0,1014.43,1111.6395
4500,1026554.44,1233025.0,1013.18,1110.4115
5000,1023846.2,1230091.4,1011.84,1109.0893
5500,1021177.6,1227245.0,1010.52,1107.8054
6000,1018414.94,1224274.1,1009.15,1106.4635
6500,1015665.7,1221312.5,1007.79,1105.1248
7000,1012769.06,1218192.9,1006.35,1103.7125
7500,1009764.44,1214956.8,1004.86,1102.2456
8000,1006759.1,1211715.0,1003.36,1100.7743
8500,1003650.4,1208363.8,1001.81,1099.2512
9000,1000367.44,1204824.5,1000.17,1097.64
9500,997098.94,1201293.9,998.53,1096.0307
10000,993656.44,1197575.4,996.81,1094.3331
10500,989870.44,1193494.9,994.91,1092.4666
11000,985816.5,1189122.8,992.87,1090.4626
11500,980930.4,1183899.2,990.41,1088.0603
12000,976878.4,1179540.8,988.36,1086.0541
12500,972990.94,1175341.0,986.4,1084.119
13000,969030.56,1171062.4,984.39,1082.1438
13500,964998.44,1166703.0,982.34,1080.1277
14000,960891.4,1162261.5,980.24,1078.0697
14500,956712.8,1157739.2,978.11,1075.9704
