iteration,trainRMSE
0,"[1030.9352976554533, 1030.719461124288, 1030.7528904538067, 1029.196662810676, 1027.7932106794055, 1027.147641614402, 1018.8283986632116, 1023.9112796841772, 1023.4231558051733, 1023.9513608246519]"
500,"[1030.3285807748798, 1029.6442392062868, 1029.3692583172358, 1027.520097782719, 1025.8939626160045, 1025.109282609992, 1016.7156767997566, 1021.7661407779816, 1021.2709781343153, 1021.8018809058123]"
1000,"[1028.2718715111323, 1027.1252612043497, 1026.3474591864074, 1024.4191545186009, 1022.8941175280243, 1022.2075098636705, 1013.8655242981584, 1018.9443155881447, 1018.4615042171104, 1018.9890762526244]"
1500,"[1027.8488826087644, 1025.8558219460526, 1024.5479584043676, 1022.5159874721468, 1020.9923009637666, 1020.3130543995675, 1011.9722864953266, 1017.0523279545145, 1016.5680478067372, 1017.0912803440858]"
2000,"[1027.409520973467, 1024.6063008926594, 1022.9598036863378, 1020.9889222231026, 1019.5139794655131, 1018.8525759199808, 1010.5150322229116, 1015.5969007322551, 1015.114129125103, 1015.6355243018417]"
2500,"[1026.8577581734346, 1023.3805560681129, 1021.6278419850407, 1019.7419215831036, 1018.2974497628551, 1017.6434703328601, 1009.3055073387816, 1014.3876409092909, 1013.9057195192322, 1014.4257805987135]"
3000,"[1025.8910447788182, 1021.9151290572332, 1020.3383937989089, 1018.563839025357, 1017.1416999117959, 1016.4916322842889, 1008.1522906337808, 1013.2343452152862, 1012.7531375940735, 1013.271973086356]"
3500,"[1025.35538120613, 1020.6495126482371, 1019.0990088696593, 1017.3716509991884, 1015.9575795183939, 1015.3074998650919, 1006.9642418679497, 1012.0444045013224, 1011.5625150140506, 1012.0782202292589]"
4000,"[1024.7034144105703, 1019.3426946009847, 1017.831757122408, 1016.1135966652621, 1014.6962920957744, 1014.044050025779, 1005.6966239260695, 1010.7765293937822, 1010.2970772217817, 1010.8118076385289]"
4500,"[1023.6513602629932, 1017.8005846685412, 1016.5493417426082, 1014.8634980081526, 1013.4546051146341, 1012.8069222135605, 1004.460027219643, 1009.5415921390321, 1009.0642218937894, 1009.578296046258]"
5000,"[1022.1882620550338, 1016.1170259611969, 1015.2169352777437, 1013.583917230492, 1012.1854250062679, 1011.5403014114638, 1003.19189895988, 1008.2735802024372, 1007.7972766178468, 1008.3100131611036]"
5500,"[1020.9625885016005, 1014.6814122012504, 1013.8897316060253, 1012.265233353361, 1010.8702240338267, 1010.2261360813152, 1001.8756492606459, 1006.9572231384607, 1006.4819433854321, 1006.9932486268167]"
6000,"[1019.755102994138, 1013.1546952417065, 1012.5149217034682, 1010.896876053046, 1009.5045704688896, 1008.8611835691062, 1000.508404559297, 1005.5898085825739, 1005.1155834893269, 1005.6253947519531]"
6500,"[1018.8675966375656, 1011.7272614098943, 1011.0971624256423, 1009.4810423196847, 1008.0908208886942, 1007.447975661579, 999.0927880748759, 1004.1739876299433, 1003.7008692566006, 1004.2091486842]"
