iteration,trainRMSE
0,"[793.3356474493637, 793.2774743698816, 793.1993401951939, 793.1195035683347, 793.999192553141]"
1000,"[668.8898246615128, 669.680350189264, 671.0655541682578, 670.3460375369821, 672.1093315127943]"
2000,"[658.7928943199469, 665.6514239195427, 668.5439363376238, 666.7796636384933, 671.6911539653283]"
3000,"[656.6133325669243, 663.6411474042754, 667.3746308935312, 662.2375524793556, 667.9028681790314]"
4000,"[655.1551415602445, 663.6730412521605, 664.9909083520491, 660.9418055599175, 667.1306278549957]"
5000,"[654.7191985195251, 661.9473274446061, 661.4872374099668, 661.8647758085176, 663.9230932873522]"
6000,"[655.2166284885236, 664.2937500365592, 664.3761696048458, 662.081361674573, 664.6465535821453]"
7000,"[654.8147583665723, 661.0353477362337, 661.6818742569565, 661.1768168385362, 665.4244522207531]"
