70.99999,167.00002,203.99998,1507.0,36.000004,581.0,1025.0,6234.0005,213.99998,182.0,22.0,312.0,211.0,725.0,342.0
167.00002,203.99998,1507.0,36.000004,581.0,1025.0,6234.0005,213.99998,182.0,22.0,312.0,211.0,725.0,342.0,237.99998
203.99998,1507.0,36.000004,581.0,1025.0,6234.0005,213.99998,182.0,22.0,312.0,211.0,725.0,342.0,237.99998,1684.0001
1507.0,36.000004,581.0,1025.0,6234.0005,213.99998,182.0,22.0,312.0,211.0,725.0,342.0,237.99998,1684.0001,130.0
36.000004,581.0,1025.0,6234.0005,213.99998,182.0,22.0,312.0,211.0,725.0,342.0,237.99998,1684.0001,130.0,1838.0
581.0,1025.0,6234.0005,213.99998,182.0,22.0,312.0,211.0,725.0,342.0,237.99998,1684.0001,130.0,1838.0,288.0
1025.0,6234.0005,213.99998,182.0,22.0,312.0,211.0,725.0,342.0,237.99998,1684.0001,130.0,1838.0,288.0,1910.0
6234.0005,213.99998,182.0,22.0,312.0,211.0,725.0,342.0,237.99998,1684.0001,130.0,1838.0,288.0,1910.0,2405.0
213.99998,182.0,22.0,312.0,211.0,725.0,342.0,237.99998,1684.0001,130.0,1838.0,288.0,1910.0,2405.0,88.0
182.0,22.0,312.0,211.0,725.0,342.0,237.99998,1684.0001,130.0,1838.0,288.0,1910.0,2405.0,88.0,32.0
22.0,312.0,211.0,725.0,342.0,237.99998,1684.0001,130.0,1838.0,288.0,1910.0,2405.0,88.0,32.0,129.0
312.0,211.0,725.0,342.0,237.99998,1684.0001,130.0,1838.0,288.0,1910.0,2405.0,88.0,32.0,129.0,6234.0005
211.0,725.0,342.0,237.99998,1684.0001,130.0,1838.0,288.0,1910.0,2405.0,88.0,32.0,129.0,6234.0005,6234.0005
725.0,342.0,237.99998,1684.0001,130.0,1838.0,288.0,1910.0,2405.0,88.0,32.0,129.0,6234.0005,6234.0005,132.0
342.0,237.99998,1684.0001,130.0,1838.0,288.0,1910.0,2405.0,88.0,32.0,129.0,6234.0005,6234.0005,132.0,70.0
237.99998,1684.0001,130.0,1838.0,288.0,1910.0,2405.0,88.0,32.0,129.0,6234.0005,6234.0005,132.0,70.0,259.0
1684.0001,130.0,1838.0,288.0,1910.0,2405.0,88.0,32.0,129.0,6234.0005,6234.0005,132.0,70.0,259.0,178.0
130.0,1838.0,288.0,1910.0,2405.0,88.0,32.0,129.0,6234.0005,6234.0005,132.0,70.0,259.0,178.0,173.0
1838.0,288.0,1910.0,2405.0,88.0,32.0,129.0,6234.0005,6234.0005,132.0,70.0,259.0,178.0,173.0,6234.0005
288.0,1910.0,2405.0,88.0,32.0,129.0,6234.0005,6234.0005,132.0,70.0,259.0,178.0,173.0,6234.0005,138.0
