Epoch,lossTrain,lossVal,stdDev
1,0.12304825335741043,0.10626843571662903,0.04354345053434372
2501,0.0027574303094297647,0.14568215608596802,0.26643022894859314
5001,0.0012987101217731833,0.13642063736915588,0.25772151350975037
7501,0.0003142350469715893,0.14210422337055206,0.26696425676345825
10001,0.000225469731958583,0.13877667486667633,0.2657785415649414
12501,0.00028053109417669475,0.13299699127674103,0.25423821806907654
15001,0.00012499802687671036,0.13532768189907074,0.25867846608161926
17501,6.69978981022723e-05,0.1372719258069992,0.26236745715141296
20001,7.897434261394665e-05,0.13703268766403198,0.2631830871105194
22501,4.5422704715747386e-05,0.1361393928527832,0.2605704069137573
25001,6.472230597864836e-05,0.1393168866634369,0.2650834321975708
27501,6.719625525875017e-05,0.13580143451690674,0.26188889145851135
30001,4.7702535084681585e-05,0.1363833248615265,0.2638729214668274
32501,0.00033130342490039766,0.13034582138061523,0.25391915440559387
35001,5.977030741632916e-05,0.13689309358596802,0.26315754652023315
37501,0.00021352540352381766,0.13388079404830933,0.2622203528881073
40001,2.112436413881369e-05,0.1370438039302826,0.2637507915496826
42501,1.8377633750787936e-05,0.1404445469379425,0.26402658224105835
45001,1.5161992450885009e-05,0.1360287070274353,0.259115606546402
47501,1.034486649587052e-05,0.1342349648475647,0.25545573234558105
49999,2.6785481168190017e-05,0.13581228256225586,0.25698333978652954
