iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,829431.75,650865.5,910.73,806.724
2500,791591.25,615361.5,889.71,784.4086
5000,775063.3,599825.3,880.38,774.4429
7500,761742.3,587332.5,872.78,766.3351
10000,750346.56,576668.0,866.23,759.3454
12500,740403.3,567381.6,860.47,753.2061
15000,731574.5,559152.2,855.32,747.7236
17500,723699.1,551825.56,850.7,742.8083
20000,716601.9,545234.4,846.52,738.3586
22500,710201.6,539300.94,842.73,734.3299
25000,704384.7,533917.75,839.28,730.6555
27500,699102.4,529037.2,836.12,727.3082
30000,694273.4,524582.7,833.23,724.2397
32500,689866.2,520523.66,830.58,721.4322
35000,685822.5,516805.06,828.14,718.8505
37500,682117.5,513402.72,825.9,716.4803
