iteration,trainRMSE
0,"[910.3995761207119, 910.6563274952758, 910.3147519749898, 910.3649002820972, 911.9205706871674]"
2500,"[889.8336072585276, 889.6593340537189, 889.222970997135, 889.1929275692529, 890.6606735187262]"
5000,"[880.4113009711601, 880.3246040729281, 879.9170215777168, 879.8904499828291, 881.3396764868056]"
7500,"[872.7781585310275, 872.7241361089473, 872.3354871388336, 872.3106565603321, 873.7431376185423]"
10000,"[866.2036216999378, 866.1676834438309, 865.7948057789008, 865.7713836915716, 867.1886100953382]"
12500,"[860.4298880601982, 860.405346250112, 860.0463884420271, 860.0241697254068, 861.4272627412179]"
15000,"[855.2726922550611, 855.255979144236, 854.9096661567773, 854.8885152569351, 856.2783602156522]"
17500,"[850.6472440334527, 850.6361692301912, 850.301444263894, 850.2812540420325, 851.658676429579]"
20000,"[846.4576551847814, 846.4508028679151, 846.1268203936502, 846.1075116933187, 847.4732123967292]"
22500,"[842.6621354902164, 842.6585143380868, 842.3444926314886, 842.3259922331112, 843.6806627451994]"
25000,"[839.1979502139274, 839.1968543547458, 838.8921390555386, 838.8743896959015, 840.218629279862]"
27500,"[836.039934156802, 836.0408358788084, 835.7447997772205, 835.7277445306967, 837.0621588558488]"
30000,"[833.1426845756243, 833.1451863659668, 832.8572857812271, 832.8408829143447, 834.1659928810878]"
32500,"[830.4897138672609, 830.4935046502052, 830.2132126423205, 830.1974125074447, 831.5137568220533]"
35000,"[828.0482233321312, 828.0530646660868, 827.779914003058, 827.764682510958, 829.0727312913409]"
37500,"[825.804916776021, 825.8106188845745, 825.5441539840124, 825.5294509238878, 826.8296838123747]"
