556.0,391.0,45.0,341.0,256.0,280.0,338.0,63.0,786.0,148.0,3005.0,262.0,974.0,615.0,265.0,2955.0,1961.0,1368.0,405.0,143.0,
391.0,45.0,341.0,256.0,280.0,338.0,63.0,786.0,148.0,3005.0,262.0,974.0,615.0,265.0,2955.0,1961.0,1368.0,405.0,143.0,76.0,
45.0,341.0,256.0,280.0,338.0,63.0,786.0,148.0,3005.0,262.0,974.0,615.0,265.0,2955.0,1961.0,1368.0,405.0,143.0,76.0,291.0,
341.0,256.0,280.0,338.0,63.0,786.0,148.0,3005.0,262.0,974.0,615.0,265.0,2955.0,1961.0,1368.0,405.0,143.0,76.0,291.0,387.0,
256.0,280.0,338.0,63.0,786.0,148.0,3005.0,262.0,974.0,615.0,265.0,2955.0,1961.0,1368.0,405.0,143.0,76.0,291.0,387.0,6446.0,
280.0,338.0,63.0,786.0,148.0,3005.0,262.0,974.0,615.0,265.0,2955.0,1961.0,1368.0,405.0,143.0,76.0,291.0,387.0,6446.0,68.0,
338.0,63.0,786.0,148.0,3005.0,262.0,974.0,615.0,265.0,2955.0,1961.0,1368.0,405.0,143.0,76.0,291.0,387.0,6446.0,68.0,144.0,
63.0,786.0,148.0,3005.0,262.0,974.0,615.0,265.0,2955.0,1961.0,1368.0,405.0,143.0,76.0,291.0,387.0,6446.0,68.0,144.0,274.0,
786.0,148.0,3005.0,262.0,974.0,615.0,265.0,2955.0,1961.0,1368.0,405.0,143.0,76.0,291.0,387.0,6446.0,68.0,144.0,274.0,1243.0,
148.0,3005.0,262.0,974.0,615.0,265.0,2955.0,1961.0,1368.0,405.0,143.0,76.0,291.0,387.0,6446.0,68.0,144.0,274.0,1243.0,2186.0,
3005.0,262.0,974.0,615.0,265.0,2955.0,1961.0,1368.0,405.0,143.0,76.0,291.0,387.0,6446.0,68.0,144.0,274.0,1243.0,2186.0,71.0,
262.0,974.0,615.0,265.0,2955.0,1961.0,1368.0,405.0,143.0,76.0,291.0,387.0,6446.0,68.0,144.0,274.0,1243.0,2186.0,71.0,12.0,
974.0,615.0,265.0,2955.0,1961.0,1368.0,405.0,143.0,76.0,291.0,387.0,6446.0,68.0,144.0,274.0,1243.0,2186.0,71.0,12.0,440.0,
615.0,265.0,2955.0,1961.0,1368.0,405.0,143.0,76.0,291.0,387.0,6446.0,68.0,144.0,274.0,1243.0,2186.0,71.0,12.0,440.0,886.0,
265.0,2955.0,1961.0,1368.0,405.0,143.0,76.0,291.0,387.0,6446.0,68.0,144.0,274.0,1243.0,2186.0,71.0,12.0,440.0,886.0,20.0,
2955.0,1961.0,1368.0,405.0,143.0,76.0,291.0,387.0,6446.0,68.0,144.0,274.0,1243.0,2186.0,71.0,12.0,440.0,886.0,20.0,84.0,
1961.0,1368.0,405.0,143.0,76.0,291.0,387.0,6446.0,68.0,144.0,274.0,1243.0,2186.0,71.0,12.0,440.0,886.0,20.0,84.0,282.0,
1368.0,405.0,143.0,76.0,291.0,387.0,6446.0,68.0,144.0,274.0,1243.0,2186.0,71.0,12.0,440.0,886.0,20.0,84.0,282.0,523.0,
405.0,143.0,76.0,291.0,387.0,6446.0,68.0,144.0,274.0,1243.0,2186.0,71.0,12.0,440.0,886.0,20.0,84.0,282.0,523.0,1354.0,
143.0,76.0,291.0,387.0,6446.0,68.0,144.0,274.0,1243.0,2186.0,71.0,12.0,440.0,886.0,20.0,84.0,282.0,523.0,1354.0,84.0,
76.0,291.0,387.0,6446.0,68.0,144.0,274.0,1243.0,2186.0,71.0,12.0,440.0,886.0,20.0,84.0,282.0,523.0,1354.0,84.0,422.0,
291.0,387.0,6446.0,68.0,144.0,274.0,1243.0,2186.0,71.0,12.0,440.0,886.0,20.0,84.0,282.0,523.0,1354.0,84.0,422.0,1472.0,
387.0,6446.0,68.0,144.0,274.0,1243.0,2186.0,71.0,12.0,440.0,886.0,20.0,84.0,282.0,523.0,1354.0,84.0,422.0,1472.0,345.0,
6446.0,68.0,144.0,274.0,1243.0,2186.0,71.0,12.0,440.0,886.0,20.0,84.0,282.0,523.0,1354.0,84.0,422.0,1472.0,345.0,423.0,
68.0,144.0,274.0,1243.0,2186.0,71.0,12.0,440.0,886.0,20.0,84.0,282.0,523.0,1354.0,84.0,422.0,1472.0,345.0,423.0,512.0,
144.0,274.0,1243.0,2186.0,71.0,12.0,440.0,886.0,20.0,84.0,282.0,523.0,1354.0,84.0,422.0,1472.0,345.0,423.0,512.0,460.0,
274.0,1243.0,2186.0,71.0,12.0,440.0,886.0,20.0,84.0,282.0,523.0,1354.0,84.0,422.0,1472.0,345.0,423.0,512.0,460.0,211.0,
1243.0,2186.0,71.0,12.0,440.0,886.0,20.0,84.0,282.0,523.0,1354.0,84.0,422.0,1472.0,345.0,423.0,512.0,460.0,211.0,110.0,
2186.0,71.0,12.0,440.0,886.0,20.0,84.0,282.0,523.0,1354.0,84.0,422.0,1472.0,345.0,423.0,512.0,460.0,211.0,110.0,1427.0,
71.0,12.0,440.0,886.0,20.0,84.0,282.0,523.0,1354.0,84.0,422.0,1472.0,345.0,423.0,512.0,460.0,211.0,110.0,1427.0,361.0,
12.0,440.0,886.0,20.0,84.0,282.0,523.0,1354.0,84.0,422.0,1472.0,345.0,423.0,512.0,460.0,211.0,110.0,1427.0,361.0,1389.0,
440.0,886.0,20.0,84.0,282.0,523.0,1354.0,84.0,422.0,1472.0,345.0,423.0,512.0,460.0,211.0,110.0,1427.0,361.0,1389.0,936.0,
886.0,20.0,84.0,282.0,523.0,1354.0,84.0,422.0,1472.0,345.0,423.0,512.0,460.0,211.0,110.0,1427.0,361.0,1389.0,936.0,78.0,
20.0,84.0,282.0,523.0,1354.0,84.0,422.0,1472.0,345.0,423.0,512.0,460.0,211.0,110.0,1427.0,361.0,1389.0,936.0,78.0,108.0,
