iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,829898.4,651474.2,910.99,807.0999
2500,792933.5,616622.9,890.47,785.2126
5000,766730.8,592004.1,875.63,769.3771
7500,743465.3,570235.8,862.24,755.0985
10000,722270.56,550493.75,849.86,741.9114
12500,702813.25,532460.94,838.34,729.658
15000,684916.25,515968.16,827.6,718.2683
17500,668470.5,500911.12,817.6,707.7101
20000,653401.44,487218.88,808.33,697.9704
22500,639655.75,474839.6,799.78,689.0464
25000,627192.6,463734.3,791.95,680.9414
27500,615979.6,453872.06,784.84,673.6622
30000,605991.56,445227.97,778.45,667.217
32500,597206.5,437781.5,772.79,661.6148
35000,589607.6,431515.8,767.86,656.8641
37500,583178.75,426415.53,763.66,652.972
40000,577905.8,422467.34,760.2,649.9434
42500,573778.25,419660.8,757.48,647.7825
45000,570785.9,417985.75,755.5,646.4901
47500,568919.25,417433.44,754.27,646.0645
