iteration,trainRMSE
0,"[910.8780059333071, 910.9852711524711, 910.5397937022515, 910.5126430107773, 912.0216490475486]"
2500,"[890.5228187423414, 890.4207542420571, 889.995663472216, 889.9660533204211, 891.4348229811527]"
5000,"[875.5997967661992, 875.5830599017448, 875.1950552474619, 875.1700556662615, 876.6087456615228]"
7500,"[862.1758996781903, 862.1887268056998, 861.8310994344845, 861.8088389949604, 863.2162478538555]"
10000,"[849.774881157878, 849.7994962007974, 849.4714128930318, 849.4516424027853, 850.8266453070737]"
12500,"[838.2339243622689, 838.2629521333027, 837.9644892790802, 837.9471463702703, 839.2884231897148]"
15000,"[827.4783287938076, 827.5082155856599, 827.2397342715097, 827.2247994533644, 828.5308984322363]"
17500,"[817.4708046907369, 817.4997328081512, 817.2617256163539, 817.2491877784526, 818.5185818645465]"
20000,"[808.1928343145827, 808.2195207007647, 808.012555069461, 808.0024354331, 809.2335671644356]"
22500,"[799.6356383774844, 799.6591568510604, 799.4838102875151, 799.4761356943949, 800.6674281717383]"
25000,"[791.7967304294663, 791.816381337952, 791.6732158677083, 791.6680133293706, 792.8179021446385]"
27500,"[784.6770636515604, 784.6922951071358, 784.581847483422, 784.5791477292858, 785.6860719456074]"
30000,"[778.2797286382176, 778.2900951187145, 778.2128575305309, 778.212680604186, 779.2751258005419]"
32500,"[772.6087283920301, 772.6138729161481, 772.5702685787172, 772.5726460618895, 773.5891376984497]"
35000,"[767.6688443955911, 767.6684697404286, 767.6588592901792, 767.663804998223, 768.6329614278029]"
37500,"[763.4638061711285, 763.4576729302296, 763.4823457143835, 763.4898815606784, 764.4103801536091]"
40000,"[759.9965410458361, 759.9844500634482, 760.0436128190364, 760.0537426437489, 760.9243661386978]"
42500,"[757.2701947993111, 757.2519918850792, 757.3457599225796, 757.3584872571207, 758.1781334204295]"
45000,"[755.2859435543924, 755.2615107046487, 755.3899173772879, 755.4052296556321, 756.1729161228731]"
47500,"[754.043357343012, 754.0126279437292, 754.1755961782555, 754.1934909219179, 754.9083763993334]"
