iteration,trainRMSE
0,"[910.6793160725293, 910.5641174522337, 910.1884641327221, 910.1977482174425, 911.7411335944241]"
2500,"[744.6857156075259, 742.636677067843, 741.518200817347, 739.1667266980321, 738.8227532326265]"
5000,"[741.8902150480561, 739.5932563895726, 739.4136943027376, 735.579269620744, 728.9738914926833]"
7500,"[731.9278273341906, 734.0941123331218, 740.5748280828911, 723.1928443551188, 721.2106712914128]"
10000,"[719.1958012915603, 709.0047317687365, 738.9939625388315, 688.6484792123238, 685.6988814083744]"
12500,"[705.499008322097, 692.1834790539785, 732.8803197017014, 663.0750139891604, 652.2124332602247]"
15000,"[700.5727639578661, 683.1717025702452, 725.4057974707727, 659.7987381325537, 635.2395546704303]"
17500,"[697.0832351360074, 670.3991272877784, 714.2067739215256, 642.7004059411007, 609.0145937533704]"
20000,"[701.7243333650455, 671.8762679418725, 713.3884383126198, 644.5359944240287, 611.9759888926164]"
22500,"[708.1033807372146, 680.5860517443579, 712.7580893030188, 641.1289234801253, 630.4590875918277]"
25000,"[703.8827780077236, 685.5603787831259, 697.0504894701817, 638.6401210256486, 615.2046063010433]"
27500,"[699.4328734321545, 677.6891775042355, 688.5316937626679, 616.4370482362178, 572.1068174506414]"
30000,"[718.5926189871449, 686.9501775469845, 688.5392223154377, 687.9043502908592, 646.626962106577]"
32500,"[704.5757707873471, 678.1114041253406, 670.4565714035276, 660.4902524808135, 577.6951325597092]"
35000,"[698.8320568063934, 673.7529458861321, 657.2017993648648, 649.6659570916252, 533.2389787449213]"
37500,"[697.1085951180279, 667.4940907149053, 654.4726125050271, 641.6337865613859, 511.3092816475401]"
40000,"[700.0335340660527, 665.4517092765575, 656.4158964390357, 641.1339977707739, 516.8284908557681]"
42500,"[697.0779718415698, 662.963751955237, 649.154047968294, 633.1694080737915, 510.3195311662159]"
45000,"[689.5301525570151, 675.8505304535983, 663.882067658857, 631.5818333599934, 506.3082647517439]"
47500,"[689.6644797591641, 674.1009838600197, 659.9184623836536, 628.7853011451749, 501.3416399914563]"
50000,"[699.9901297777467, 679.2703291648875, 641.5253065045188, 610.9388090611262, 490.3784948495732]"
52500,"[719.8027829362292, 692.7884307969591, 652.8781712050618, 620.0126141475757, 519.8587944853001]"
55000,"[703.0691388437527, 703.9996683325743, 655.6200987400955, 636.636010244169, 516.4914601923223]"
57500,"[698.1441459912927, 675.8265324237228, 648.9454916844132, 610.7349698598559, 499.50262749830233]"
60000,"[693.8962974163735, 667.6624637968744, 642.578611943802, 611.4827863336288, 522.5757323625419]"
62500,"[690.2795192725036, 667.8098376962587, 645.1297406033668, 602.575635579731, 500.9030813449885]"
65000,"[696.5244027437319, 684.587903861483, 641.8367173525772, 604.1410323066954, 474.4019074749771]"
67500,"[691.3301447099037, 673.825398474367, 628.6228463563598, 601.055355414041, 475.8577367808949]"
70000,"[718.6826353158727, 704.3394309753305, 671.3793276350523, 652.0072484030744, 586.8012198233951]"
72500,"[709.2549956551023, 671.7159874176713, 635.9600077339509, 598.902957494193, 464.68109940608576]"
75000,"[715.1848242950352, 663.1736441133129, 639.5566079537213, 596.5131753034279, 475.73236495428654]"
77500,"[717.6183524751117, 661.5925624869336, 634.07356516614, 604.7790377101303, 468.86483452286814]"
80000,"[717.5277007308752, 666.1899888471924, 641.7533925882103, 597.8752676370804, 526.8068552702863]"
82500,"[711.9187640960608, 663.8100371188549, 657.6610444724249, 606.895736120498, 505.7171269781686]"
85000,"[722.4271438593872, 686.6909213617065, 668.6882602950916, 672.7949923599497, 596.1667284323852]"
87500,"[716.3525140485632, 672.2322750028337, 654.1623333819244, 656.4341088634635, 488.69377983453506]"
90000,"[787.1339021930072, 746.0266043843709, 767.2660145903346, 736.4928172475578, 704.2983867893487]"
92500,"[720.5354509859666, 662.3143335990484, 643.5875493100855, 624.0576304059782, 475.8176509191573]"
95000,"[693.9343237413948, 725.9261226469932, 711.6903382270921, 739.9611658180951, 738.0353496672767]"
97500,"[687.2993664687822, 697.494609321495, 655.934145728113, 682.1958362098749, 666.8275374149749]"
