iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,7326866.0,10929329.0,2706.82,3305.8057
10,7326866.0,10929329.0,2706.82,3305.8057
20,7326866.0,10929329.0,2706.82,3305.8057
30,7326866.0,10929329.0,2706.82,3305.8057
40,7325351.5,10925934.0,2706.54,3305.2918
50,7318170.5,10913120.0,2705.21,3303.3531
60,7308304.5,10895958.0,2703.39,3300.7548
70,7295786.5,10874105.0,2701.07,3297.4434
80,7281002.0,10848350.0,2698.33,3293.5361
90,7264269.0,10819095.0,2695.23,3289.0923
100,7246016.5,10786940.0,2691.84,3284.2013
110,7226459.5,10752222.0,2688.21,3278.9122
120,7205825.0,10715212.0,2684.37,3273.264
130,7184264.5,10676092.0,2680.35,3267.2836
140,7161940.0,10635045.0,2676.18,3260.9968
150,7139011.5,10592240.0,2671.89,3254.4277
160,7115641.5,10547871.0,2667.51,3247.605
170,7091992.5,10502092.0,2663.08,3240.5507
180,7068252.0,10455133.0,2658.62,3233.2977
190,7044583.0,10407151.0,2654.16,3225.8701
200,7020589.5,10357035.0,2649.64,3218.0938
210,6997168.5,10306538.0,2645.22,3210.2403
220,6974397.5,10255610.0,2640.91,3202.2994
230,6952514.5,10204548.0,2636.76,3194.3183
240,6931720.5,10154031.0,2632.82,3186.4024
250,6912489.5,10104456.0,2629.16,3178.6146
260,6894060.5,10056308.0,2625.65,3171.0342
270,6877937.5,10009365.0,2622.58,3163.6265
280,6862487.5,9962234.0,2619.63,3156.1706
290,6849700.0,9917672.0,2617.19,3149.1044
300,6840425.0,9877062.0,2615.42,3142.6512
310,6831733.0,9872359.0,2613.76,3141.9086
320,6823053.0,9841243.0,2612.1,3136.9553
330,6816481.0,9823847.0,2610.84,3134.1806
340,6811497.5,9808691.0,2609.88,3131.7586
350,6810000.5,9798107.0,2609.6,3130.076
360,6805879.0,9789038.0,2608.81,3128.6207
370,6808276.0,9815910.0,2609.27,3132.9111
380,6805030.5,9805471.0,2608.64,3131.2454
390,6800939.5,9795224.0,2607.86,3129.6098
400,6796014.0,9787537.0,2606.92,3128.3819
410,6794354.0,9784733.0,2606.6,3127.9412
420,6791493.0,9765875.0,2606.05,3124.9184
430,6788477.0,9757395.0,2605.47,3123.5613
440,6786942.5,9770710.0,2605.17,3125.6917
450,6783759.5,9767659.0,2604.56,3125.2033
460,6778533.0,9764129.0,2603.56,3124.6379
470,6768875.0,9776339.0,2601.7,3126.5913
480,6763852.5,9757841.0,2600.74,3123.6307
490,6756116.0,9776729.0,2599.25,3126.6485
500,6744560.5,9777100.0,2597.03,3126.7034
510,6743265.5,9766625.0,2596.78,3125.0293
520,6730561.0,9776441.0,2594.33,3126.5963
530,6722387.0,9772940.0,2592.75,3126.0392
540,6718025.5,9760274.0,2591.91,3124.0158
550,6720143.5,9776112.0,2592.32,3126.557
560,6713146.0,9767904.0,2590.97,3125.2458
570,6709277.0,9753576.0,2590.22,3122.9428
580,6712195.5,9747697.0,2590.79,3122.0028
590,6704392.0,9776492.0,2589.28,3126.6036
600,6698133.5,9761257.0,2588.07,3124.1842
610,6696052.0,9751067.0,2587.67,3122.5383
620,6708817.5,9776377.0,2590.14,3126.5935
630,6693377.5,9752616.0,2587.15,3122.8006
640,6689521.5,9763390.0,2586.41,3124.5229
650,6687129.5,9762327.0,2585.94,3124.3396
660,6682816.5,9751273.0,2585.11,3122.5907
670,6693352.5,9765353.0,2587.15,3124.8315
680,6677523.5,9753372.0,2584.09,3122.9196
690,6674824.5,9752321.0,2583.56,3122.7488
700,6673566.0,9733471.0,2583.32,3119.74
710,6675156.0,9726630.0,2583.63,3118.6412
720,6673209.5,9752739.0,2583.25,3122.7992
730,6669740.5,9724360.0,2582.58,3118.2595
740,6666684.5,9741197.0,2581.99,3120.9565
750,6686341.5,9769436.0,2585.79,3125.4785
760,6661015.0,9724164.0,2580.89,3118.2431
770,6658838.5,9725344.0,2580.46,3118.4236
780,6658626.0,9799391.0,2580.42,3130.2651
790,6691284.5,9739113.0,2586.75,3120.6298
800,6653631.0,9720228.0,2579.46,3117.6142
810,6671376.5,9731799.0,2582.89,3119.4561
820,6650314.5,9773590.0,2578.81,3126.1449
830,6653943.5,9715649.0,2579.52,3116.8746
840,6677244.5,9728662.0,2584.03,3118.9642
850,6650646.0,9723456.0,2578.88,3118.109
860,6660851.0,9687143.0,2580.85,3112.2807
870,6681021.5,9740450.0,2584.76,3120.8309
880,6653824.5,9720846.0,2579.49,3117.7133
890,6652918.5,9680374.0,2579.32,3111.2317
900,6642931.5,9717431.0,2577.38,3117.1362
910,6645903.0,9738112.0,2577.96,3120.4499
920,6648562.0,9719119.0,2578.47,3117.4242
930,6643508.0,9719006.0,2577.49,3117.4021
940,6636368.0,9748314.0,2576.11,3122.0827
950,6635702.5,9710183.0,2575.98,3116.0005
960,6632129.0,9698035.0,2575.28,3114.0534
970,6641595.5,9663362.0,2577.12,3108.5003
980,6631462.0,9739709.0,2575.15,3120.7063
990,6669528.5,9753399.0,2582.54,3122.8838
