iteration,trainRMSE
0,"[793.2673839807209, 793.2827169207303, 793.3315351342683, 793.3405184659996, 794.2697798754696]"
2500,"[667.6554187624824, 669.9398356368728, 668.992142137233, 670.5620625297382, 671.3819218749051]"
5000,"[650.4252927947169, 646.7338234702211, 647.8616097533716, 649.5514394468038, 654.4580691919358]"
7500,"[642.9015099253987, 637.0697781641388, 634.1350724250952, 634.4314835912764, 641.9490905166546]"
