Epoch,lossTrain,lossVal,stdDev
0,0.20902907848358154,0.2038695514202118,0.004999999888241291
5000,0.028747275471687317,0.023197371512651443,0.004999999888241291
10000,0.02357124723494053,0.03193994611501694,0.08699999749660492
15000,0.02176993153989315,0.03699727728962898,0.10999999940395355
20000,0.023501094430685043,0.04070034995675087,0.12399999797344208
25000,0.022725863382220268,0.04297289252281189,0.13099999725818634
30000,0.02169126085937023,0.044672414660453796,0.13899999856948853
35000,0.020980870351195335,0.04468361288309097,0.14000000059604645
40000,0.022741399705410004,0.045556336641311646,0.13899999856948853
45000,0.024279583245515823,0.04599689319729805,0.1379999965429306
50000,0.023001285269856453,0.046483393758535385,0.14100000262260437
55000,0.01875685155391693,0.04785144701600075,0.15199999511241913
60000,0.018316034227609634,0.049239154905080795,0.15700000524520874
65000,0.01772984489798546,0.05133894458413124,0.16500000655651093
70000,0.01728556677699089,0.05188767984509468,0.16599999368190765
75000,0.016944672912359238,0.05308536812663078,0.16899999976158142
80000,0.01651700586080551,0.05415672808885574,0.1720000058412552
85000,0.016064250841736794,0.05670732259750366,0.1809999942779541
90000,0.015688883140683174,0.05806408077478409,0.1850000023841858
95000,0.015540685504674911,0.05971201881766319,0.1899999976158142
99999,0.015095541253685951,0.060729335993528366,0.19300000369548798
