Incident Type,Creation Date,Response Time,Year,Week,Day
Utility-Other,2019-09-27 00:00:00,489.0,2019,2019-38,270
Utility-Water Service Line,2019-09-30 00:00:00,3371.0,2019,2019-39,273
Utility-Gas High Pressure,2019-09-30 00:00:00,170.0,2019,2019-39,273
Utility-Water Service Line,2019-09-30 03:16:20,519.5,2019,2019-39,273
Utility-Water Service Line,2019-09-30 03:16:20,519.5,2019,2019-39,273
Utility-Water Service Line,2019-09-30 03:16:20,519.5,2019,2019-39,273
Utility-Other,2019-10-01 00:00:00,1519.0,2019,2019-39,274
Utility-Other,2019-10-01 11:13:15,349.0,2019,2019-39,274
Utility-Water Main,2019-10-07 00:00:00,2961.0,2019,2019-40,280
Utility-Water Main,2019-10-07 11:45:58,824.5,2019,2019-40,280
Utility-Water Main,2019-10-07 11:45:58,824.5,2019,2019-40,280
Utility-Steam Service Line,2019-10-08 00:00:00,795.0,2019,2019-40,281
Utility-Steam Service Line,2019-10-08 05:52:32,122.0,2019,2019-40,281
Utility-Gas High Pressure,2019-10-16 00:00:00,333.0,2019,2019-41,289
Utility-Water Service Line,2019-10-17 00:00:00,600.0,2019,2019-41,290
Utility-Water Service Line,2019-10-17 21:46:56,519.5,2019,2019-41,290
Utility-Water Service Line,2019-10-28 00:00:00,474.0,2019,2019-43,301
Utility-Power Outage,2019-10-29 00:00:00,509.0,2019,2019-43,302
Utility-Power Outage,2019-10-29 00:17:57,217.5,2019,2019-43,302
Utility-Power Outage,2019-10-29 20:11:03,217.5,2019,2019-43,302
Utility-Power Outage,2019-10-29 20:11:03,217.5,2019,2019-43,302
Utility-Power Outage,2019-10-29 20:11:03,217.5,2019,2019-43,302
Utility-Water Main,2019-11-02 00:00:00,2151.0,2019,2019-43,306
Utility-Water Main,2019-11-02 00:00:00,125.0,2019,2019-43,306
Utility-Other,2019-11-04 00:00:00,325.0,2019,2019-44,308
Utility-Gas Main Rupture,2019-11-10 00:00:00,9.0,2019,2019-45,314
Utility-Gas Main Rupture,2019-11-10 00:00:00,81.0,2019,2019-45,314
Utility-Power Outage,2019-11-10 00:00:00,377.0,2019,2019-45,314
Utility-Gas High Pressure,2019-11-12 00:00:00,843.0,2019,2019-45,316
Utility-Water Main,2019-11-13 00:00:00,3577.0,2019,2019-45,317
Utility-Water Main,2019-11-13 07:44:53,824.5,2019,2019-45,317
Utility-Water Main,2019-11-13 07:44:53,824.5,2019,2019-45,317
Utility-Water Main,2019-11-14 00:00:00,178.0,2019,2019-45,318
Utility-Steam Main,2019-11-18 00:00:00,4000.0,2019,2019-46,322
Utility-Steam Main,2019-11-18 17:25:37,1239.5,2019,2019-46,322
Utility-Steam Main,2019-11-18 17:25:37,1239.5,2019,2019-46,322
Utility-Steam Main,2019-11-18 17:25:37,1239.5,2019,2019-46,322
Utility-Water Main,2019-11-20 00:00:00,1961.0,2019,2019-46,324
Utility-Water Main,2019-11-20 05:25:42,824.5,2019,2019-46,324
Utility-Water Main,2019-11-20 05:25:42,824.5,2019,2019-46,324
Utility-Water Main,2019-11-23 00:00:00,2613.0,2019,2019-46,327
Utility-Water Main,2019-11-23 23:18:18,824.5,2019,2019-46,327
Utility-Water Main,2019-11-23 23:18:18,824.5,2019,2019-46,327
Utility-Water Main,2019-11-24 00:00:00,4000.0,2019,2019-47,328
Utility-Water Main,2019-11-24 06:14:27,824.5,2019,2019-47,328
Utility-Water Main,2019-11-24 06:14:27,824.5,2019,2019-47,328
Utility-Water Main,2019-11-24 06:14:27,824.5,2019,2019-47,328
Utility-Water Main,2019-11-24 06:14:27,824.5,2019,2019-47,328
Utility-Water Main,2019-11-24 06:14:27,824.5,2019,2019-47,328
Utility-Sewer Service,2019-11-30 15:12:28,299.0,2019,2019-47,334
Utility-Sewer Service,2019-11-30 15:12:28,299.0,2019,2019-47,334
Utility-Sewer Service,2019-11-30 15:12:28,299.0,2019,2019-47,334
Utility-Sewer Service,2019-11-30 15:12:28,299.0,2019,2019-47,334
Utility-Sewer Service,2019-11-30 15:12:28,299.0,2019,2019-47,334
Utility-Sewer Service,2019-11-30 15:12:28,299.0,2019,2019-47,334
Utility-Sewer Service,2019-11-30 15:12:28,299.0,2019,2019-47,334
Utility-Sewer Service,2019-11-30 15:12:28,299.0,2019,2019-47,334
Utility-Sewer Service,2019-11-30 15:12:28,299.0,2019,2019-47,334
Utility-Sewer Service,2019-11-30 15:12:28,299.0,2019,2019-47,334
Utility-Sewer Service,2019-11-30 15:12:28,299.0,2019,2019-47,334
Utility-Sewer Service,2019-11-30 15:12:28,299.0,2019,2019-47,334
Utility-Sewer Service,2019-11-30 15:12:28,299.0,2019,2019-47,334
Utility-Sewer Service,2019-11-30 15:12:28,299.0,2019,2019-47,334
Utility-Sewer Service,2019-11-30 15:12:28,299.0,2019,2019-47,334
Utility-Sewer Service,2019-11-30 15:12:28,299.0,2019,2019-47,334
Utility-Sewer Service,2019-11-30 15:12:28,299.0,2019,2019-47,334
Utility-Sewer Service,2019-11-30 15:12:28,299.0,2019,2019-47,334
Utility-Power Outage,2019-12-01 00:00:00,44.0,2019,2019-48,335
Utility-Sewer Service,2019-12-09 00:00:00,4000.0,2019,2019-49,343
Utility-Power Outage,2019-12-09 00:00:00,183.0,2019,2019-49,343
Utility-Sewer Service,2019-12-09 13:19:11,299.0,2019,2019-49,343
Utility-Sewer Service,2019-12-09 13:19:11,299.0,2019,2019-49,343
Utility-Water Main,2019-12-10 00:00:00,1679.0,2019,2019-49,344
Utility-Water Main,2019-12-10 08:45:12,824.5,2019,2019-49,344
Utility-Power Outage,2019-12-11 00:00:00,94.0,2019,2019-49,345
Utility-Gas High Pressure,2019-12-11 00:00:00,249.0,2019,2019-49,345
Utility-Gas High Pressure,2019-12-12 00:00:00,118.0,2019,2019-49,346
Utility-Other,2019-12-12 00:00:00,1707.0,2019,2019-49,346
Utility-Water Main,2019-12-12 07:36:42,824.5,2019,2019-49,346
Utility-Water Main,2019-12-12 07:36:42,824.5,2019,2019-49,346
Utility-Water Main,2019-12-12 07:36:42,824.5,2019,2019-49,346
Utility-Water Main,2019-12-12 07:36:42,824.5,2019,2019-49,346
Utility-Water Main,2019-12-12 07:36:42,824.5,2019,2019-49,346
Utility-Other,2019-12-12 08:57:53,349.0,2019,2019-49,346
Utility-Water Service Line,2019-12-15 00:00:00,153.0,2019,2019-50,349
Utility-Power Outage,2019-12-17 00:00:00,389.0,2019,2019-50,351
