iteration,trainRMSE
0,"[793.33661082804, 793.3425788824624, 793.3937995021358, 793.4061767468637, 794.3438432728153]"
2500,"[793.33661082804, 793.3425788824624, 793.3937995021358, 793.4061767468637, 794.3438432728153]"
5000,"[793.33661082804, 793.3425788824624, 793.3937995021358, 793.4061767468637, 794.3438432728153]"
7500,"[793.33661082804, 793.3425788824624, 793.3937995021358, 793.4061767468637, 794.3438432728153]"
10000,"[793.33661082804, 793.3425788824624, 793.3937995021358, 793.4061767468637, 794.3438432728153]"
12500,"[793.33661082804, 793.3425788824624, 793.3937995021358, 793.4061767468637, 794.3438432728153]"
15000,"[793.33661082804, 793.3425788824624, 793.3937995021358, 793.4061767468637, 794.3438432728153]"
17500,"[793.33661082804, 793.3425788824624, 793.3937995021358, 793.4061767468637, 794.3438432728153]"
20000,"[750.4895448774013, 749.9379397270515, 749.9156417216207, 749.9013229925804, 750.770385888772]"
22500,"[710.5552770947005, 710.3133813692523, 710.3030835073396, 710.2882881715727, 711.0711317527774]"
25000,"[684.4721734752695, 684.3704490084486, 684.3416115403064, 684.3164795980864, 684.9868125492776]"
27500,"[672.9041892139292, 672.8878524257894, 672.8351737794933, 672.7981667709599, 673.335496772408]"
30000,"[671.2645936307147, 670.2939842440876, 669.5541031920284, 668.885381743929, 669.6501004499235]"
32500,"[670.4002115859715, 668.7496241093683, 667.7402454842646, 666.8936589561985, 668.1759121348139]"
35000,"[669.4184094872771, 667.4054525321387, 665.0357196505385, 664.2175445705963, 665.4665080407163]"
37500,"[668.6952105930634, 666.2004257867968, 663.639233962153, 663.0631632621601, 664.2065508339425]"
