iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,629745.25,627030.7,793.56,791.8528
2500,629745.2,627030.6,793.56,791.8528
5000,629745.1,627030.56,793.56,791.8528
7500,629745.1,627030.56,793.56,791.8528
10000,629745.1,627030.56,793.56,791.8528
12500,629745.06,627030.5,793.56,791.8528
15000,629745.06,627030.5,793.56,791.8528
17500,629745.06,627030.5,793.56,791.8528
20000,562804.6,556429.3,750.2,745.9418
22500,504819.34,494230.2,710.51,703.0149
25000,468537.34,453803.9,684.5,673.6495
27500,452865.2,434014.62,672.95,658.7974
30000,448806.94,437616.53,669.93,661.5254
32500,446749.72,442680.22,668.39,665.3411
35000,443971.4,446561.2,666.31,668.2458
37500,442443.84,449668.38,665.16,670.5696
