iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,629610.44,626790.2,793.48,791.7008
2500,443468.53,449652.3,665.93,670.5567
5000,441658.22,450795.53,664.57,671.4032
7500,440612.78,455417.3,663.79,674.8403
10000,440876.56,455792.94,663.98,675.1142
12500,438885.25,457282.88,662.48,676.2172
15000,439090.12,457807.47,662.64,676.6003
17500,439525.25,455933.28,662.97,675.2125
20000,438599.1,459070.94,662.27,677.535
22500,438096.12,456235.34,661.88,675.4403
25000,433538.44,453981.6,658.43,673.7153
27500,451639.3,468080.53,672.03,684.1172
30000,452355.25,454488.94,672.56,674.1471
32500,414765.97,459414.94,643.98,677.7825
35000,418882.03,459801.22,647.17,678.0679
37500,462306.0,451159.0,679.89,671.4745
