iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,1054070.2,1262627.5,1026.67,1123.6551
100,994565.75,1197458.2,997.27,1094.2722
200,856808.7,1047240.7,925.63,1023.3352
300,700693.0,872756.1,837.07,934.2
400,601170.7,749666.25,775.35,865.8205
500,594981.0,738369.75,771.34,859.2771
600,594773.9,738435.8,771.21,859.3158
700,594556.4,739245.2,771.07,859.7875
800,594178.2,741228.0,770.82,860.9364
900,594225.8,738533.1,770.86,859.3726
1000,593439.06,739961.4,770.34,860.2045
1100,593878.9,739643.7,770.63,860.0176
1200,592354.25,740606.6,769.64,860.5724
1300,593681.6,739456.8,770.5,859.9097
1400,592287.3,738072.6,769.6,859.103
1500,595067.44,741760.7,771.4,861.2379
1600,592325.5,737836.8,769.62,858.9671
1700,594603.4,743258.2,771.1,862.1146
1800,594789.3,738801.75,771.22,859.5288
1900,593857.2,738101.06,770.62,859.1214
