iteration,trainRMSE
0,"[1030.9678256546315, 1030.7144273563724, 1030.7508253354056, 1029.1386971224508, 1027.6730654524522, 1026.9812676742308, 1018.6328843683008, 1023.6946314369425, 1023.1908190534989, 1023.7102744872661]"
100,"[1030.1382367431074, 1028.0838821145546, 1026.5811203726114, 1024.0481118583011, 1022.2114611354779, 1021.3734544607395, 1012.9490784891118, 1017.9830082613485, 1017.4723712975422, 1017.9796226772803]"
200,"[1022.5514151278653, 1021.56364219837, 1021.0022943431168, 1019.2178842920258, 1017.7491917780123, 1017.0791963077129, 1008.731755603172, 1013.8102502009895, 1013.3279183207844, 1013.8452972211652]"
300,"[1018.7271357335429, 1017.9138391669444, 1017.7778438942105, 1016.1906206626519, 1014.7917666454975, 1014.1452426836048, 1005.8008763078154, 1010.8825505107671, 1010.4040250403592, 1010.9192014272455]"
400,"[1015.2337474032049, 1014.915461264442, 1014.9240996538198, 1013.3747418979486, 1011.988891627205, 1011.3460358682512, 1002.9977209654676, 1008.0794534353491, 1007.6032466650108, 1008.1155685127683]"
500,"[1012.2504155717701, 1011.9943256670721, 1012.0178120646264, 1010.4742345645443, 1009.0929370653593, 1008.451219996655, 1000.0979576276994, 1005.1793287765652, 1004.7053935932496, 1005.2146505994294]"
600,"[1009.2291342316654, 1008.9578479224244, 1008.9792702711812, 1007.4382538208939, 1006.0610068425098, 1005.4203077830736, 997.0618647255669, 1002.1427670390719, 1001.6712330342151, 1002.1772394616593]"
700,"[1006.0249465605615, 1005.7652302686306, 1005.7878779055856, 1004.2500604531716, 1002.8771980737008, 1002.2376004920387, 993.8737821938619, 998.9541185672363, 998.4851400688839, 998.9876892207114]"
800,"[1002.6704142406865, 1002.4147063855338, 1002.4374989234362, 1000.9029944946636, 999.5348050067171, 998.896386682569, 990.5269957777356, 995.606646473711, 995.1403887959752, 995.6392589914799]"
900,"[999.1184596170845, 998.8975755500772, 998.9250195807178, 997.3947598589069, 996.0316642533315, 995.3945269556597, 987.0193802815301, 992.0982109571173, 991.6348478289462, 992.1298065537849]"
1000,"[995.4457874574019, 995.2259592330435, 995.2524436052668, 993.7257549017625, 992.3679205916669, 991.73212481083, 983.3510472528867, 988.4289052784943, 987.9686175751029, 988.4594230474783]"
1100,"[991.6127553252588, 991.3945826554561, 991.4200652193377, 989.8971873167927, 988.5449476824674, 987.9105850241932, 979.5234269234119, 984.6001398426863, 984.1431151303323, 984.629517047353]"
1200,"[987.6217180283658, 987.4056917888598, 987.43011052604, 985.9112946034751, 984.5649963959091, 983.9321630028392, 975.5387984536441, 980.6141723062871, 980.1606047096003, 980.6423444161968]"
1300,"[983.4756334721748, 983.2621851399809, 983.2854837054525, 981.770992715708, 980.4309962977599, 979.7997930184433, 971.4001231698429, 976.4739406922893, 976.0240309159527, 976.5008414269743]"
1400,"[979.1779682427083, 978.9674681079691, 978.9895861086393, 977.4796953751122, 976.1463752454418, 975.5169078772246, 967.1108641059359, 972.1828827876476, 971.7368383192131, 972.2084441008811]"
1500,"[974.7325895144259, 974.5254076367667, 974.5462835616987, 973.0412814077944, 971.7150268013867, 971.0874063592794, 962.6749535804279, 967.7449035958034, 967.3029388859561, 967.7690556536331]"
1600,"[970.1437258307992, 969.940205840043, 969.9597763988671, 968.4599649761428, 967.1411807071892, 966.5155237630886, 958.0966637643908, 963.1642457141028, 962.7265825668825, 963.1869168229885]"
1700,"[965.4160299816535, 965.216526623347, 965.2347268032664, 963.7404228244023, 962.42952996824, 961.8059589558555, 953.3807341478933, 958.4456167145793, 958.0124845502799, 958.4667332990113]"
1800,"[960.5544620345198, 960.3593285173666, 960.376091859898, 958.8876275715487, 957.5850644662298, 956.9637080848014, 948.5322052676821, 953.5940226447915, 953.1656589215786, 953.6135091661215]"
1900,"[955.5643847547827, 955.3739856428347, 955.3892436540451, 953.9069677278964, 952.613190830472, 951.9941843882735, 943.5565389934316, 948.6148881015832, 948.191538562438, 948.6326669788705]"
2000,"[950.4515131647403, 950.2662335354911, 950.2799161763278, 948.8041946732557, 947.5196795448368, 946.9031654291748, 938.4595659288207, 943.5140036049733, 943.0959228624954, 943.5299951949772]"
2100,"[945.2219844165115, 945.0422435550884, 945.054278916579, 943.5854964522396, 942.3107387346142, 941.6968667260732, 933.2475594978731, 938.2975994061158, 937.8850510421147, 938.3117219278969]"
2200,"[939.8822463239304, 939.7084912471755, 939.7188052838362, 938.2573659129692, 936.9928824565352, 936.3818103296594, 927.9271047364365, 932.9722139126529, 932.5654712476705, 932.9843833531888]"
2300,"[934.439158117476, 934.2719197289654, 934.2804364304883, 932.8267650979526, 931.5730950486002, 930.9649889606972, 922.50526285205, 927.5448583371424, 927.1442045860339, 927.5549884503516]"
2400,"[928.8998261562552, 928.7399525029722, 928.7465942991452, 927.3011376033412, 926.0588433122763, 925.4538782637458, 916.989584087968, 922.0230291615417, 921.6287578956833, 922.0310313864452]"
2500,"[923.2703996163295, 923.1203771981023, 923.1250649738054, 921.6882927018396, 920.4579610664046, 919.8563214641388, 911.3879924621541, 916.4145926592887, 916.0270082603854, 916.4203760805018]"
2600,"[916.6201574301955, 916.4730878024259, 916.4753928785167, 915.0493646358287, 913.8337461624283, 913.2362271495653, 904.7639865134396, 909.7816525311076, 909.4022584257315, 909.7847327797803]"
2700,"[910.0885849011446, 909.9503437478668, 909.9502349471768, 908.5352821758288, 907.3347352189871, 906.7414710429643, 898.266389908973, 903.2743319480038, 902.9032898138479, 903.2746718168455]"
2800,"[903.7971346290414, 903.6678677964948, 903.6653565584752, 902.2616092398404, 901.0762167848206, 900.4872643712687, 892.0104806115326, 897.008079225108, 896.6453976427263, 897.0056919359516]"
2900,"[897.5481819161058, 897.4282694064236, 897.423292452097, 896.0312382513364, 894.8615639680321, 894.2771180837799, 885.7997531167746, 890.7860423230057, 890.4319938213865, 890.780855524964]"
3000,"[891.3082950757794, 891.1981701018407, 891.1906460432839, 889.8108740638422, 888.6576094454974, 888.0779045629107, 879.6011809140846, 884.5750508108243, 884.2299746654227, 884.5669719994186]"
3100,"[885.071625571165, 884.971731665403, 884.9615708824462, 883.5947316222747, 882.4586399246648, 881.8839349490247, 873.4092059933413, 878.3694295212439, 878.0337000574042, 878.3583566856879]"
3200,"[878.8412664697563, 878.7520964814048, 878.7392038477557, 877.3859984601601, 876.267898846515, 875.6984730756501, 867.2272411472557, 872.1724769037868, 871.8464942099804, 872.1583018715934]"
3300,"[872.6263155932502, 872.548366841194, 872.5326437558641, 871.1938166451056, 870.0945731438845, 869.530723487284, 861.0646536761041, 865.9934472979286, 865.6776307144827, 865.9760578347209]"
3400,"[866.4363060128076, 866.370082632132, 866.3514268029965, 865.0277693277088, 863.9482945400463, 863.3903370309116, 854.9312726571683, 859.8420465023372, 859.5368361405249, 859.8213264270925]"
3500,"[860.2854701120239, 860.2314844950121, 860.2097917431098, 858.9021350988634, 857.8433798015989, 857.2916469045814, 848.8416199923413, 853.7326756845782, 853.4385263559507, 853.7085061652416]"
3600,"[854.1867566775924, 854.1455303173253, 854.1206936609582, 852.8299159783109, 851.7928772703067, 851.2477207078194, 842.808968753086, 847.6784729641874, 847.3958580655656, 847.6507320556907]"
3700,"[848.1565443501796, 848.128594561133, 848.1005057540883, 846.8275267719297, 845.8132401121472, 845.2750288569126, 836.8500047686317, 841.6959902392009, 841.4253971816222, 841.6645557397092]"
3800,"[842.211547112196, 842.1974363942965, 842.1659858458561, 840.9117690404938, 839.9213099627264, 839.3904311272685, 830.981817044732, 835.8021745723352, 835.5441050172908, 835.7669215561136]"
3900,"[836.3689987265526, 836.3692822929635, 836.3343592403413, 835.0999139972423, 834.1343998067958, 833.6112595527877, 825.2219815323383, 830.0144515553162, 829.7694219242328, 829.9752537961509]"
