iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,1053811.2,1262308.6,1026.55,1123.5135
100,1044269.4,1251977.4,1021.88,1118.912
200,1034078.9,1241067.9,1016.89,1114.0225
300,1027715.44,1234258.4,1013.76,1110.9608
400,1021848.1,1227953.2,1010.86,1108.1187
500,1015973.06,1221631.4,1007.95,1105.2622
600,1009866.9,1215054.9,1004.91,1102.2831
700,1003466.2,1208158.6,1001.72,1099.1505
800,996771.06,1200940.1,998.38,1095.8619
900,989769.5,1193388.2,994.86,1092.4108
1000,982483.75,1185523.8,991.2,1088.8051
1100,974910.0,1177342.0,987.37,1085.0416
1200,967055.5,1168852.1,983.38,1081.1221
1300,958929.8,1160062.8,979.24,1077.0495
1400,950545.0,1150984.4,974.95,1072.8268
1500,941912.06,1141628.5,970.51,1068.4575
1600,933041.8,1132007.2,965.93,1063.9456
1700,923948.9,1122133.2,961.21,1059.2952
1800,914644.5,1112020.6,956.36,1054.5109
1900,905146.2,1101682.0,951.38,1049.5976
2000,895465.06,1091133.6,946.28,1044.5605
2100,885618.56,1080390.2,941.07,1039.4052
2200,875622.56,1069467.6,935.74,1034.1376
2300,865492.3,1058382.4,930.31,1028.7639
2400,855245.9,1047151.2,924.79,1023.2908
2500,844901.0,1035791.56,919.18,1017.725
2600,832747.9,1022400.4,912.54,1011.1247
2700,820908.2,1009355.56,906.03,1004.6535
2800,809587.5,996843.75,899.76,998.407
2900,798422.6,984471.9,893.54,992.1921
3000,787353.75,972173.6,887.32,985.9749
3100,776370.9,959934.56,881.11,979.7487
3200,765480.06,947758.56,874.91,973.5152
3300,754695.1,935661.3,868.72,967.2819
3400,744032.9,923657.06,862.57,961.0569
3500,733518.1,911769.75,856.45,954.8523
3600,723169.4,900019.25,850.39,948.6794
3700,713014.44,888432.0,844.39,942.5524
3800,703077.94,877032.2,838.49,936.4859
3900,693386.06,865846.7,832.69,930.4947
4000,683966.8,854904.4,827.01,924.5961
4100,674850.0,844234.5,821.48,918.8081
4200,666063.1,833865.7,816.12,913.1482
4300,657634.75,823835.25,810.94,907.6395
4400,649597.1,814171.75,805.97,902.3008
4500,641983.1,804915.06,801.23,897.1569
4600,634823.7,796066.94,796.75,892.2124
4700,628153.2,787679.8,792.55,887.4999
4800,622003.2,779810.7,788.66,883.056
4900,616408.9,772461.06,785.11,878.8851
5000,611405.0,765664.0,781.92,875.0102
5100,607027.8,759464.7,779.11,871.4609
5200,603311.7,753908.94,776.72,868.2679
5300,600290.1,749061.3,774.78,865.4725
5400,598001.56,744959.75,773.3,863.1006
5500,596499.4,741641.94,772.33,861.1771
5600,595496.56,739193.8,771.68,859.7549
5700,594906.5,739429.25,771.29,859.8918
5800,594509.9,739417.94,771.04,859.8852
5900,594297.8,739753.8,770.9,860.0803
6000,594087.8,739800.56,770.76,860.1077
6100,593947.4,739883.9,770.67,860.1561
6200,593878.56,739916.2,770.63,860.1747
6300,593811.25,739931.1,770.58,860.1833
6400,593760.25,739951.94,770.55,860.1956
6500,593709.5,739955.7,770.52,860.1977
6600,593652.8,739970.0,770.48,860.206
6700,593469.8,740301.5,770.36,860.3982
6800,593222.8,740244.2,770.2,860.3648
6900,592988.2,740595.44,770.05,860.5689
7000,592892.06,740354.6,769.99,860.4294
7100,592823.9,740553.56,769.94,860.5445
7200,592728.1,740593.94,769.88,860.5682
7300,592659.8,740376.2,769.83,860.442
7400,592546.0,740497.75,769.76,860.5125
7500,592427.0,740493.56,769.68,860.51
7600,592246.4,740397.7,769.57,860.4546
7700,592125.56,740459.75,769.49,860.4904
7800,591982.5,740550.0,769.39,860.5427
7900,591867.7,740552.5,769.32,860.5441
