iteration,trainRMSE
0,"[1024.2773630788865, 1024.2894314433377, 1029.250684585372, 1029.2595886874105, 1029.777937007543]"
2500,"[754.7359937281319, 750.9962394373484, 756.5502444186648, 756.2609687477417, 751.2809455697067]"
5000,"[737.1799894793451, 724.014311098776, 713.4689453669884, 712.6555728910295, 699.2944461640907]"
7500,"[740.1669942432098, 718.7138870512191, 707.4156800678869, 705.1011208663277, 698.2826003466089]"
10000,"[738.1633811889191, 723.7778884153148, 754.4060387556325, 739.1860765765671, 725.8984370047167]"
12500,"[701.3167919757597, 633.3143506914469, 565.8126506611753, 529.8606221270675, 479.3285910161356]"
15000,"[695.9214949687829, 639.4461563838239, 592.4140018675153, 596.9494880774959, 589.5515303926902]"
17500,"[673.7792269508909, 620.6309478573535, 552.1692006846542, 548.1306430195852, 555.6518244299502]"
20000,"[676.681297267964, 636.6906485205589, 581.1944805631048, 565.104059555187, 583.4198888856038]"
22500,"[621.6338073939108, 547.3393615283759, 505.4968572958517, 497.6554753986109, 462.27829027479265]"
25000,"[661.5837708162235, 653.6995689500989, 602.0349507090293, 608.4869748174268, 592.1215647289243]"
27500,"[617.554409898109, 547.1570594967039, 517.8597017590995, 523.3195589918404, 488.91768369778845]"
30000,"[600.8539332412582, 510.62619506517854, 470.1649659128266, 430.36483920618326, 410.75851523148225]"
32500,"[679.9788157717047, 634.0563297302945, 629.1544929595955, 638.2972850525755, 666.4158791834474]"
35000,"[602.0025101173327, 530.1711333389899, 513.480612253243, 507.4913427740706, 499.79235537331795]"
37500,"[666.0577522585414, 609.3388780346095, 638.3361210751552, 658.3895969626119, 694.1565056709687]"
40000,"[609.9888809963822, 553.6531039376082, 528.443892786284, 538.9944381701586, 549.5088751089136]"
42500,"[585.4268146734684, 506.78027765859514, 493.9525151657177, 484.7117484983147, 487.92567596470866]"
45000,"[712.3345631633853, 713.5705361494921, 686.0293155432731, 700.1662573560899, 704.4737669930466]"
47500,"[709.5090662965475, 707.1159300804378, 693.6918642856257, 732.8323518117984, 704.0431495072982]"
50000,"[690.0157222780042, 684.6558819318957, 665.9851278252587, 682.3662492661509, 669.7588865548048]"
52500,"[733.829369740389, 716.6477963895251, 706.7032804175423, 728.3458379192574, 717.4836791992875]"
55000,"[691.4710204180924, 685.9393800060963, 661.5207299365517, 675.3459261360522, 682.3864545255205]"
57500,"[686.2727991926947, 671.9707592085978, 642.8130794316849, 667.4706040234793, 656.418236965807]"
60000,"[683.9311611127979, 658.3241320997703, 639.4811484314628, 660.9406501672404, 657.6376387128338]"
62500,"[666.5712549837259, 649.0990351726844, 634.9411186156302, 634.6452059701752, 642.5524646140647]"
65000,"[672.8535617545962, 661.8939248242978, 633.4615042603111, 650.2256764929973, 651.8783635307864]"
67500,"[668.0337132069964, 659.1962265138884, 641.7551896338631, 634.6195399000385, 639.4140908604674]"
