iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,1055366.5,1235028.9,1027.31,1111.3121
2500,587862.8,725133.75,766.72,851.5458
5000,583474.94,731376.2,763.85,855.1971
7500,579259.3,739495.7,761.09,859.9177
10000,578291.7,735742.1,760.44,857.7259
12500,575001.7,741408.5,758.27,861.0133
15000,571746.5,738796.8,756.12,859.4873
17500,555301.0,757713.75,745.15,870.3441
20000,542040.94,765381.56,736.19,874.6665
22500,536545.7,778717.1,732.41,882.2627
25000,535799.75,783874.94,731.89,885.1665
27500,552491.44,754814.25,743.11,868.6784
30000,543674.1,779547.0,736.96,882.5581
32500,587065.6,734097.2,766.16,856.703
35000,570045.25,761504.0,754.84,872.241
37500,585735.4,775923.1,765.24,880.0481
40000,556581.5,769151.6,745.62,876.2455
42500,565405.56,785685.0,751.73,885.3474
45000,552656.94,818795.5,743.11,903.2256
47500,556021.1,803921.8,745.46,895.4969
50000,611932.3,741277.5,782.22,860.8734
52500,564642.06,756829.75,750.92,869.8026
55000,560747.06,776324.06,748.15,880.7321
57500,553565.3,793118.25,743.26,890.3393
60000,554744.4,786254.5,744.18,886.6326
62500,552356.9,743250.4,742.66,862.0281
65000,550745.44,759071.06,741.48,870.9619
67500,548438.44,775641.0,739.84,880.0502
