iteration,trainRMSE
0,"[1598.0612883556257, 1597.3093885277099, 1597.3497376091823, 1597.7096983770687, 1601.6184268934896, 1602.3895735345923, 1602.400687107413, 1607.9516266998967, 1607.8211330750448, 1607.8208237836707]"
100,"[1581.9879482491806, 1547.8483937329404, 1545.8547530407504, 1545.8278184555254, 1549.557370725393, 1550.2460351432655, 1550.2541985695461, 1555.7553314561833, 1555.6563838095444, 1555.6570456412817]"
200,"[1483.6606243008532, 1476.1370792614398, 1475.4107990413254, 1475.466803829255, 1479.0761628726186, 1479.6562567155859, 1479.6611051898913, 1485.0463255067996, 1484.9998264699132, 1485.0007360315185]"
300,"[1399.982071896971, 1396.8549880814858, 1396.8995905535487, 1396.9544349324851, 1400.29732844761, 1400.6937155395963, 1400.6928487882683, 1405.810004013311, 1405.847162034469, 1405.8483048340534]"
400,"[1342.1998411810278, 1340.4761745175983, 1340.5686455558955, 1340.4623945161304, 1343.2898694691344, 1343.4073099189343, 1343.3979191948558, 1347.9600465448655, 1348.1157276235692, 1348.1175709001177]"
500,"[1332.3475566526702, 1331.4088081763161, 1331.311500369441, 1331.4273346318387, 1335.1938285518302, 1336.3202043857482, 1334.8560486159695, 1338.327523157131, 1339.7475961253094, 1340.4869359053027]"
600,"[1330.471041579812, 1328.178576245537, 1328.52053821693, 1328.9504311151543, 1333.598179994477, 1336.1504479541834, 1333.3352534490882, 1336.5184288183973, 1340.3219395802257, 1340.4087169435952]"
700,"[1330.4332475496349, 1326.2841835035335, 1325.7364741854933, 1325.6018378558836, 1330.0502922933497, 1332.6269365765609, 1331.4857285240414, 1335.5910315259673, 1338.1642442824266, 1338.0446664994454]"
800,"[1330.806596523704, 1328.6537880389662, 1328.1824397095022, 1329.072106647996, 1332.4722198892111, 1334.0371059134245, 1332.2897704530121, 1337.4070804309476, 1337.5081074771279, 1338.8031643055047]"
900,"[1331.538548907982, 1327.2410132154955, 1327.231000647509, 1328.3849698033666, 1333.4707396022532, 1334.7170349886544, 1333.3622541311042, 1337.2664955233263, 1339.044696424374, 1340.3408958110542]"
1000,"[1331.986195766171, 1323.6954770934653, 1322.7017909050887, 1320.6219665385738, 1326.9049675493666, 1329.62103218399, 1327.993810858032, 1333.3423749532287, 1335.29480128004, 1337.8730044618894]"
1100,"[1331.0280735452288, 1322.19672300511, 1321.5757963782496, 1320.971403134329, 1326.1406404100226, 1328.5013090419397, 1327.6552136861778, 1331.689405033865, 1334.172998505652, 1336.5925177929332]"
1200,"[1342.1657378016125, 1327.0435889127903, 1325.8064906182085, 1326.9601179529523, 1331.3160169252835, 1332.2619547395243, 1331.0714480746071, 1334.0456967063533, 1338.1105893624579, 1339.869764254808]"
1300,"[1334.8151283015227, 1321.6484278082512, 1320.1044999176233, 1318.0550803489398, 1322.4152548544405, 1324.702094003289, 1322.746052671879, 1326.6388397581013, 1332.4461109239405, 1335.2520684617568]"
