iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,1055374.0,1234862.0,1027.31,1111.237
2500,592216.06,717145.0,769.55,846.8364
5000,587256.4,718173.3,766.32,847.4382
7500,581587.44,718203.3,762.61,847.4566
10000,577683.0,719227.2,760.04,848.0498
12500,575153.25,723065.44,758.38,850.2773
15000,571252.0,729943.6,755.8,854.3037
17500,564655.1,737284.94,751.41,858.5588
20000,563687.5,740954.2,750.76,860.6889
22500,560264.56,736103.3,748.47,857.8974
25000,563924.94,746711.8,750.94,864.0516
27500,585183.75,756827.56,764.96,869.7077
30000,569380.0,744539.56,754.53,862.848
32500,564019.44,763738.06,750.98,873.8791
35000,597477.5,734480.6,772.96,856.9644
37500,594246.0,724543.4,770.86,851.194
40000,589188.94,733301.6,767.57,856.3086
42500,574612.56,755567.2,757.94,869.1737
45000,571951.1,774798.0,756.21,880.0156
47500,571098.0,755166.1,755.63,868.8724
50000,565956.7,765763.94,752.23,874.701
52500,572689.1,758676.3,756.7,870.9232
55000,570455.0,737698.0,755.24,858.8196
57500,569226.8,760749.56,754.43,872.083
60000,578173.25,753279.0,760.35,867.7084
62500,580882.8,750798.5,762.15,866.3288
65000,572366.2,749228.9,756.52,865.4885
67500,580845.75,743941.9,762.11,862.3844
