iteration,trainRMSE
0,"[1024.2773630788865, 1024.2894314433377, 1029.2506832501138, 1029.254338571626, 1029.738097354606]"
2500,"[764.2646302785259, 761.934858194326, 766.6581668000518, 768.0895621703784, 765.1936139654031]"
5000,"[762.4695504557034, 761.3509400331915, 765.5895666035043, 763.8676517789796, 762.4734304678267]"
7500,"[760.19842244468, 758.8853412433918, 761.7576020820645, 759.4389609010109, 756.0528243885028]"
10000,"[758.7705784396577, 758.200018252597, 761.3069395071416, 758.2330309186658, 762.1673368429697]"
12500,"[756.657361235616, 754.8734338135347, 750.951176096614, 746.7735778922839, 741.3116139816052]"
15000,"[756.8078244226567, 756.0341686065834, 756.0798063307731, 751.0829251672054, 743.5260663582384]"
17500,"[764.6990179165739, 753.1373421318488, 756.6176295867358, 749.331448593161, 742.3434767161407]"
20000,"[759.8328924790658, 746.7471795742318, 752.7022361697764, 733.7797710135919, 726.7006960566955]"
22500,"[760.0873469491039, 749.9922900765329, 763.6243149290248, 752.7184192366474, 741.2620739049091]"
25000,"[758.4910796085037, 747.2663355797097, 755.2629980293644, 747.2639438610205, 747.942803845996]"
27500,"[754.5528092628322, 746.3905167004804, 762.1175450554681, 742.8451138800974, 734.6912451426284]"
30000,"[750.7452152634269, 745.6223545988178, 763.1791604276389, 728.7711103213632, 733.6782650763582]"
32500,"[752.4410490848394, 750.1308945015182, 759.8268856541196, 743.0598534390975, 728.5673313966819]"
35000,"[748.1876621678193, 749.055951417002, 759.3560398093567, 741.1507460470305, 739.2968061890249]"
37500,"[745.6404546136898, 746.1522383067305, 743.0306821022016, 742.7258209537453, 732.9268644715681]"
40000,"[747.0285056876022, 745.4046249344146, 747.4352269508631, 741.680864827623, 724.9804458458109]"
42500,"[751.2142058745777, 755.199484292492, 765.6775886619712, 751.4211469832047, 762.0159054651145]"
45000,"[745.5338511764489, 744.811599297753, 745.5496259064735, 737.9008460382483, 728.182484127896]"
47500,"[745.787944298441, 745.1716949804302, 745.9845492175256, 737.2776354537077, 723.618648150462]"
