Epoch,lossTrain,lossVal,stdDev
1,0.1166318878531456,0.08765825629234314,0.034896448254585266
2501,0.08230941742658615,0.06112292408943176,0.025573138147592545
5001,0.07970063388347626,0.062354497611522675,0.03161344677209854
7501,0.07046283036470413,0.06436074525117874,0.0656065121293068
10001,0.07003645598888397,0.06381269544363022,0.057979829609394073
12501,0.0773792713880539,0.06128948926925659,0.014641452580690384
15001,0.0794282779097557,0.06162300333380699,0.021588724106550217
17501,0.07887939363718033,0.061790015548467636,0.025348681956529617
20001,0.07130851596593857,0.06210977956652641,0.03991534560918808
22501,0.07726163417100906,0.06129050627350807,0.022057995200157166
25001,0.08188146352767944,0.06102456897497177,0.0011701363837346435
27501,0.0809599757194519,0.061825670301914215,0.01152106188237667
30001,0.07889337837696075,0.06118273362517357,0.011051802895963192
32501,0.08189918100833893,0.06145671755075455,0.007665971294045448
35001,0.08225663006305695,0.06248530372977257,0.023620862513780594
37501,0.0814940333366394,0.06193050369620323,0.027019597589969635
40001,0.08054150640964508,0.06218431144952774,0.0251021608710289
42501,0.08058679848909378,0.062418773770332336,0.022100556641817093
45001,0.0740804374217987,0.06139182671904564,0.025870226323604584
47501,0.08214256912469864,0.06074684485793114,0.010487111285328865
49999,0.07990795373916626,0.061112891882658005,0.010114859789609909
