iteration,trainRMSE
0,"[910.9346470264214, 911.0420677102624, 910.5963808755337, 910.5685171328923, 912.0774264497824]"
5000,"[603.2735719275696, 587.7962745277056, 589.4871510573306, 577.7479702259301, 551.1623246115328]"
10000,"[519.7877175571899, 473.2205659775966, 471.78681055231186, 486.450638865092, 465.2571120684525]"
15000,"[346.2995137484747, 347.123980532494, 322.60991128747935, 329.79034416832064, 331.41601324382276]"
20000,"[539.4018544286461, 477.80915188680024, 468.4380719235423, 336.9467712565595, 273.35986964103756]"
25000,"[471.9704611568764, 385.47351461609657, 389.6088113837403, 288.06017323557245, 253.91414066833792]"
30000,"[554.684473361916, 490.36185503273174, 458.23766839316227, 588.1663309486894, 645.9710236760416]"
35000,"[447.20642529059694, 402.80023187089614, 352.3999653041224, 484.9583571812641, 546.6260819290264]"
40000,"[461.3920824172433, 424.2106781641526, 389.58642074243255, 507.35227129790474, 531.6555521478675]"
45000,"[415.97765619431, 368.45814263972306, 359.14936431439287, 462.3818831773954, 491.82426926962876]"
