89.0,221.0,68.0,35.0,111.0,
221.0,68.0,35.0,111.0,169.0,
68.0,35.0,111.0,169.0,5284.0,
35.0,111.0,169.0,5284.0,233.0,
111.0,169.0,5284.0,233.0,93.0,
169.0,5284.0,233.0,93.0,74.0,
5284.0,233.0,93.0,74.0,212.0,
233.0,93.0,74.0,212.0,137.0,
93.0,74.0,212.0,137.0,30.0,
74.0,212.0,137.0,30.0,295.0,
212.0,137.0,30.0,295.0,102.0,
137.0,30.0,295.0,102.0,1075.0,
30.0,295.0,102.0,1075.0,2162.0,
295.0,102.0,1075.0,2162.0,9831.0,
102.0,1075.0,2162.0,9831.0,244.0,
1075.0,2162.0,9831.0,244.0,78.0,
2162.0,9831.0,244.0,78.0,43.0,
9831.0,244.0,78.0,43.0,182.0,
244.0,78.0,43.0,182.0,16762.0,
78.0,43.0,182.0,16762.0,206.0,
43.0,182.0,16762.0,206.0,275.0,
182.0,16762.0,206.0,275.0,139.0,
16762.0,206.0,275.0,139.0,40.0,
206.0,275.0,139.0,40.0,129.0,
275.0,139.0,40.0,129.0,304.0,
139.0,40.0,129.0,304.0,80.0,
40.0,129.0,304.0,80.0,622.0,
129.0,304.0,80.0,622.0,140.0,
304.0,80.0,622.0,140.0,6208.0,
80.0,622.0,140.0,6208.0,14645.0,
622.0,140.0,6208.0,14645.0,47.0,
140.0,6208.0,14645.0,47.0,870.0,
6208.0,14645.0,47.0,870.0,278.0,
14645.0,47.0,870.0,278.0,10344.0,
47.0,870.0,278.0,10344.0,160.0,
870.0,278.0,10344.0,160.0,1263.0,
278.0,10344.0,160.0,1263.0,184.0,
10344.0,160.0,1263.0,184.0,74.0,
160.0,1263.0,184.0,74.0,244.0,
1263.0,184.0,74.0,244.0,169.0,
184.0,74.0,244.0,169.0,94.0,
74.0,244.0,169.0,94.0,139.0,
244.0,169.0,94.0,139.0,647.0,
169.0,94.0,139.0,647.0,79.0,
94.0,139.0,647.0,79.0,86.0,
139.0,647.0,79.0,86.0,917.0,
647.0,79.0,86.0,917.0,70.0,
79.0,86.0,917.0,70.0,342.0,
86.0,917.0,70.0,342.0,107.0,
917.0,70.0,342.0,107.0,216.0,
70.0,342.0,107.0,216.0,2429.0,
342.0,107.0,216.0,2429.0,8847.0,
107.0,216.0,2429.0,8847.0,503.0,
216.0,2429.0,8847.0,503.0,137.0,
2429.0,8847.0,503.0,137.0,4361.0,
8847.0,503.0,137.0,4361.0,407.0,
503.0,137.0,4361.0,407.0,146.0,
137.0,4361.0,407.0,146.0,110.0,
4361.0,407.0,146.0,110.0,203.0,
407.0,146.0,110.0,203.0,111.0,
146.0,110.0,203.0,111.0,1189.0,
110.0,203.0,111.0,1189.0,137.0,
203.0,111.0,1189.0,137.0,52.0,
111.0,1189.0,137.0,52.0,77.0,
1189.0,137.0,52.0,77.0,32.0,
137.0,52.0,77.0,32.0,144.0,
52.0,77.0,32.0,144.0,175.0,
77.0,32.0,144.0,175.0,751.0,
32.0,144.0,175.0,751.0,36.0,
144.0,175.0,751.0,36.0,3945.0,
175.0,751.0,36.0,3945.0,66.0,
751.0,36.0,3945.0,66.0,87.0,
36.0,3945.0,66.0,87.0,881.0,
3945.0,66.0,87.0,881.0,1061.0,
66.0,87.0,881.0,1061.0,59.0,
87.0,881.0,1061.0,59.0,139.0,
881.0,1061.0,59.0,139.0,925.0,
1061.0,59.0,139.0,925.0,782.0,
59.0,139.0,925.0,782.0,202.0,
139.0,925.0,782.0,202.0,68.0,
925.0,782.0,202.0,68.0,1092.0,
782.0,202.0,68.0,1092.0,44.0,
202.0,68.0,1092.0,44.0,279.0,
68.0,1092.0,44.0,279.0,101.0,
1092.0,44.0,279.0,101.0,127.0,
44.0,279.0,101.0,127.0,70.0,
279.0,101.0,127.0,70.0,1199.0,
101.0,127.0,70.0,1199.0,151.0,
127.0,70.0,1199.0,151.0,137.0,
70.0,1199.0,151.0,137.0,75.0,
1199.0,151.0,137.0,75.0,223.0,
151.0,137.0,75.0,223.0,61.0,
137.0,75.0,223.0,61.0,1689.0,
75.0,223.0,61.0,1689.0,145.0,
223.0,61.0,1689.0,145.0,56.0,
61.0,1689.0,145.0,56.0,309.0,
1689.0,145.0,56.0,309.0,196.0,
145.0,56.0,309.0,196.0,1068.0,
56.0,309.0,196.0,1068.0,307.0,
309.0,196.0,1068.0,307.0,2741.0,
196.0,1068.0,307.0,2741.0,2385.0,
1068.0,307.0,2741.0,2385.0,250.0,
307.0,2741.0,2385.0,250.0,249.0,
2741.0,2385.0,250.0,249.0,113.0,
2385.0,250.0,249.0,113.0,83.0,
250.0,249.0,113.0,83.0,68.0,
249.0,113.0,83.0,68.0,167.0,
113.0,83.0,68.0,167.0,406.0,
83.0,68.0,167.0,406.0,139.0,
68.0,167.0,406.0,139.0,13282.0,
167.0,406.0,139.0,13282.0,117.0,
406.0,139.0,13282.0,117.0,156.0,
139.0,13282.0,117.0,156.0,74.0,
13282.0,117.0,156.0,74.0,698.0,
117.0,156.0,74.0,698.0,316.0,
156.0,74.0,698.0,316.0,200.0,
74.0,698.0,316.0,200.0,91.0,
698.0,316.0,200.0,91.0,111.0,
316.0,200.0,91.0,111.0,59.0,
200.0,91.0,111.0,59.0,3362.0,
91.0,111.0,59.0,3362.0,1243.0,
111.0,59.0,3362.0,1243.0,253.0,
59.0,3362.0,1243.0,253.0,87.0,
