iteration,trainRMSE
0,"[1030.916611422218, 1030.7246453789123, 1030.7598262119873, 1029.2016105315947, 1027.7966411494604, 1027.14905362656, 1018.8288776498517, 1023.9116436905849, 1023.4235523716007, 1023.9520079644843]"
500,"[773.6169008695692, 774.7382573046303, 774.6329980719953, 773.9296759330495, 773.5893199897118, 773.2767295744837, 765.9482608630627, 769.7598221259725, 769.8223019971136, 769.6361154901703]"
1000,"[772.391240697975, 774.8352835036793, 774.497143615539, 773.8739335299794, 773.6795787673734, 773.2358216116147, 765.8433359658767, 769.8522810771524, 769.7831900567996, 769.6907471828763]"
1500,"[771.4597641288725, 774.6259079312335, 774.550572772912, 773.99706644803, 773.7440383233769, 773.2575181581216, 765.8668773887838, 769.8240813904097, 769.573776409646, 769.7842359665846]"
2000,"[771.9263331623065, 774.2842544108223, 774.4933872247564, 773.8717396019708, 773.6891828795992, 773.2290862953174, 765.8160273389896, 769.857720731392, 769.7713088246676, 769.6925679614603]"
2500,"[773.2832566194515, 772.284289153779, 774.4979660570017, 773.8750930968935, 773.6838740920518, 773.2314183693298, 765.8265514617433, 769.8534670935421, 769.7753612677843, 769.6902360601063]"
3000,"[772.9883949403361, 771.7802093126354, 774.5302097193066, 773.8861921697321, 773.6525888932448, 773.2488046278121, 765.8847782067671, 769.8280545257443, 769.7994940430549, 769.6771934199993]"
3500,"[772.8503746804749, 771.766467661531, 774.530869635858, 773.8861713022104, 773.6516685773801, 773.2447145668159, 765.8714080388786, 769.8242298951869, 769.79210660924, 769.6731872952786]"
4000,"[772.1708434377024, 771.7519975030144, 774.5450790456722, 773.8965783281352, 773.6562457743184, 773.2459443224394, 765.854911795347, 769.8226987069598, 769.7864293497139, 769.6722291446199]"
4500,"[771.92978198088, 771.7413021894921, 774.564406008839, 773.908793958543, 773.6562360744485, 773.253562425152, 765.8600448258262, 769.8201844202148, 769.791261442294, 769.6725133534671]"
