Epoch,lossTrain,lossVal,stdDev
0,0.2409059852361679,0.24002619087696075,0.0020000000949949026
5000,0.0024767648428678513,0.0018474117387086153,0.0
10000,0.002471465151757002,0.0018456223187968135,0.0010000000474974513
15000,0.0017734169960021973,0.0019890146795660257,0.010999999940395355
20000,0.0019812830723822117,0.001875094952993095,0.004999999888241291
25000,0.0020966841839253902,0.0019021446350961924,0.006000000052154064
30000,0.00143707194365561,0.00189300742931664,0.00800000037997961
35000,0.0010359992738813162,0.0031928089447319508,0.035999998450279236
40000,0.001017862232401967,0.005263552535325289,0.05900000035762787
45000,0.0016992274904623628,0.002117841737344861,0.017999999225139618
50000,0.0011866595596075058,0.003411003854125738,0.04100000113248825
55000,0.0010210364125669003,0.0038119452074170113,0.04699999839067459
60000,0.0009702061652205884,0.004326868336647749,0.052000001072883606
65000,0.0011911159381270409,0.0042363726533949375,0.04899999871850014
70000,0.0007681312272325158,0.006126412656158209,0.06700000166893005
75000,0.0007215127698145807,0.006204568315297365,0.06800000369548798
80000,0.0006966617074795067,0.006431303918361664,0.0689999982714653
85000,0.0006805167649872601,0.006083468906581402,0.06700000166893005
90000,0.0006697105127386749,0.006093798205256462,0.06599999964237213
95000,0.0006830439670011401,0.00466133002191782,0.05400000140070915
99999,0.0006412484217435122,0.006038402672857046,0.06599999964237213
