iteration,trainRMSE
0,"[1024.097109993601, 1024.0719315493411, 1029.0066137684412, 1029.002520456369, 1029.517333963574]"
2500,"[751.2004762432896, 761.4029310610001, 770.4960040078369, 770.1179968891304, 770.0214106189414]"
5000,"[750.4905714491123, 760.462487309808, 767.9656877137936, 762.910023282667, 762.0422736597995]"
7500,"[749.4965909678375, 760.2890775595197, 767.5869751603753, 761.4551939837066, 755.8256998486755]"
10000,"[745.0927438559398, 751.5785438776859, 761.6748775846789, 751.5125016135164, 742.951121105105]"
12500,"[740.6918796433922, 732.9854554519571, 747.8795240668404, 730.1041135529173, 717.227539644624]"
15000,"[737.5926181263766, 719.4236290577156, 737.758163747901, 712.5979254116482, 696.7777509554595]"
17500,"[738.2709849507513, 716.7548454620418, 723.0671360385418, 702.6876466596611, 694.3149818335679]"
20000,"[736.9438093121333, 707.5665137738908, 716.3533025257849, 680.5553060677303, 676.2255309264965]"
22500,"[734.8572089791735, 717.4917045923083, 724.8325748068697, 689.6921207541448, 702.8856993729939]"
25000,"[734.3662502753984, 710.8954619330518, 710.8476718348279, 681.0763899650885, 665.3708395051043]"
27500,"[733.5917446905935, 718.08403428333, 720.2917300791827, 696.2919139057796, 695.2982340183335]"
