iteration,trainRMSE
0,"[1024.2109275732741, 1024.22300286989, 1029.1844554378617, 1029.1935793186003, 1029.7120838810154]"
2500,"[719.6929690052664, 699.3107267239202, 697.3225098086399, 710.1901108661569, 707.3471089660836]"
5000,"[700.0717205675332, 639.9865776859345, 615.1903317530421, 605.5524616153142, 567.1140096020905]"
7500,"[711.9923083019544, 647.879114551359, 619.1449225540144, 583.5400547971445, 577.109150465071]"
10000,"[674.2583811958449, 620.2351034398641, 559.382514456891, 531.0972081704172, 557.748750090262]"
12500,"[627.796556925815, 490.10791938698003, 393.6722698812706, 362.234431798586, 347.6023352604699]"
15000,"[659.094234225706, 564.6630508159363, 536.0971022406835, 542.6396240865242, 597.291728012441]"
17500,"[575.3325012388052, 427.70897572464577, 370.4955689815289, 375.30024102968105, 384.9803942021136]"
20000,"[647.3731955025329, 641.5479206599914, 696.0250724923187, 721.222155836738, 672.1623743310769]"
22500,"[584.134205706659, 543.8882309688647, 582.2745565035026, 577.3035600128937, 461.71104851696225]"
25000,"[557.8910820592005, 512.3560595285911, 555.6266749684801, 541.8931270171721, 420.63642954545844]"
27500,"[523.9745154624649, 468.1862537895203, 505.7033436110835, 464.7712439959417, 392.9737160389852]"
