iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,1055431.6,1235020.5,1027.34,1111.3084
2500,592643.06,725704.75,769.82,851.8775
5000,587581.9,723438.9,766.53,850.5437
7500,581483.94,731179.2,762.55,855.0783
10000,578151.6,730992.5,760.36,854.9646
12500,574679.3,730034.94,758.07,854.4121
15000,573407.9,737831.4,757.22,858.9531
17500,577993.75,739652.4,760.25,859.9934
20000,578963.0,737436.94,760.89,858.7274
22500,571805.4,744613.75,756.17,862.8937
25000,570721.7,741002.3,755.45,860.7937
27500,571410.4,746715.44,755.9,864.1075
30000,582008.1,740840.25,762.89,860.695
32500,588953.7,724269.8,767.42,851.017
35000,580345.06,735006.8,761.8,857.2874
37500,575976.44,727300.44,758.93,852.8032
40000,578423.5,724310.44,760.54,851.049
42500,568800.5,741066.44,754.18,860.8283
45000,574186.6,743344.6,757.74,862.1627
47500,573225.8,750298.4,757.1,866.1272
50000,577813.75,761555.9,760.14,872.5821
52500,567409.94,746601.75,753.25,863.9954
55000,561839.44,742921.2,749.54,861.8853
57500,570543.25,750177.25,755.34,866.0813
60000,565093.8,754549.8,751.72,868.6075
62500,557912.8,761603.44,746.93,872.6653
65000,576582.4,749172.2,759.32,865.5265
67500,579538.06,750184.1,761.26,866.0937
